state,district,year,rice_summer_yield_tonne_per_hectare
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.4
,,2005 - 2006,2.4
,,2006 - 2007,1.8
,,2007 - 2008,2.4
,,2008 - 2009,2.0
,,2009 - 2010,2.33
,,2010 - 2011,2.33
,,2011 - 2012,2.75
,,2012 - 2013,0.02
,,2013 - 2014,2.0
,,2014 - 2015,3.0
,,2015 - 2016,2.0
,,2016 - 2017,3.41
,,2017 - 2018,2.83
,,2018 - 2019,2.81
,,2019 - 2020,4.2
,,2020 - 2021,3.78
,,2021 - 2022,3.83
,,2022 - 2023,3.68
,Deogarh,2000 - 2001,0.83
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.0
,,2005 - 2006,1.33
,,2006 - 2007,1.67
,,2007 - 2008,2.0
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,0.06
,,2013 - 2014,2.5
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,1.0
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,2.91
,,2021 - 2022,2.01
,,2022 - 2023,2.0
,Dhenkanal,2000 - 2001,1.68
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.5
,,2005 - 2006,2.33
,,2006 - 2007,1.5
,,2007 - 2008,2.5
,,2008 - 2009,2.0
,,2009 - 2010,2.0
,,2010 - 2011,
,,2011 - 2012,3.0
,,2012 - 2013,0.01
,,2013 - 2014,4.0
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,2.62
,,2017 - 2018,2.6
,,2018 - 2019,2.21
,,2019 - 2020,2.37
,,2020 - 2021,3.3
,,2021 - 2022,3.57
,,2022 - 2023,2.84
,Gajapati,2000 - 2001,0.96
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,0.01
,,2013 - 2014,1.0
,,2014 - 2015,
,,2015 - 2016,1.0
,,2016 - 2017,2.23
,,2017 - 2018,2.23
,,2018 - 2019,1.68
,,2019 - 2020,1.75
,,2020 - 2021,2.0
,,2021 - 2022,2.09
,,2022 - 2023,1.88
,Ganjam,2000 - 2001,1.3
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.0
,,2005 - 2006,1.0
,,2006 - 2007,
,,2007 - 2008,1.0
,,2008 - 2009,
,,2009 - 2010,3.0
,,2010 - 2011,1.0
,,2011 - 2012,
,,2012 - 2013,0.0
,,2013 - 2014,1.0
,,2014 - 2015,2.0
,,2015 - 2016,
,,2016 - 2017,2.43
,,2017 - 2018,2.25
,,2018 - 2019,1.67
,,2019 - 2020,2.67
,,2020 - 2021,2.17
,,2021 - 2022,2.36
,,2022 - 2023,3.0
,Jagatsinghapur,2000 - 2001,1.6
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,3.0
,,2005 - 2006,2.0
,,2006 - 2007,2.0
,,2007 - 2008,1.5
,,2008 - 2009,2.0
,,2009 - 2010,2.0
,,2010 - 2011,2.0
,,2011 - 2012,
,,2012 - 2013,0.01
,,2013 - 2014,2.0
,,2014 - 2015,4.0
,,2015 - 2016,
,,2016 - 2017,2.79
,,2017 - 2018,2.9
,,2018 - 2019,1.41
,,2019 - 2020,1.67
,,2020 - 2021,3.35
,,2021 - 2022,2.53
,,2022 - 2023,3.42
,Jajapur,2000 - 2001,1.91
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.5
,,2005 - 2006,3.0
,,2006 - 2007,1.5
,,2007 - 2008,2.5
,,2008 - 2009,2.33
,,2009 - 2010,3.0
,,2010 - 2011,1.5
,,2011 - 2012,3.0
,,2012 - 2013,0.02
,,2013 - 2014,3.0
,,2014 - 2015,2.5
,,2015 - 2016,2.0
,,2016 - 2017,2.86
,,2017 - 2018,2.88
,,2018 - 2019,1.33
,,2019 - 2020,1.32
,,2020 - 2021,2.86
,,2021 - 2022,3.11
,,2022 - 2023,2.49
,Jharsuguda,2000 - 2001,1.66
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.0
,,2005 - 2006,2.0
,,2006 - 2007,
,,2007 - 2008,2.0
,,2008 - 2009,2.0
,,2009 - 2010,
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2012 - 2013,0.01
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,2.3
,,2017 - 2018,2.37
,,2018 - 2019,3.24
,,2019 - 2020,4.08
,,2020 - 2021,4.71
,,2021 - 2022,4.49
,,2022 - 2023,4.55
,Kalahandi,2000 - 2001,2.03
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.62
,,2005 - 2006,1.39
,,2006 - 2007,1.51
,,2007 - 2008,1.65
,,2008 - 2009,2.14
,,2009 - 2010,2.53
,,2010 - 2011,2.58
,,2011 - 2012,2.33
,,2012 - 2013,0.21
,,2013 - 2014,2.58
,,2014 - 2015,2.8
,,2015 - 2016,2.56
,,2016 - 2017,2.63
,,2017 - 2018,2.87
,,2018 - 2019,2.88
,,2019 - 2020,3.69
,,2020 - 2021,3.6
,,2021 - 2022,3.46
,,2022 - 2023,3.73
,Kandhamal,2000 - 2001,1.37
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.0
,,2005 - 2006,1.0
,,2006 - 2007,
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2012 - 2013,0.01
,,2013 - 2014,
,,2014 - 2015,1.0
,,2015 - 2016,
,,2016 - 2017,2.36
,,2017 - 2018,2.17
,,2018 - 2019,2.2
,,2019 - 2020,2.2
,,2020 - 2021,2.6
,,2021 - 2022,2.6
,,2022 - 2023,2.57
,Kendrapara,2000 - 2001,2.1
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.33
,,2005 - 2006,2.67
,,2006 - 2007,2.0
,,2007 - 2008,3.0
,,2008 - 2009,2.0
,,2009 - 2010,2.0
,,2010 - 2011,2.0
,,2011 - 2012,2.33
,,2012 - 2013,0.03
,,2013 - 2014,2.0
,,2014 - 2015,2.0
,,2015 - 2016,2.0
,,2016 - 2017,3.43
,,2017 - 2018,1.86
,,2018 - 2019,2.57
,,2019 - 2020,2.11
,,2020 - 2021,3.19
,,2021 - 2022,2.41
,,2022 - 2023,3.94
,Kendujhar,2000 - 2001,2.1
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.5
,,2005 - 2006,2.0
,,2006 - 2007,2.0
,,2007 - 2008,1.8
,,2008 - 2009,1.5
,,2009 - 2010,2.0
,,2010 - 2011,2.33
,,2011 - 2012,2.5
,,2012 - 2013,0.03
,,2013 - 2014,3.0
,,2014 - 2015,2.5
,,2015 - 2016,4.0
,,2016 - 2017,2.63
,,2017 - 2018,2.61
,,2018 - 2019,2.68
,,2019 - 2020,3.01
,,2020 - 2021,3.35
,,2021 - 2022,3.85
,,2022 - 2023,2.9
,Khordha,2000 - 2001,2.04
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.33
,,2005 - 2006,2.5
,,2006 - 2007,2.7
,,2007 - 2008,2.86
,,2008 - 2009,2.0
,,2009 - 2010,2.0
,,2010 - 2011,3.0
,,2011 - 2012,2.0
,,2012 - 2013,0.01
,,2013 - 2014,6.0
,,2014 - 2015,4.0
,,2015 - 2016,4.0
,,2016 - 2017,2.75
,,2017 - 2018,3.14
,,2018 - 2019,0.92
,,2019 - 2020,3.34
,,2020 - 2021,3.9
,,2021 - 2022,3.43
,,2022 - 2023,3.59
,Koraput,2000 - 2001,1.69
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.94
,,2005 - 2006,2.35
,,2006 - 2007,1.83
,,2007 - 2008,1.95
,,2008 - 2009,2.25
,,2009 - 2010,1.89
,,2010 - 2011,2.05
,,2011 - 2012,2.38
,,2012 - 2013,0.16
,,2013 - 2014,2.67
,,2014 - 2015,2.44
,,2015 - 2016,2.56
,,2016 - 2017,2.85
,,2017 - 2018,2.8
,,2018 - 2019,2.95
,,2019 - 2020,2.97
,,2020 - 2021,2.75
,,2021 - 2022,3.04
,,2022 - 2023,3.14
,Malkangiri,2000 - 2001,0.88
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,2.0
,,2009 - 2010,
,,2010 - 2011,2.0
,,2011 - 2012,
,,2012 - 2013,0.02
,,2013 - 2014,3.0
,,2014 - 2015,2.0
,,2015 - 2016,2.33
,,2016 - 2017,2.0
,,2017 - 2018,1.73
,,2018 - 2019,2.07
,,2019 - 2020,1.79
,,2020 - 2021,2.28
,,2021 - 2022,2.29
,,2022 - 2023,2.52
,Mayurbhanj,2000 - 2001,1.63
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.83
,,2005 - 2006,1.86
,,2006 - 2007,2.0
,,2007 - 2008,1.78
,,2008 - 2009,1.67
,,2009 - 2010,1.5
,,2010 - 2011,2.33
,,2011 - 2012,2.25
,,2012 - 2013,0.01
,,2013 - 2014,2.0
,,2014 - 2015,2.0
,,2015 - 2016,2.0
,,2016 - 2017,2.67
,,2017 - 2018,2.43
,,2018 - 2019,2.47
,,2019 - 2020,2.84
,,2020 - 2021,2.72
,,2021 - 2022,2.67
,,2022 - 2023,2.81
,Nabarangpur,2000 - 2001,1.73
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.5
,,2005 - 2006,2.0
,,2006 - 2007,2.0
,,2007 - 2008,1.5
,,2008 - 2009,1.5
,,2009 - 2010,1.0
,,2010 - 2011,1.67
,,2011 - 2012,
,,2012 - 2013,0.01
,,2013 - 2014,3.0
,,2014 - 2015,
,,2015 - 2016,2.0
,,2016 - 2017,2.58
,,2017 - 2018,2.23
,,2018 - 2019,1.83
,,2019 - 2020,2.68
,,2020 - 2021,2.27
,,2021 - 2022,2.71
,,2022 - 2023,2.42
,Nayagarh,2000 - 2001,1.42
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,0.0
,,2013 - 2014,
,,2014 - 2015,1.0
,,2015 - 2016,
,,2016 - 2017,2.0
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,2.0
,,2020 - 2021,1.0
,,2021 - 2022,1.51
,,2022 - 2023,2.8
,Nuapada,2000 - 2001,1.19
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.25
,,2005 - 2006,1.75
,,2006 - 2007,2.0
,,2007 - 2008,2.67
,,2008 - 2009,2.25
,,2009 - 2010,2.0
,,2010 - 2011,2.0
,,2011 - 2012,1.75
,,2012 - 2013,0.04
,,2013 - 2014,2.8
,,2014 - 2015,2.67
,,2015 - 2016,3.0
,,2016 - 2017,2.71
,,2017 - 2018,2.62
,,2018 - 2019,2.7
,,2019 - 2020,3.23
,,2020 - 2021,3.12
,,2021 - 2022,3.09
,,2022 - 2023,3.09
,Puri,2000 - 2001,1.79
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.87
,,2005 - 2006,2.08
,,2006 - 2007,2.24
,,2007 - 2008,2.15
,,2008 - 2009,1.94
,,2009 - 2010,2.26
,,2010 - 2011,2.3
,,2011 - 2012,2.6
,,2012 - 2013,0.4
,,2013 - 2014,3.38
,,2014 - 2015,3.06
,,2015 - 2016,2.81
,,2016 - 2017,3.14
,,2017 - 2018,2.27
,,2018 - 2019,2.84
,,2019 - 2020,3.09
,,2020 - 2021,3.34
,,2021 - 2022,3.16
,,2022 - 2023,3.49
,Rayagada,2000 - 2001,1.49
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.0
,,2005 - 2006,1.4
,,2006 - 2007,1.33
,,2007 - 2008,1.75
,,2008 - 2009,1.5
,,2009 - 2010,1.75
,,2010 - 2011,2.0
,,2011 - 2012,2.0
,,2012 - 2013,0.03
,,2013 - 2014,2.25
,,2014 - 2015,3.0
,,2015 - 2016,2.0
,,2016 - 2017,2.28
,,2017 - 2018,2.78
,,2018 - 2019,3.02
,,2019 - 2020,3.55
,,2020 - 2021,2.95
,,2021 - 2022,2.37
,,2022 - 2023,2.44
,Sambalpur,2000 - 2001,2.32
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,3.5
,,2005 - 2006,2.83
,,2006 - 2007,3.44
,,2007 - 2008,3.22
,,2008 - 2009,3.75
,,2009 - 2010,3.06
,,2010 - 2011,3.61
,,2011 - 2012,3.83
,,2012 - 2013,0.21
,,2013 - 2014,4.32
,,2014 - 2015,3.79
,,2015 - 2016,3.63
,,2016 - 2017,3.95
,,2017 - 2018,4.04
,,2018 - 2019,4.48
,,2019 - 2020,3.51
,,2020 - 2021,4.57
,,2021 - 2022,4.84
,,2022 - 2023,4.54
,Sonepur,2000 - 2001,2.14
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.43
,,2005 - 2006,2.43
,,2006 - 2007,2.17
,,2007 - 2008,2.73
,,2008 - 2009,3.03
,,2009 - 2010,3.11
,,2010 - 2011,3.37
,,2011 - 2012,4.32
,,2012 - 2013,0.25
,,2013 - 2014,3.93
,,2014 - 2015,3.93
,,2015 - 2016,3.9
,,2016 - 2017,4.17
,,2017 - 2018,3.79
,,2018 - 2019,4.34
,,2019 - 2020,4.1
,,2020 - 2021,4.29
,,2021 - 2022,4.03
,,2022 - 2023,4.03
,Sundargarh,2000 - 2001,1.5
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.5
,,2005 - 2006,2.0
,,2006 - 2007,2.0
,,2007 - 2008,2.0
,,2008 - 2009,3.0
,,2009 - 2010,
,,2010 - 2011,0.0
,,2011 - 2012,1.5
,,2012 - 2013,0.0
,,2013 - 2014,2.5
,,2014 - 2015,2.0
,,2015 - 2016,1.0
,,2016 - 2017,1.44
,,2017 - 2018,1.69
,,2018 - 2019,2.21
,,2019 - 2020,1.38
,,2020 - 2021,2.38
,,2021 - 2022,2.24
,,2022 - 2023,2.77
Puducherry,Karaikal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,1.17
,,2006 - 2007,
,,2007 - 2008,1.75
,,2008 - 2009,1.36
,,2009 - 2010,1.29
,,2010 - 2011,2.69
,,2011 - 2012,2.08
,,2012 - 2013,2.0
,,2013 - 2014,3.38
,,2014 - 2015,
,,2015 - 2016,1.38
,,2016 - 2017,1.15
,,2017 - 2018,2.08
,,2018 - 2019,2.08
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,2.28
,,2022 - 2023,0.0
,Mahe,2000 - 2001,
,,2001 - 2002,
,Pondicherry,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.73
,,2005 - 2006,2.52
,,2006 - 2007,3.05
,,2007 - 2008,2.67
,,2008 - 2009,2.89
,,2009 - 2010,2.64
,,2010 - 2011,2.71
,,2011 - 2012,2.9
,,2012 - 2013,3.08
,,2013 - 2014,3.44
,,2014 - 2015,3.62
,,2015 - 2016,3.07
,,2016 - 2017,3.92
,,2017 - 2018,3.62
,,2018 - 2019,3.69
,,2019 - 2020,3.55
,,2020 - 2021,3.29
,,2021 - 2022,3.52
,,2022 - 2023,3.39
,Yanam,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Punjab,Amritsar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Barnala,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bathinda,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Faridkot,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Fatehgarh sahib,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Fazilka,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Firozepur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Gurdaspur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Hoshiarpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jalandhar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kapurthala,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ludhiana,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Malerkotla,2021 - 2022,
,,2022 - 2023,
,Mansa,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Moga,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Muktsar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nawanshahr,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pathankot,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Patiala,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Rupnagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,S.a.s nagar,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sangrur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tarn taran,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Rajasthan,Ajmer,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2021 - 2022,
,Alwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
