state,district,year,onion_whole_year_yield_tonne_per_hectare
Puducherry,Pondicherry,2000 - 2001,15.54
,,2001 - 2002,15.69
,,2002 - 2003,15.0
,,2003 - 2004,16.5
,,2004 - 2005,3.33
,,2005 - 2006,3.22
,,2006 - 2007,
,,2007 - 2008,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Yanam,2003 - 2004,1.0
,,2004 - 2005,1.0
Rajasthan,Ajmer,2000 - 2001,1.67
,,2001 - 2002,1.88
,,2002 - 2003,1.35
,,2003 - 2004,2.88
,,2004 - 2005,2.55
,,2005 - 2006,3.16
,,2006 - 2007,1.9
,,2007 - 2008,4.35
,,2008 - 2009,2.51
,,2009 - 2010,1.51
,,2010 - 2011,4.69
,,2011 - 2012,2.46
,,2012 - 2013,2.83
,,2013 - 2014,2.02
,,2014 - 2015,2.52
,,2015 - 2016,2.27
,,2016 - 2017,2.82
,,2017 - 2018,3.17
,,2018 - 2019,1.9
,,2019 - 2020,3.51
,,2020 - 2021,3.04
,,2021 - 2022,6.54
,,2022 - 2023,5.81
,Alwar,2000 - 2001,6.11
,,2001 - 2002,9.25
,,2002 - 2003,2.46
,,2003 - 2004,7.74
,,2004 - 2005,7.46
,,2005 - 2006,8.48
,,2006 - 2007,5.87
,,2007 - 2008,3.98
,,2008 - 2009,8.1
,,2009 - 2010,9.31
,,2010 - 2011,5.78
,,2011 - 2012,5.75
,,2012 - 2013,6.23
,,2013 - 2014,5.04
,,2014 - 2015,7.21
,,2015 - 2016,8.39
,,2016 - 2017,8.69
,,2017 - 2018,6.64
,,2018 - 2019,0.32
,,2019 - 2020,7.46
,,2020 - 2021,5.57
,,2021 - 2022,4.89
,,2022 - 2023,5.07
,Banswara,2000 - 2001,0.93
,,2001 - 2002,0.95
,,2002 - 2003,0.94
,,2003 - 2004,0.94
,,2004 - 2005,0.94
,,2005 - 2006,0.94
,,2006 - 2007,0.94
,,2007 - 2008,0.94
,,2008 - 2009,0.94
,,2009 - 2010,0.94
,,2010 - 2011,0.94
,,2011 - 2012,20.0
,,2012 - 2013,20.0
,,2013 - 2014,19.39
,,2014 - 2015,20.0
,,2015 - 2016,20.0
,,2016 - 2017,20.0
,,2017 - 2018,20.0
,,2018 - 2019,10.38
,,2019 - 2020,3.09
,,2020 - 2021,1.41
,,2021 - 2022,9.0
,,2022 - 2023,9.43
,Baran,2000 - 2001,5.13
,,2001 - 2002,4.14
,,2002 - 2003,5.43
,,2003 - 2004,4.0
,,2004 - 2005,3.52
,,2005 - 2006,2.43
,,2006 - 2007,3.77
,,2007 - 2008,2.03
,,2008 - 2009,3.44
,,2009 - 2010,5.41
,,2010 - 2011,5.99
,,2011 - 2012,5.11
,,2012 - 2013,4.38
,,2013 - 2014,4.07
,,2014 - 2015,3.75
,,2015 - 2016,4.5
,,2016 - 2017,6.8
,,2017 - 2018,7.5
,,2018 - 2019,5.58
,,2019 - 2020,12.71
,,2020 - 2021,12.03
,,2021 - 2022,4.96
,,2022 - 2023,5.96
,Barmer,2000 - 2001,1.61
,,2001 - 2002,0.91
,,2002 - 2003,0.93
,,2003 - 2004,1.52
,,2004 - 2005,1.64
,,2005 - 2006,1.83
,,2006 - 2007,2.0
,,2007 - 2008,1.0
,,2008 - 2009,1.1
,,2009 - 2010,0.03
,,2010 - 2011,1.02
,,2011 - 2012,0.95
,,2012 - 2013,0.89
,,2013 - 2014,0.9
,,2014 - 2015,0.9
,,2015 - 2016,1.39
,,2016 - 2017,1.13
,,2017 - 2018,1.0
,,2018 - 2019,0.9
,,2019 - 2020,1.44
,,2020 - 2021,0.8
,,2021 - 2022,0.98
,,2022 - 2023,1.25
,Bharatpur,2000 - 2001,3.43
,,2001 - 2002,3.3
,,2002 - 2003,1.53
,,2003 - 2004,5.43
,,2004 - 2005,4.56
,,2005 - 2006,8.66
,,2006 - 2007,5.24
,,2007 - 2008,4.33
,,2008 - 2009,6.22
,,2009 - 2010,4.0
,,2010 - 2011,3.54
,,2011 - 2012,2.11
,,2012 - 2013,7.28
,,2013 - 2014,9.8
,,2014 - 2015,6.86
,,2015 - 2016,5.58
,,2016 - 2017,6.53
,,2017 - 2018,7.95
,,2018 - 2019,7.21
,,2019 - 2020,5.27
,,2020 - 2021,4.07
,,2021 - 2022,8.04
,,2022 - 2023,6.26
,Bhilwara,2000 - 2001,2.76
,,2001 - 2002,3.91
,,2002 - 2003,4.4
,,2003 - 2004,3.24
,,2004 - 2005,2.35
,,2006 - 2007,2.4
,,2007 - 2008,4.21
,,2008 - 2009,1.5
,,2009 - 2010,2.17
,,2010 - 2011,2.92
,,2011 - 2012,1.87
,,2012 - 2013,1.8
,,2013 - 2014,2.08
,,2014 - 2015,1.87
,,2015 - 2016,2.79
,,2016 - 2017,3.17
,,2017 - 2018,3.67
,,2018 - 2019,4.38
,,2019 - 2020,2.57
,,2020 - 2021,2.21
,,2021 - 2022,3.06
,,2022 - 2023,2.45
,Bikaner,2000 - 2001,0.23
,,2001 - 2002,0.51
,,2002 - 2003,0.54
,,2003 - 2004,0.52
,,2004 - 2005,0.89
,,2005 - 2006,1.0
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2011 - 2012,0.86
,,2012 - 2013,1.0
,,2013 - 2014,1.0
,,2014 - 2015,0.74
,,2015 - 2016,1.0
,,2016 - 2017,1.0
,,2017 - 2018,1.21
,,2018 - 2019,1.2
,,2019 - 2020,1.06
,,2020 - 2021,19.93
,,2021 - 2022,19.92
,,2022 - 2023,30.0
,Bundi,2000 - 2001,1.69
,,2001 - 2002,2.0
,,2002 - 2003,1.77
,,2003 - 2004,1.17
,,2004 - 2005,1.29
,,2005 - 2006,6.49
,,2007 - 2008,2.78
,,2011 - 2012,5.57
,,2013 - 2014,10.8
,,2014 - 2015,3.03
,,2015 - 2016,3.57
,,2016 - 2017,16.71
,,2017 - 2018,18.7
,,2018 - 2019,22.92
,,2019 - 2020,5.78
,,2020 - 2021,14.0
,,2021 - 2022,4.64
,,2022 - 2023,4.75
,Chittorgarh,2000 - 2001,8.87
,,2001 - 2002,3.75
,,2002 - 2003,2.54
,,2003 - 2004,3.57
,,2004 - 2005,5.15
,,2005 - 2006,5.08
,,2006 - 2007,7.91
,,2007 - 2008,8.99
,,2008 - 2009,8.77
,,2009 - 2010,5.0
,,2010 - 2011,8.87
,,2011 - 2012,7.53
,,2012 - 2013,7.45
,,2013 - 2014,6.46
,,2014 - 2015,7.19
,,2015 - 2016,8.08
,,2016 - 2017,9.36
,,2017 - 2018,1.28
,,2018 - 2019,13.38
,,2019 - 2020,11.1
,,2020 - 2021,11.42
,,2021 - 2022,13.3
,,2022 - 2023,12.0
,Churu,2000 - 2001,2.31
,,2001 - 2002,1.81
,,2002 - 2003,1.3
,,2003 - 2004,1.0
,,2004 - 2005,3.7
,,2005 - 2006,1.14
,,2006 - 2007,0.71
,,2007 - 2008,1.0
,,2008 - 2009,1.65
,,2009 - 2010,0.05
,,2010 - 2011,1.5
,,2011 - 2012,1.83
,,2012 - 2013,1.63
,,2013 - 2014,6.46
,,2014 - 2015,4.78
,,2015 - 2016,1.12
,,2016 - 2017,16.76
,,2017 - 2018,19.89
,,2018 - 2019,13.24
,,2019 - 2020,22.75
,,2020 - 2021,21.73
,,2021 - 2022,48.84
,,2022 - 2023,39.3
,Dausa,2000 - 2001,3.51
,,2001 - 2002,1.24
,,2002 - 2003,2.0
,,2003 - 2004,1.06
,,2004 - 2005,1.3
,,2005 - 2006,1.55
,,2006 - 2007,1.46
,,2007 - 2008,1.0
,,2008 - 2009,1.91
,,2009 - 2010,0.08
,,2010 - 2011,1.26
,,2011 - 2012,1.85
,,2012 - 2013,1.97
,,2013 - 2014,2.19
,,2014 - 2015,1.81
,,2015 - 2016,1.36
,,2016 - 2017,1.13
,,2017 - 2018,2.48
,,2018 - 2019,2.72
,,2019 - 2020,3.0
,,2020 - 2021,3.18
,,2021 - 2022,4.47
,,2022 - 2023,3.88
,Dholpur,2000 - 2001,3.3
,,2001 - 2002,2.67
,,2002 - 2003,5.0
,,2003 - 2004,0.78
,,2004 - 2005,1.2
,,2005 - 2006,3.0
,,2006 - 2007,2.0
,,2007 - 2008,4.29
,,2010 - 2011,1.0
,,2011 - 2012,5.0
,,2012 - 2013,6.0
,,2013 - 2014,6.0
,,2015 - 2016,3.0
,,2018 - 2019,0.0
,,2019 - 2020,11.67
,,2020 - 2021,12.5
,,2021 - 2022,10.0
,,2022 - 2023,10.0
,Dungarpur,2000 - 2001,3.72
,,2001 - 2002,5.0
,,2002 - 2003,5.0
,,2003 - 2004,5.0
,,2004 - 2005,5.0
,,2005 - 2006,5.0
,,2006 - 2007,5.0
,,2007 - 2008,5.0
,,2008 - 2009,5.0
,,2009 - 2010,5.0
,,2010 - 2011,5.0
,,2011 - 2012,5.0
,,2012 - 2013,5.0
,,2013 - 2014,5.0
,,2014 - 2015,5.0
,,2015 - 2016,5.0
,,2016 - 2017,5.0
,,2017 - 2018,5.0
,,2018 - 2019,5.0
,,2019 - 2020,5.0
,,2020 - 2021,5.0
,,2021 - 2022,5.0
,,2022 - 2023,5.0
,Ganganagar,2000 - 2001,20.0
,,2001 - 2002,2.0
,,2002 - 2003,20.0
,,2003 - 2004,9.38
,,2004 - 2005,9.38
,,2005 - 2006,2.38
,,2006 - 2007,12.0
,,2007 - 2008,12.0
,,2008 - 2009,20.0
,,2009 - 2010,50.67
,,2010 - 2011,20.95
,,2011 - 2012,0.0
,,2012 - 2013,2.91
,,2013 - 2014,2.19
,,2014 - 2015,32.0
,,2015 - 2016,2.0
,,2016 - 2017,32.84
,,2017 - 2018,14.51
,,2018 - 2019,29.18
,,2019 - 2020,28.91
,,2020 - 2021,7.26
,,2021 - 2022,3.23
,,2022 - 2023,4.07
,Hanumangarh,2000 - 2001,4.0
,,2001 - 2002,4.0
,,2002 - 2003,0.16
,,2003 - 2004,0.43
,,2004 - 2005,0.04
,,2005 - 2006,0.0
,,2006 - 2007,0.53
,,2007 - 2008,0.54
,,2008 - 2009,16.0
,,2010 - 2011,0.89
,,2011 - 2012,14.92
,,2012 - 2013,15.0
,,2013 - 2014,15.0
,,2014 - 2015,15.0
,,2015 - 2016,15.0
,,2016 - 2017,13.06
,,2017 - 2018,15.0
,,2018 - 2019,20.0
,,2019 - 2020,20.0
,,2020 - 2021,14.43
,,2021 - 2022,18.53
,,2022 - 2023,19.05
,Jaipur,2000 - 2001,7.53
,,2001 - 2002,7.68
,,2002 - 2003,5.12
,,2003 - 2004,4.57
,,2004 - 2005,5.58
,,2005 - 2006,5.26
,,2006 - 2007,5.44
,,2007 - 2008,5.12
,,2008 - 2009,4.99
,,2009 - 2010,4.0
,,2010 - 2011,3.61
,,2011 - 2012,2.39
,,2012 - 2013,2.39
,,2013 - 2014,2.55
,,2014 - 2015,2.38
,,2015 - 2016,3.54
,,2016 - 2017,2.35
,,2017 - 2018,1.89
,,2018 - 2019,1.69
,,2019 - 2020,2.62
,,2020 - 2021,2.11
,,2021 - 2022,1.94
,,2022 - 2023,1.78
,Jaisalmer,2000 - 2001,0.8
,,2001 - 2002,0.5
,,2002 - 2003,0.0
,,2003 - 2004,10.0
,,2004 - 2005,8.24
,,2005 - 2006,0.94
,,2006 - 2007,0.45
,,2007 - 2008,0.44
,,2008 - 2009,6.05
,,2010 - 2011,0.45
,,2011 - 2012,0.72
,,2012 - 2013,0.54
,,2013 - 2014,1.0
,,2014 - 2015,1.0
,,2015 - 2016,1.0
,,2016 - 2017,0.16
,,2017 - 2018,1.0
,,2018 - 2019,0.87
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,,2021 - 2022,1.17
,,2022 - 2023,1.0
,Jalore,2000 - 2001,2.19
,,2001 - 2002,2.63
,,2002 - 2003,4.0
,,2003 - 2004,3.0
,,2004 - 2005,3.2
,,2005 - 2006,2.89
,,2006 - 2007,2.76
,,2007 - 2008,2.76
,,2008 - 2009,2.9
,,2009 - 2010,1.2
,,2010 - 2011,2.74
,,2011 - 2012,2.23
,,2012 - 2013,2.07
,,2013 - 2014,2.58
,,2014 - 2015,2.87
,,2015 - 2016,2.79
,,2016 - 2017,3.03
,,2017 - 2018,2.37
,,2018 - 2019,3.43
,,2019 - 2020,4.44
,,2020 - 2021,2.75
,,2021 - 2022,4.74
,,2022 - 2023,4.69
,Jhalawar,2000 - 2001,9.78
,,2001 - 2002,3.31
,,2002 - 2003,2.02
,,2003 - 2004,4.64
,,2004 - 2005,4.56
,,2005 - 2006,4.8
,,2006 - 2007,6.98
,,2007 - 2008,6.06
,,2008 - 2009,4.03
,,2009 - 2010,4.56
,,2010 - 2011,8.24
,,2011 - 2012,6.89
,,2012 - 2013,6.89
,,2013 - 2014,3.83
,,2014 - 2015,4.59
,,2015 - 2016,7.32
,,2016 - 2017,6.04
,,2017 - 2018,6.17
,,2018 - 2019,2.83
,,2019 - 2020,2.61
,,2020 - 2021,11.82
,,2021 - 2022,4.45
,,2022 - 2023,3.93
,Jhunjhunu,2000 - 2001,19.6
,,2001 - 2002,19.65
,,2002 - 2003,19.81
,,2003 - 2004,18.64
,,2004 - 2005,1.71
,,2005 - 2006,15.84
,,2006 - 2007,16.86
,,2007 - 2008,20.0
,,2008 - 2009,16.56
,,2009 - 2010,11.32
,,2010 - 2011,20.0
,,2011 - 2012,8.1
,,2012 - 2013,11.87
,,2013 - 2014,19.83
,,2014 - 2015,8.47
,,2015 - 2016,7.3
,,2016 - 2017,7.88
,,2017 - 2018,8.48
,,2018 - 2019,6.62
,,2019 - 2020,6.81
,,2020 - 2021,6.64
,,2021 - 2022,19.77
,,2022 - 2023,8.03
,Jodhpur,2000 - 2001,7.52
,,2001 - 2002,9.45
,,2002 - 2003,9.36
,,2003 - 2004,11.56
,,2004 - 2005,11.48
,,2005 - 2006,11.77
,,2006 - 2007,12.7
,,2007 - 2008,12.0
,,2008 - 2009,8.45
,,2009 - 2010,8.49
,,2010 - 2011,9.47
,,2011 - 2012,9.22
,,2012 - 2013,9.74
,,2013 - 2014,10.98
,,2014 - 2015,24.21
,,2015 - 2016,24.05
,,2016 - 2017,24.96
,,2017 - 2018,23.35
,,2018 - 2019,0.17
,,2019 - 2020,24.89
,,2020 - 2021,24.84
,,2021 - 2022,24.32
,,2022 - 2023,23.9
,Karauli,2000 - 2001,2.77
,,2001 - 2002,4.18
,,2002 - 2003,6.48
,,2003 - 2004,6.09
,,2004 - 2005,2.76
,,2005 - 2006,2.74
,,2006 - 2007,1.79
,,2007 - 2008,4.0
,,2010 - 2011,2.6
,,2011 - 2012,3.6
,,2012 - 2013,2.96
,,2013 - 2014,3.11
,,2014 - 2015,2.61
,,2015 - 2016,3.09
,,2016 - 2017,2.82
,,2017 - 2018,3.18
,,2018 - 2019,3.59
,,2019 - 2020,3.6
,,2020 - 2021,3.23
,,2021 - 2022,3.53
,,2022 - 2023,3.0
,Kota,2000 - 2001,5.92
,,2001 - 2002,7.85
,,2002 - 2003,19.21
,,2003 - 2004,11.96
,,2004 - 2005,13.11
,,2005 - 2006,8.8
,,2006 - 2007,12.96
,,2007 - 2008,7.75
,,2008 - 2009,15.83
,,2009 - 2010,10.94
,,2010 - 2011,9.16
,,2011 - 2012,12.4
,,2012 - 2013,14.0
,,2013 - 2014,11.14
,,2014 - 2015,11.91
,,2015 - 2016,7.36
,,2016 - 2017,7.86
,,2017 - 2018,6.5
,,2018 - 2019,4.95
,,2019 - 2020,9.02
,,2020 - 2021,1.28
,,2021 - 2022,3.85
,,2022 - 2023,3.61
,Nagaur,2000 - 2001,2.51
,,2001 - 2002,2.79
,,2002 - 2003,3.12
,,2003 - 2004,3.28
,,2004 - 2005,6.43
,,2005 - 2006,10.68
,,2006 - 2007,9.61
,,2007 - 2008,9.88
,,2008 - 2009,7.24
,,2009 - 2010,7.3
,,2010 - 2011,7.67
,,2011 - 2012,7.7
,,2012 - 2013,7.7
,,2013 - 2014,13.53
,,2014 - 2015,20.71
,,2015 - 2016,15.57
,,2016 - 2017,19.8
,,2017 - 2018,19.53
,,2018 - 2019,20.85
,,2019 - 2020,17.8
,,2020 - 2021,18.39
,,2021 - 2022,6.9
,,2022 - 2023,8.92
,Pali,2000 - 2001,2.57
,,2001 - 2002,2.0
,,2002 - 2003,1.01
,,2003 - 2004,1.28
,,2004 - 2005,0.75
,,2005 - 2006,0.9
,,2006 - 2007,1.79
,,2007 - 2008,1.79
,,2008 - 2009,1.2
,,2009 - 2010,3.45
,,2010 - 2011,2.35
,,2011 - 2012,1.74
,,2012 - 2013,1.53
,,2013 - 2014,3.23
,,2014 - 2015,1.62
,,2015 - 2016,4.1
,,2016 - 2017,2.6
,,2017 - 2018,3.47
,,2018 - 2019,2.8
,,2019 - 2020,4.76
,,2020 - 2021,1.47
,,2021 - 2022,2.75
,,2022 - 2023,1.65
,Pratapgarh,2008 - 2009,21.41
,,2009 - 2010,14.69
,,2010 - 2011,13.77
,,2011 - 2012,13.21
,,2012 - 2013,7.16
,,2013 - 2014,7.13
,,2014 - 2015,8.5
,,2015 - 2016,5.89
,,2016 - 2017,5.54
,,2017 - 2018,6.34
,,2018 - 2019,7.31
,,2019 - 2020,6.73
,,2020 - 2021,7.43
,,2021 - 2022,7.4
,,2022 - 2023,7.48
,Rajsamand,2000 - 2001,1.1
,,2001 - 2002,4.0
,,2002 - 2003,2.38
,,2003 - 2004,0.92
,,2004 - 2005,2.56
,,2005 - 2006,2.53
,,2006 - 2007,3.36
,,2007 - 2008,3.1
,,2008 - 2009,2.6
,,2009 - 2010,2.86
,,2010 - 2011,3.0
,,2011 - 2012,0.3
,,2013 - 2014,2.83
,,2014 - 2015,2.0
,,2015 - 2016,3.0
,,2016 - 2017,3.0
,,2017 - 2018,3.0
,,2018 - 2019,3.0
,,2019 - 2020,2.0
,,2020 - 2021,3.0
,,2021 - 2022,3.0
,,2022 - 2023,3.0
,Sawai madhopur,2000 - 2001,2.64
,,2001 - 2002,2.72
,,2002 - 2003,4.34
,,2003 - 2004,4.74
,,2004 - 2005,3.66
,,2005 - 2006,2.98
,,2006 - 2007,4.0
,,2007 - 2008,4.0
,,2008 - 2009,3.93
,,2009 - 2010,3.28
,,2010 - 2011,3.87
,,2011 - 2012,3.86
,,2012 - 2013,4.0
,,2013 - 2014,3.83
,,2014 - 2015,3.71
,,2015 - 2016,3.89
,,2016 - 2017,4.0
,,2017 - 2018,4.0
,,2018 - 2019,1.46
,,2019 - 2020,2.81
,,2020 - 2021,5.91
,,2021 - 2022,17.18
,,2022 - 2023,16.35
,Sikar,2000 - 2001,7.8
,,2001 - 2002,7.35
,,2002 - 2003,6.57
,,2003 - 2004,7.01
,,2004 - 2005,7.63
,,2005 - 2006,7.69
,,2006 - 2007,9.99
,,2007 - 2008,9.97
,,2008 - 2009,15.9
,,2009 - 2010,3.02
,,2010 - 2011,17.66
,,2011 - 2012,16.95
,,2012 - 2013,23.18
,,2013 - 2014,26.98
,,2014 - 2015,21.68
,,2015 - 2016,28.94
,,2016 - 2017,25.76
,,2017 - 2018,18.76
,,2018 - 2019,20.89
,,2019 - 2020,28.13
,,2020 - 2021,27.01
,,2021 - 2022,24.62
,,2022 - 2023,10.3
,Sirohi,2000 - 2001,1.5
,,2001 - 2002,1.5
,,2002 - 2003,1.5
,,2003 - 2004,1.63
,,2004 - 2005,1.46
,,2005 - 2006,1.51
,,2006 - 2007,1.52
,,2007 - 2008,1.52
,,2008 - 2009,1.51
,,2009 - 2010,1.51
,,2010 - 2011,15.0
,,2011 - 2012,19.9
,,2012 - 2013,20.0
,,2013 - 2014,20.0
,,2014 - 2015,9.69
,,2015 - 2016,19.92
,,2016 - 2017,19.64
,,2017 - 2018,0.0
,,2018 - 2019,19.75
,,2019 - 2020,19.61
,,2020 - 2021,17.48
,,2021 - 2022,19.93
,,2022 - 2023,19.86
,Tonk,2000 - 2001,7.42
,,2001 - 2002,7.07
,,2002 - 2003,7.75
,,2003 - 2004,7.96
,,2004 - 2005,7.87
,,2005 - 2006,4.03
,,2006 - 2007,3.96
,,2007 - 2008,3.95
,,2008 - 2009,4.13
,,2009 - 2010,2.94
,,2010 - 2011,4.76
,,2011 - 2012,4.6
,,2012 - 2013,5.74
,,2013 - 2014,4.88
,,2014 - 2015,2.26
,,2015 - 2016,5.71
,,2016 - 2017,5.0
,,2017 - 2018,5.53
,,2018 - 2019,5.79
,,2019 - 2020,5.51
,,2020 - 2021,4.83
,,2021 - 2022,4.71
,,2022 - 2023,4.64
,Udaipur,2000 - 2001,1.52
,,2001 - 2002,2.05
,,2002 - 2003,3.85
,,2003 - 2004,1.84
,,2004 - 2005,1.21
,,2005 - 2006,1.15
,,2006 - 2007,1.63
,,2007 - 2008,1.31
,,2008 - 2009,4.59
,,2009 - 2010,14.33
,,2010 - 2011,2.4
,,2011 - 2012,1.9
,,2013 - 2014,2.6
,,2014 - 2015,2.89
,,2015 - 2016,0.86
,,2016 - 2017,0.74
,,2017 - 2018,2.84
,,2018 - 2019,1.26
,,2019 - 2020,2.45
,,2020 - 2021,2.11
,,2021 - 2022,1.48
,,2022 - 2023,1.89
Tamil Nadu,Ariyalur,2008 - 2009,0.0
,,2009 - 2010,9.74
,,2011 - 2012,12.65
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Chengalpattu,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Coimbatore,2000 - 2001,13.22
,,2002 - 2003,13.32
,,2003 - 2004,14.15
,,2004 - 2005,11.27
,,2005 - 2006,11.62
,,2006 - 2007,11.68
,,2007 - 2008,11.73
,,2008 - 2009,37.48
,,2009 - 2010,14.61
,,2011 - 2012,11.94
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Cuddalore,2000 - 2001,8.09
,,2002 - 2003,8.45
,,2003 - 2004,9.01
,,2004 - 2005,9.68
,,2005 - 2006,8.01
,,2006 - 2007,8.73
,,2007 - 2008,9.64
,,2008 - 2009,9.45
,,2009 - 2010,9.75
,,2011 - 2012,9.47
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Dharmapuri,2000 - 2001,8.08
,,2002 - 2003,8.46
,,2003 - 2004,9.01
,,2004 - 2005,9.67
,,2005 - 2006,8.01
,,2006 - 2007,8.73
,,2007 - 2008,9.63
,,2008 - 2009,9.46
,,2009 - 2010,9.75
,,2011 - 2012,11.85
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Dindigul,2000 - 2001,7.08
,,2002 - 2003,7.98
,,2003 - 2004,7.84
,,2004 - 2005,10.81
,,2005 - 2006,10.02
,,2006 - 2007,8.1
,,2007 - 2008,7.19
,,2008 - 2009,9.23
,,2009 - 2010,8.78
,,2011 - 2012,8.49
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Erode,2000 - 2001,11.77
,,2002 - 2003,12.62
,,2003 - 2004,7.19
,,2004 - 2005,13.54
,,2005 - 2006,10.27
,,2006 - 2007,7.6
,,2007 - 2008,9.19
,,2008 - 2009,19.97
,,2009 - 2010,15.87
,,2011 - 2012,10.2
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kallakurichi,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kanchipuram,2003 - 2004,9.0
,,2004 - 2005,9.67
,,2011 - 2012,9.0
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Kanniyakumari,2004 - 2005,9.5
,Karur,2000 - 2001,7.76
,,2002 - 2003,8.46
,,2003 - 2004,9.01
,,2004 - 2005,9.68
,,2005 - 2006,8.02
,,2006 - 2007,8.72
,,2007 - 2008,9.63
,,2008 - 2009,9.55
,,2009 - 2010,9.75
,,2011 - 2012,12.44
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Krishnagiri,2003 - 2004,9.0
,,2004 - 2005,9.68
,,2005 - 2006,8.01
,,2006 - 2007,8.73
,,2007 - 2008,9.64
,,2008 - 2009,9.45
,,2009 - 2010,9.75
,,2011 - 2012,12.31
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Madurai,2000 - 2001,6.32
,,2002 - 2003,5.98
,,2003 - 2004,6.48
,,2004 - 2005,9.29
,,2005 - 2006,6.1
,,2006 - 2007,10.51
,,2007 - 2008,12.55
,,2008 - 2009,9.45
,,2009 - 2010,7.69
,,2011 - 2012,10.87
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nagapattinam,2002 - 2003,8.47
,,2003 - 2004,9.0
,,2004 - 2005,9.63
,,2005 - 2006,8.0
,,2013 - 2014,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,Namakkal,2000 - 2001,7.23
,,2002 - 2003,8.46
,,2003 - 2004,11.2
,,2004 - 2005,10.05
,,2005 - 2006,11.77
,,2006 - 2007,10.44
,,2007 - 2008,11.45
,,2008 - 2009,10.94
,,2009 - 2010,12.8
,,2011 - 2012,11.83
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Perambalur,2000 - 2001,8.0
,,2002 - 2003,5.75
,,2003 - 2004,8.83
,,2004 - 2005,10.89
,,2005 - 2006,6.08
,,2006 - 2007,8.04
,,2007 - 2008,9.26
,,2008 - 2009,7.66
,,2009 - 2010,9.05
,,2011 - 2012,7.54
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pudukkottai,2000 - 2001,8.07
,,2002 - 2003,8.44
,,2003 - 2004,9.0
,,2004 - 2005,9.67
,,2011 - 2012,13.0
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ramanathapuram,2000 - 2001,8.09
,,2002 - 2003,8.45
,,2003 - 2004,9.0
,,2004 - 2005,9.67
