state,district,year,ginger_whole_year_area_hectare,ginger_whole_year_production_tonne,ginger_whole_year_yield_tonne_per_hectare,ginger_rabi_area_hectare,ginger_rabi_production_tonne,ginger_rabi_yield_tonne_per_hectare,ginger_kharif_area_hectare,ginger_kharif_production_tonne,ginger_kharif_yield_tonne_per_hectare,ginger_summer_area_hectare,ginger_summer_production_tonne,ginger_summer_yield_tonne_per_hectare
,,2006 - 2007,26.0,65.0,2.5,,,,,,,,,
,,2007 - 2008,26.0,65.0,2.5,,,,,,,,,
,,2008 - 2009,26.0,65.0,2.5,,,,,,,,,
,,2009 - 2010,15.0,38.0,2.53,,,,,,,,,
,,2010 - 2011,20.0,50.0,2.5,,,,,,,,,
,,2011 - 2012,21.0,52.0,2.48,,,,,,,,,
,,2012 - 2013,20.0,50.0,2.5,,,,,,,,,
,,2013 - 2014,20.0,50.0,2.5,,,,,,,,,
,,2014 - 2015,104.0,340.0,3.27,,,,,,,,,
,,2015 - 2016,120.0,404.0,3.37,,,,,,,,,
,,2016 - 2017,120.0,427.0,3.56,,,,,,,,,
,,2017 - 2018,124.0,427.0,3.44,,,,,,,,,
,,2018 - 2019,124.0,433.0,3.49,,,,,,,,,
,,2019 - 2020,125.0,433.0,3.46,,,,,,,,,
,,2020 - 2021,126.0,438.0,3.48,,,,,,,,,
,,2021 - 2022,131.0,496.0,3.79,,,,,,,,,
,,2022 - 2023,137.0,519.0,3.79,,,,,,,,,
,Tirap,2000 - 2001,100.0,279.0,2.79,,,,,,,,,
,,2001 - 2002,110.0,500.0,4.55,,,,,,,,,
,,2002 - 2003,116.0,528.0,4.55,,,,,,,,,
,,2003 - 2004,115.0,530.0,4.61,,,,,,,,,
,,2004 - 2005,230.0,,7.11,,,,,,,,,
,,2006 - 2007,122.0,534.0,4.38,,,,,,,,,
,,2007 - 2008,125.0,438.0,3.5,,,,,,,,,
,,2008 - 2009,128.0,442.0,3.45,,,,,,,,,
,,2009 - 2010,80.0,210.0,2.63,,,,,,,,,
,,2010 - 2011,80.0,212.0,2.65,,,,,,,,,
,,2011 - 2012,82.0,218.0,2.66,,,,,,,,,
,,2012 - 2013,23.0,184.0,8.0,,,,,,,,,
,,2013 - 2014,11.0,90.0,8.18,,,,,,,,,
,,2014 - 2015,28.0,180.0,6.43,,,,,,,,,
,,2015 - 2016,28.0,224.0,8.0,,,,,,,,,
,,2016 - 2017,42.0,224.0,5.33,,,,,,,,,
,,2017 - 2018,46.0,224.0,4.87,,,,,,,,,
,,2018 - 2019,46.0,230.0,5.0,,,,,,,,,
,,2019 - 2020,47.0,230.0,4.89,,,,,,,,,
,,2020 - 2021,47.0,235.0,5.0,,,,,,,,,
,,2021 - 2022,48.0,262.0,5.46,,,,,,,,,
,,2022 - 2023,54.0,295.0,5.46,,,,,,,,,
,Upper siang,2003 - 2004,15.0,100.0,6.67,,,,,,,,,
,,2004 - 2005,5.0,4.0,0.8,,,,,,,,,
,,2005 - 2006,220.0,,5.0,,,,,,,,,
,,2006 - 2007,240.0,,5.0,,,,,,,,,
,,2007 - 2008,255.0,,5.0,,,,,,,,,
,,2008 - 2009,255.0,,5.0,,,,,,,,,
,,2009 - 2010,200.0,,6.0,,,,,,,,,
,,2010 - 2011,210.0,,6.0,,,,,,,,,
,,2011 - 2012,215.0,,6.05,,,,,,,,,
,,2012 - 2013,225.0,,6.5,,,,,,,,,
,,2013 - 2014,230.0,,6.6,,,,,,,,,
,,2014 - 2015,318.0,,5.69,,,,,,,,,
,,2015 - 2016,298.0,,4.01,,,,,,,,,
,,2016 - 2017,298.0,,4.08,,,,,,,,,
,,2017 - 2018,302.0,,4.83,,,,,,,,,
,,2018 - 2019,302.0,,4.85,,,,,,,,,
,,2019 - 2020,303.0,,4.83,,,,,,,,,
,,2020 - 2021,303.0,,4.85,,,,,,,,,
,,2021 - 2022,315.0,,5.24,,,,,,,,,
,,2022 - 2023,323.0,,5.35,,,,,,,,,
,Upper subansiri,2001 - 2002,55.0,275.0,5.0,,,,,,,,,
,,2002 - 2003,60.0,303.0,5.05,,,,,,,,,
,,2003 - 2004,65.0,308.0,4.74,,,,,,,,,
,,2004 - 2005,66.0,453.0,6.86,,,,,,,,,
,,2005 - 2006,202.0,810.0,4.01,,,,,,,,,
,,2006 - 2007,127.0,,9.13,,,,,,,,,
,,2007 - 2008,247.0,,11.6,,,,,,,,,
,,2008 - 2009,242.0,,5.69,,,,,,,,,
,,2009 - 2010,121.0,688.0,5.69,,,,,,,,,
,,2010 - 2011,133.0,,9.46,,,,,,,,,
,,2011 - 2012,140.0,,9.27,,,,,,,,,
,,2012 - 2013,145.0,,9.0,,,,,,,,,
,,2013 - 2014,152.0,,9.22,,,,,,,,,
,,2014 - 2015,238.0,,7.11,,,,,,,,,
,,2015 - 2016,218.0,,7.96,,,,,,,,,
,,2016 - 2017,232.0,,7.48,,,,,,,,,
,,2017 - 2018,236.0,,7.11,,,,,,,,,
,,2018 - 2019,198.0,,7.15,,,,,,,,,
,,2019 - 2020,199.0,,7.11,,,,,,,,,
,,2020 - 2021,200.0,,7.1,,,,,,,,,
,,2021 - 2022,220.0,,7.28,,,,,,,,,
,,2022 - 2023,226.0,,7.28,,,,,,,,,
,West kameng,2000 - 2001,45.0,68.0,1.51,,,,,,,,,
,,2001 - 2002,45.0,68.0,1.51,,,,,,,,,
,,2002 - 2003,45.0,68.0,1.51,,,,,,,,,
,,2003 - 2004,45.0,68.0,1.51,,,,,,,,,
,,2004 - 2005,45.0,68.0,1.51,,,,,,,,,
,,2005 - 2006,45.0,68.0,1.51,,,,,,,,,
,,2006 - 2007,15.0,23.0,1.53,,,,,,,,,
,,2007 - 2008,45.0,70.0,1.56,,,,,,,,,
,,2008 - 2009,32.0,77.0,2.41,,,,,,,,,
,,2009 - 2010,50.0,80.0,1.6,,,,,,,,,
,,2010 - 2011,51.0,185.0,3.63,,,,,,,,,
,,2011 - 2012,53.0,190.0,3.58,,,,,,,,,
,,2012 - 2013,51.0,185.0,3.63,,,,,,,,,
,,2013 - 2014,50.0,186.0,3.72,,,,,,,,,
,,2014 - 2015,137.0,476.0,3.47,,,,,,,,,
,,2015 - 2016,117.0,540.0,4.62,,,,,,,,,
,,2016 - 2017,117.0,560.0,4.79,,,,,,,,,
,,2017 - 2018,121.0,560.0,4.63,,,,,,,,,
,,2018 - 2019,121.0,566.0,4.68,,,,,,,,,
,,2019 - 2020,122.0,566.0,4.64,,,,,,,,,
,,2020 - 2021,123.0,571.0,4.64,,,,,,,,,
,,2021 - 2022,127.0,630.0,4.96,,,,,,,,,
,,2022 - 2023,135.0,670.0,4.96,,,,,,,,,
,West siang,2000 - 2001,60.0,400.0,6.67,,,,,,,,,
,,2001 - 2002,48.0,387.0,8.06,,,,,,,,,
,,2002 - 2003,63.0,424.0,6.73,,,,,,,,,
,,2003 - 2004,63.0,420.0,6.67,,,,,,,,,
,,2004 - 2005,200.0,600.0,3.0,,,,,,,,,
,,2005 - 2006,66.0,449.0,6.8,,,,,,,,,
,,2006 - 2007,177.0,,9.24,,,,,,,,,
,,2007 - 2008,273.0,,9.61,,,,,,,,,
,,2008 - 2009,290.0,,9.57,,,,,,,,,
,,2009 - 2010,295.0,,9.6,,,,,,,,,
,,2010 - 2011,298.0,,9.62,,,,,,,,,
,,2011 - 2012,307.0,,9.64,,,,,,,,,
,,2012 - 2013,317.0,,9.88,,,,,,,,,
,,2013 - 2014,230.0,,6.36,,,,,,,,,
,,2014 - 2015,317.0,,6.16,,,,,,,,,
,,2015 - 2016,182.0,,8.02,,,,,,,,,
,,2016 - 2017,196.0,,7.44,,,,,,,,,
,,2017 - 2018,200.0,,7.0,,,,,,,,,
,,2018 - 2019,82.0,580.0,7.07,,,,,,,,,
,,2019 - 2020,43.0,304.0,7.07,,,,,,,,,
,,2020 - 2021,43.0,309.0,7.19,,,,,,,,,
,,2021 - 2022,44.0,336.0,7.64,,,,,,,,,
,,2022 - 2023,52.0,397.0,7.63,,,,,,,,,
Assam,Baksa,2007 - 2008,529.0,,6.92,,,,,,,,,
,,2008 - 2009,393.0,,6.92,,,,,,,,,
,,2009 - 2010,461.0,,6.92,,,,,,,,,
,,2010 - 2011,465.0,,6.92,,,,,,,,,
,,2011 - 2012,440.0,,6.99,,,,,,,,,
,,2012 - 2013,600.0,,8.0,,,,,,,,,
,,2013 - 2014,630.0,,8.0,,,,,,,,,
,,2014 - 2015,650.0,,8.02,,,,,,,,,
,,2015 - 2016,672.0,,8.04,,,,,,,,,
,,2016 - 2017,675.0,,8.18,,,,,,,,,
,,2017 - 2018,680.0,,8.2,,,,,,,,,
,,2018 - 2019,690.0,,8.82,,,,,,,,,
,,2019 - 2020,690.0,,8.99,,,,,,,,,
,,2020 - 2021,645.0,,8.98,,,,,,,,,
,,2021 - 2022,682.0,,8.99,,,,,,,,,
,,2022 - 2023,685.0,,9.06,,,,,,,,,
,Barpeta,2007 - 2008,668.0,,6.52,,,,,,,,,
,,2008 - 2009,443.0,,6.52,,,,,,,,,
,,2009 - 2010,518.0,,6.52,,,,,,,,,
,,2010 - 2011,734.0,,6.52,,,,,,,,,
,,2011 - 2012,725.0,,6.64,,,,,,,,,
,,2012 - 2013,687.0,,7.66,,,,,,,,,
,,2013 - 2014,667.0,,7.66,,,,,,,,,
,,2014 - 2015,678.0,,7.67,,,,,,,,,
,,2015 - 2016,546.0,,7.68,,,,,,,,,
,,2016 - 2017,665.0,,7.78,,,,,,,,,
,,2017 - 2018,657.0,,7.78,,,,,,,,,
,,2018 - 2019,640.0,,8.2,,,,,,,,,
,,2019 - 2020,648.0,,8.31,,,,,,,,,
,,2020 - 2021,636.0,,8.31,,,,,,,,,
,,2021 - 2022,657.0,,8.31,,,,,,,,,
,,2022 - 2023,676.0,,8.39,,,,,,,,,
,Biswanath,2020 - 2021,145.0,,10.1,,,,,,,,,
,,2021 - 2022,200.0,,10.11,,,,,,,,,
,,2022 - 2023,324.0,,10.42,,,,,,,,,
,Bongaigaon,2007 - 2008,183.0,,6.16,,,,,,,,,
,,2008 - 2009,186.0,,6.16,,,,,,,,,
,,2009 - 2010,171.0,,6.16,,,,,,,,,
,,2010 - 2011,175.0,,6.15,,,,,,,,,
,,2011 - 2012,170.0,,6.28,,,,,,,,,
,,2012 - 2013,178.0,,6.49,,,,,,,,,
,,2013 - 2014,220.0,,6.49,,,,,,,,,
,,2014 - 2015,215.0,,6.5,,,,,,,,,
,,2015 - 2016,225.0,,6.54,,,,,,,,,
,,2016 - 2017,239.0,,6.88,,,,,,,,,
,,2017 - 2018,230.0,,6.9,,,,,,,,,
,,2018 - 2019,236.0,,7.78,,,,,,,,,
,,2019 - 2020,224.0,,8.56,,,,,,,,,
,,2020 - 2021,218.0,,8.56,,,,,,,,,
,,2021 - 2022,289.0,,8.56,,,,,,,,,
,,2022 - 2023,290.0,,9.08,,,,,,,,,
,Cachar,2007 - 2008,204.0,,6.94,,,,,,,,,
,,2008 - 2009,212.0,,6.94,,,,,,,,,
,,2009 - 2010,210.0,,6.94,,,,,,,,,
,,2010 - 2011,232.0,,6.94,,,,,,,,,
,,2011 - 2012,238.0,,6.98,,,,,,,,,
,,2012 - 2013,239.0,,7.0,,,,,,,,,
,,2013 - 2014,239.0,,7.0,,,,,,,,,
,,2014 - 2015,247.0,,7.13,,,,,,,,,
,,2015 - 2016,223.0,,7.14,,,,,,,,,
,,2016 - 2017,202.0,,7.4,,,,,,,,,
,,2017 - 2018,192.0,,7.41,,,,,,,,,
,,2018 - 2019,197.0,,8.43,,,,,,,,,
,,2019 - 2020,198.0,,8.71,,,,,,,,,
,,2020 - 2021,213.0,,8.71,,,,,,,,,
,,2021 - 2022,236.0,,8.71,,,,,,,,,
,,2022 - 2023,228.0,,8.94,,,,,,,,,
,Charaideo,2020 - 2021,49.0,480.0,9.8,,,,,,,,,
,,2021 - 2022,59.0,578.0,9.8,,,,,,,,,
,,2022 - 2023,71.0,760.0,10.7,,,,,,,,,
,Chirang,2007 - 2008,153.0,,6.96,,,,,,,,,
,,2008 - 2009,273.0,,6.96,,,,,,,,,
,,2009 - 2010,213.0,,6.96,,,,,,,,,
,,2010 - 2011,391.0,,6.96,,,,,,,,,
,,2011 - 2012,302.0,,5.0,,,,,,,,,
,,2012 - 2013,371.0,,5.02,,,,,,,,,
,,2013 - 2014,348.0,,5.03,,,,,,,,,
,,2014 - 2015,488.0,,5.03,,,,,,,,,
,,2015 - 2016,440.0,,5.04,,,,,,,,,
,,2016 - 2017,441.0,,5.29,,,,,,,,,
,,2017 - 2018,455.0,,5.31,,,,,,,,,
,,2018 - 2019,445.0,,6.24,,,,,,,,,
,,2019 - 2020,451.0,,6.51,,,,,,,,,
,,2020 - 2021,523.0,,6.5,,,,,,,,,
,,2021 - 2022,555.0,,6.5,,,,,,,,,
,,2022 - 2023,585.0,,6.61,,,,,,,,,
,Darrang,2007 - 2008,257.0,,6.63,,,,,,,,,
,,2008 - 2009,415.0,,6.62,,,,,,,,,
,,2009 - 2010,402.0,,6.62,,,,,,,,,
,,2010 - 2011,390.0,,6.63,,,,,,,,,
,,2011 - 2012,392.0,,6.74,,,,,,,,,
,,2012 - 2013,400.0,,7.75,,,,,,,,,
,,2013 - 2014,404.0,,7.75,,,,,,,,,
,,2014 - 2015,399.0,,7.76,,,,,,,,,
,,2015 - 2016,373.0,,7.77,,,,,,,,,
,,2016 - 2017,414.0,,7.94,,,,,,,,,
,,2017 - 2018,395.0,,7.96,,,,,,,,,
,,2018 - 2019,397.0,,8.64,,,,,,,,,
,,2019 - 2020,358.0,,8.83,,,,,,,,,
,,2020 - 2021,365.0,,8.83,,,,,,,,,
,,2021 - 2022,407.0,,8.83,,,,,,,,,
,,2022 - 2023,408.0,,8.96,,,,,,,,,
,Dhemaji,2007 - 2008,385.0,,8.69,,,,,,,,,
,,2008 - 2009,380.0,,8.69,,,,,,,,,
,,2009 - 2010,380.0,,8.69,,,,,,,,,
,,2010 - 2011,425.0,,8.69,,,,,,,,,
,,2011 - 2012,433.0,,8.75,,,,,,,,,
,,2012 - 2013,500.0,,8.77,,,,,,,,,
,,2013 - 2014,500.0,,8.77,,,,,,,,,
,,2014 - 2015,500.0,,8.78,,,,,,,,,
,,2015 - 2016,500.0,,8.78,,,,,,,,,
,,2016 - 2017,504.0,,8.92,,,,,,,,,
,,2017 - 2018,484.0,,8.94,,,,,,,,,
,,2018 - 2019,487.0,,9.55,,,,,,,,,
,,2019 - 2020,491.0,,9.71,,,,,,,,,
,,2020 - 2021,489.0,,9.71,,,,,,,,,
,,2021 - 2022,340.0,,9.71,,,,,,,,,
,,2022 - 2023,337.0,,9.8,,,,,,,,,
,Dhubri,2007 - 2008,137.0,,8.45,,,,,,,,,
,,2008 - 2009,50.0,424.0,8.48,,,,,,,,,
,,2009 - 2010,101.0,854.0,8.46,,,,,,,,,
,,2010 - 2011,95.0,803.0,8.45,,,,,,,,,
,,2011 - 2012,118.0,,8.57,,,,,,,,,
,,2012 - 2013,105.0,912.0,8.69,,,,,,,,,
,,2013 - 2014,101.0,877.0,8.68,,,,,,,,,
,,2014 - 2015,107.0,930.0,8.69,,,,,,,,,
,,2015 - 2016,221.0,,8.72,,,,,,,,,
,,2016 - 2017,143.0,,9.1,,,,,,,,,
,,2017 - 2018,157.0,,9.1,,,,,,,,,
,,2018 - 2019,143.0,,10.62,,,,,,,,,
,,2019 - 2020,146.0,,10.98,,,,,,,,,
,,2020 - 2021,130.0,,10.98,,,,,,,,,
,,2021 - 2022,135.0,,10.98,,,,,,,,,
,,2022 - 2023,390.0,,11.31,,,,,,,,,
,Dibrugarh,2007 - 2008,107.0,594.0,5.55,,,,,,,,,
,,2008 - 2009,84.0,467.0,5.56,,,,,,,,,
,,2009 - 2010,123.0,684.0,5.56,,,,,,,,,
,,2010 - 2011,145.0,806.0,5.56,,,,,,,,,
,,2011 - 2012,148.0,,7.73,,,,,,,,,
,,2012 - 2013,160.0,,7.84,,,,,,,,,
,,2013 - 2014,172.0,,7.84,,,,,,,,,
,,2014 - 2015,164.0,,7.86,,,,,,,,,
,,2015 - 2016,152.0,,7.86,,,,,,,,,
,,2016 - 2017,149.0,,8.23,,,,,,,,,
,,2017 - 2018,155.0,,8.25,,,,,,,,,
,,2018 - 2019,133.0,,9.62,,,,,,,,,
,,2019 - 2020,138.0,,9.96,,,,,,,,,
,,2020 - 2021,138.0,,9.96,,,,,,,,,
,,2021 - 2022,129.0,,9.95,,,,,,,,,
,,2022 - 2023,120.0,,10.22,,,,,,,,,
,Dima hasao,2007 - 2008,,,6.56,,,,,,,,,
,,2008 - 2009,,,6.55,,,,,,,,,
,,2009 - 2010,,,6.56,,,,,,,,,
,,2010 - 2011,,,6.56,,,,,,,,,
,,2011 - 2012,,,6.78,,,,,,,,,
,,2012 - 2013,,,7.78,,,,,,,,,
,,2013 - 2014,,,7.06,,,,,,,,,
,,2014 - 2015,,,9.0,,,,,,,,,
,,2015 - 2016,,,9.0,,,,,,,,,
,,2016 - 2017,,,9.02,,,,,,,,,
,,2017 - 2018,,,9.02,,,,,,,,,
,,2018 - 2019,,,9.11,,,,,,,,,
,,2019 - 2020,,,9.13,,,,,,,,,
,,2020 - 2021,,,9.13,,,,,,,,,
,,2021 - 2022,,,9.13,,,,,,,,,
,,2022 - 2023,,,9.14,,,,,,,,,
,Goalpara,2007 - 2008,380.0,,7.12,,,,,,,,,
,,2008 - 2009,390.0,,7.12,,,,,,,,,
,,2009 - 2010,410.0,,7.12,,,,,,,,,
,,2010 - 2011,450.0,,7.12,,,,,,,,,
,,2011 - 2012,450.0,,7.25,,,,,,,,,
,,2012 - 2013,476.0,,7.38,,,,,,,,,
,,2013 - 2014,492.0,,7.38,,,,,,,,,
,,2014 - 2015,550.0,,7.39,,,,,,,,,
,,2015 - 2016,263.0,,7.39,,,,,,,,,
,,2016 - 2017,261.0,,7.54,,,,,,,,,
,,2017 - 2018,291.0,,7.56,,,,,,,,,
,,2018 - 2019,302.0,,8.18,,,,,,,,,
,,2019 - 2020,312.0,,8.35,,,,,,,,,
,,2020 - 2021,314.0,,8.35,,,,,,,,,
,,2021 - 2022,335.0,,8.35,,,,,,,,,
,,2022 - 2023,339.0,,8.51,,,,,,,,,
,Golaghat,2007 - 2008,623.0,,6.52,,,,,,,,,
,,2008 - 2009,,,6.53,,,,,,,,,
,,2009 - 2010,,,6.52,,,,,,,,,
,,2010 - 2011,,,6.53,,,,,,,,,
,,2011 - 2012,,,8.94,,,,,,,,,
,,2012 - 2013,,,8.97,,,,,,,,,
,,2013 - 2014,,,8.97,,,,,,,,,
,,2014 - 2015,,,8.97,,,,,,,,,
,,2015 - 2016,951.0,,8.97,,,,,,,,,
,,2016 - 2017,951.0,,9.03,,,,,,,,,
,,2017 - 2018,951.0,,9.05,,,,,,,,,
,,2018 - 2019,950.0,,9.3,,,,,,,,,
,,2019 - 2020,959.0,,9.4,,,,,,,,,
,,2020 - 2021,949.0,,9.4,,,,,,,,,
,,2021 - 2022,720.0,,9.4,,,,,,,,,
,,2022 - 2023,636.0,,9.44,,,,,,,,,
,Hailakandi,2007 - 2008,299.0,,5.05,,,,,,,,,
,,2008 - 2009,130.0,656.0,5.05,,,,,,,,,
,,2009 - 2010,215.0,,5.05,,,,,,,,,
,,2010 - 2011,185.0,934.0,5.05,,,,,,,,,
,,2011 - 2012,205.0,,5.16,,,,,,,,,
,,2012 - 2013,210.0,,6.12,,,,,,,,,
,,2013 - 2014,210.0,,6.12,,,,,,,,,
,,2014 - 2015,205.0,,6.14,,,,,,,,,
,,2015 - 2016,203.0,,6.14,,,,,,,,,
,,2016 - 2017,206.0,,6.46,,,,,,,,,
,,2017 - 2018,81.0,523.0,6.46,,,,,,,,,
,,2018 - 2019,252.0,,7.64,,,,,,,,,
,,2019 - 2020,180.0,,7.97,,,,,,,,,
,,2020 - 2021,230.0,,7.97,,,,,,,,,
,,2021 - 2022,207.0,,7.97,,,,,,,,,
,,2022 - 2023,187.0,,8.18,,,,,,,,,
,Hojai,2020 - 2021,160.0,,10.7,,,,,,,,,
,,2021 - 2022,160.0,,10.7,,,,,,,,,
,,2022 - 2023,160.0,,10.98,,,,,,,,,
,Jorhat,2007 - 2008,30.0,204.0,6.8,,,,,,,,,
,,2008 - 2009,433.0,,6.81,,,,,,,,,
,,2009 - 2010,191.0,,6.81,,,,,,,,,
,,2010 - 2011,286.0,,6.81,,,,,,,,,
,,2011 - 2012,168.0,,7.85,,,,,,,,,
,,2012 - 2013,248.0,,7.87,,,,,,,,,
,,2013 - 2014,218.0,,7.86,,,,,,,,,
,,2014 - 2015,235.0,,7.89,,,,,,,,,
,,2015 - 2016,283.0,,7.89,,,,,,,,,
,,2016 - 2017,239.0,,8.21,,,,,,,,,
,,2017 - 2018,274.0,,8.22,,,,,,,,,
,,2018 - 2019,301.0,,9.49,,,,,,,,,
,,2019 - 2020,306.0,,9.81,,,,,,,,,
,,2020 - 2021,127.0,,9.81,,,,,,,,,
,,2021 - 2022,121.0,,9.81,,,,,,,,,
,,2022 - 2023,125.0,,10.17,,,,,,,,,
,Kamrup,2007 - 2008,274.0,,7.42,,,,,,,,,
,,2008 - 2009,266.0,,7.42,,,,,,,,,
,,2009 - 2010,384.0,,7.42,,,,,,,,,
,,2010 - 2011,314.0,,7.42,,,,,,,,,
,,2011 - 2012,320.0,,7.56,,,,,,,,,
,,2012 - 2013,368.0,,7.67,,,,,,,,,
,,2013 - 2014,412.0,,7.67,,,,,,,,,
,,2014 - 2015,474.0,,7.68,,,,,,,,,
,,2015 - 2016,482.0,,7.68,,,,,,,,,
,,2016 - 2017,484.0,,7.88,,,,,,,,,
,,2017 - 2018,480.0,,7.89,,,,,,,,,
,,2018 - 2019,472.0,,8.7,,,,,,,,,
,,2019 - 2020,471.0,,8.92,,,,,,,,,
,,2020 - 2021,649.0,,8.92,,,,,,,,,
,,2021 - 2022,773.0,,8.92,,,,,,,,,
,,2022 - 2023,710.0,,8.99,,,,,,,,,
,Kamrup metro,2007 - 2008,100.0,583.0,5.83,,,,,,,,,
,,2008 - 2009,95.0,554.0,5.83,,,,,,,,,
,,2009 - 2010,104.0,606.0,5.83,,,,,,,,,
,,2010 - 2011,107.0,623.0,5.82,,,,,,,,,
,,2011 - 2012,110.0,,9.86,,,,,,,,,
,,2012 - 2013,125.0,,9.97,,,,,,,,,
,,2013 - 2014,105.0,,9.97,,,,,,,,,
,,2014 - 2015,101.0,,9.97,,,,,,,,,
,,2015 - 2016,96.0,959.0,9.99,,,,,,,,,
,,2016 - 2017,92.0,950.0,10.33,,,,,,,,,
,,2017 - 2018,61.0,631.0,10.34,,,,,,,,,
,,2018 - 2019,66.0,782.0,11.85,,,,,,,,,
,,2019 - 2020,68.0,828.0,12.18,,,,,,,,,
,,2020 - 2021,70.0,852.0,12.17,,,,,,,,,
,,2021 - 2022,75.0,763.0,10.17,,,,,,,,,
,,2022 - 2023,261.0,,10.75,,,,,,,,,
,Karbi anglong,2007 - 2008,,,7.03,,,,,,,,,
,,2008 - 2009,,,7.03,,,,,,,,,
,,2009 - 2010,,,7.03,,,,,,,,,
,,2010 - 2011,,,7.03,,,,,,,,,
,,2011 - 2012,,,7.26,,,,,,,,,
,,2012 - 2013,,,7.38,,,,,,,,,
,,2013 - 2014,,,8.13,,,,,,,,,
,,2014 - 2015,,,10.69,,,,,,,,,
,,2015 - 2016,,,10.76,,,,,,,,,
,,2016 - 2017,,,10.69,,,,,,,,,
,,2017 - 2018,,,10.79,,,,,,,,,
,,2018 - 2019,,,10.71,,,,,,,,,
,,2019 - 2020,,,10.74,,,,,,,,,
,,2020 - 2021,,,10.85,,,,,,,,,
,,2021 - 2022,,,10.86,,,,,,,,,
,,2022 - 2023,,,10.86,,,,,,,,,
,Karimganj,2007 - 2008,105.0,780.0,7.43,,,,,,,,,
,,2008 - 2009,115.0,855.0,7.43,,,,,,,,,
,,2009 - 2010,115.0,854.0,7.43,,,,,,,,,
,,2010 - 2011,126.0,936.0,7.43,,,,,,,,,
,,2011 - 2012,138.0,,7.58,,,,,,,,,
,,2012 - 2013,151.0,,7.68,,,,,,,,,
,,2013 - 2014,151.0,,7.68,,,,,,,,,
,,2014 - 2015,160.0,,7.69,,,,,,,,,
,,2015 - 2016,146.0,,7.69,,,,,,,,,
,,2016 - 2017,140.0,,8.06,,,,,,,,,
,,2017 - 2018,142.0,,8.07,,,,,,,,,
,,2018 - 2019,148.0,,9.51,,,,,,,,,
,,2019 - 2020,150.0,,9.87,,,,,,,,,
,,2020 - 2021,138.0,,9.87,,,,,,,,,
,,2021 - 2022,132.0,,9.86,,,,,,,,,
,,2022 - 2023,135.0,,10.2,,,,,,,,,
,Kokrajhar,2007 - 2008,231.0,,6.41,,,,,,,,,
,,2008 - 2009,377.0,,6.41,,,,,,,,,
,,2009 - 2010,351.0,,6.41,,,,,,,,,
,,2010 - 2011,586.0,,6.41,,,,,,,,,
,,2011 - 2012,373.0,,6.55,,,,,,,,,
,,2012 - 2013,360.0,,7.57,,,,,,,,,
,,2013 - 2014,385.0,,7.56,,,,,,,,,
,,2014 - 2015,406.0,,7.57,,,,,,,,,
,,2015 - 2016,417.0,,7.58,,,,,,,,,
,,2016 - 2017,429.0,,7.75,,,,,,,,,
,,2017 - 2018,430.0,,7.76,,,,,,,,,
,,2018 - 2019,425.0,,8.48,,,,,,,,,
,,2019 - 2020,396.0,,8.68,,,,,,,,,
,,2020 - 2021,424.0,,8.68,,,,,,,,,
,,2021 - 2022,442.0,,8.68,,,,,,,,,
,,2022 - 2023,405.0,,8.79,,,,,,,,,
,Lakhimpur,2007 - 2008,405.0,,7.64,,,,,,,,,
,,2008 - 2009,420.0,,7.65,,,,,,,,,
,,2009 - 2010,420.0,,7.65,,,,,,,,,
,,2010 - 2011,366.0,,7.64,,,,,,,,,
,,2011 - 2012,441.0,,7.69,,,,,,,,,
,,2012 - 2013,467.0,,7.8,,,,,,,,,
,,2013 - 2014,472.0,,7.8,,,,,,,,,
,,2014 - 2015,500.0,,7.81,,,,,,,,,
,,2015 - 2016,475.0,,7.83,,,,,,,,,
,,2016 - 2017,569.0,,7.98,,,,,,,,,
,,2017 - 2018,633.0,,7.99,,,,,,,,,
,,2018 - 2019,573.0,,8.62,,,,,,,,,
,,2019 - 2020,591.0,,8.79,,,,,,,,,
,,2020 - 2021,580.0,,8.78,,,,,,,,,
,,2021 - 2022,646.0,,8.78,,,,,,,,,
,,2022 - 2023,350.0,,8.87,,,,,,,,,
,Majuli,2020 - 2021,177.0,,9.81,,,,,,,,,
,,2021 - 2022,160.0,,9.81,,,,,,,,,
,,2022 - 2023,160.0,,10.07,,,,,,,,,
,Marigaon,2007 - 2008,200.0,,8.76,,,,,,,,,
,,2008 - 2009,216.0,,8.76,,,,,,,,,
,,2009 - 2010,223.0,,8.76,,,,,,,,,
,,2010 - 2011,229.0,,8.76,,,,,,,,,
,,2011 - 2012,271.0,,8.87,,,,,,,,,
,,2012 - 2013,304.0,,8.98,,,,,,,,,
,,2013 - 2014,197.0,,8.98,,,,,,,,,
,,2014 - 2015,320.0,,8.98,,,,,,,,,
,,2015 - 2016,317.0,,8.99,,,,,,,,,
,,2016 - 2017,249.0,,9.19,,,,,,,,,
,,2017 - 2018,295.0,,9.21,,,,,,,,,
,,2018 - 2019,232.0,,10.09,,,,,,,,,
,,2019 - 2020,234.0,,10.31,,,,,,,,,
,,2020 - 2021,234.0,,10.31,,,,,,,,,
,,2021 - 2022,124.0,,10.31,,,,,,,,,
,,2022 - 2023,125.0,,10.5,,,,,,,,,
,Nagaon,2007 - 2008,678.0,,9.64,,,,,,,,,
,,2008 - 2009,264.0,,9.64,,,,,,,,,
,,2009 - 2010,511.0,,9.64,,,,,,,,,
,,2010 - 2011,491.0,,9.64,,,,,,,,,
