state,district,year,maize_rabi_area_hectare,maize_rabi_production_tonne,maize_rabi_yield_tonne_per_hectare,maize_kharif_area_hectare,maize_kharif_production_tonne,maize_kharif_yield_tonne_per_hectare,maize_summer_area_hectare,maize_summer_production_tonne,maize_summer_yield_tonne_per_hectare,maize_autumn_area_hectare,maize_autumn_production_tonne,maize_autumn_yield_tonne_per_hectare,maize_winter_area_hectare,maize_winter_production_tonne,maize_winter_yield_tonne_per_hectare,maize_whole_year_area_hectare,maize_whole_year_production_tonne,maize_whole_year_yield_tonne_per_hectare
,,2011 - 2012,670.0,,2.22,,,1.86,,,,,,,,,,,,
,,2012 - 2013,880.0,,2.75,,,1.95,,,,,,,,,,,,
,,2013 - 2014,810.0,,2.41,,,2.23,,,,,,,,,,,,
,,2014 - 2015,840.0,,2.36,,,2.26,,,,,,,,,,,,
,,2015 - 2016,890.0,,2.36,,,2.17,,,,,,,,,,,,
,,2016 - 2017,890.0,,2.37,,,2.11,,,,,,,,,,,,
,,2017 - 2018,900.0,,2.39,,,2.27,,,,,,,,,,,,
,,2018 - 2019,910.0,,2.38,,,1.53,,,,,,,,,,,,
,,2019 - 2020,,,,622.0,,2.92,,,,,,,,,,,,
,,2020 - 2021,,,,,,1.75,,,,,,,,,,,,
,,2021 - 2022,800.0,,2.31,,,2.13,,,,,,,,,,,,
,,2022 - 2023,870.0,,2.39,,,2.1,,,,,,,,,,,,
,Imphal east,2008 - 2009,180.0,290.0,1.61,570.0,910.0,1.6,,,,,,,,,,,,
,,2009 - 2010,480.0,680.0,1.42,690.0,910.0,1.32,,,,,,,,,,,,
,,2010 - 2011,330.0,650.0,1.97,580.0,930.0,1.6,,,,,,,,,,,,
,,2011 - 2012,490.0,,2.08,690.0,,1.52,,,,,,,,,,,,
,,2012 - 2013,640.0,,2.81,270.0,530.0,1.96,,,,,,,,,,,,
,,2013 - 2014,620.0,,2.42,580.0,,2.24,,,,,,,,,,,,
,,2014 - 2015,650.0,,2.34,580.0,,2.33,,,,,,,,,,,,
,,2015 - 2016,720.0,,2.57,600.0,,2.38,,,,,,,,,,,,
,,2016 - 2017,730.0,,2.49,600.0,,2.0,,,,,,,,,,,,
,,2017 - 2018,750.0,,2.49,610.0,,2.16,,,,,,,,,,,,
,,2018 - 2019,770.0,,2.39,610.0,,2.16,,,,,,,,,,,,
,,2021 - 2022,750.0,,2.4,530.0,,2.17,,,,,,,,,,,,
,,2022 - 2023,,,2.6,340.0,720.0,2.12,,,,,,,,,,,,
,Imphal west,2008 - 2009,160.0,300.0,1.88,580.0,980.0,1.69,,,,,,,,,,,,
,,2009 - 2010,510.0,790.0,1.55,680.0,980.0,1.44,,,,,,,,,,,,
,,2010 - 2011,310.0,630.0,2.03,600.0,,1.67,,,,,,,,,,,,
,,2011 - 2012,470.0,,2.15,670.0,,1.52,,,,,,,,,,,,
,,2012 - 2013,660.0,,2.83,240.0,480.0,2.0,,,,,,,,,,,,
,,2013 - 2014,620.0,,2.44,600.0,,2.25,,,,,,,,,,,,
,,2014 - 2015,660.0,,2.32,600.0,,2.35,,,,,,,,,,,,
,,2015 - 2016,700.0,,2.6,610.0,,2.31,,,,,,,,,,,,
,,2016 - 2017,720.0,,2.5,610.0,,2.05,,,,,,,,,,,,
,,2017 - 2018,720.0,,2.51,600.0,,2.18,,,,,,,,,,,,
,,2018 - 2019,730.0,,2.32,600.0,,2.3,,,,,,,,,,,,
,,2021 - 2022,700.0,,2.14,600.0,,2.8,,,,,,,,,,,,
,,2022 - 2023,750.0,,2.53,590.0,,2.37,,,,,,,,,,,,
,Senapati,2000 - 2001,,,,,,2.43,,,,,,,,,,,,
,,2001 - 2002,,,,,,2.58,,,,,,,,,,,,
,,2002 - 2003,,,,,,2.5,,,,,,,,,,,,
,,2003 - 2004,,,,,,3.56,,,,,,,,,,,,
,,2004 - 2005,,,,,,2.97,,,,,,,,,,,,
,,2005 - 2006,,,,,,2.92,,,,,,,,,,,,
,,2006 - 2007,,,,,,2.65,,,,,,,,,,,,
,,2007 - 2008,,,,,,2.84,,,,,,,,,,,,
,,2008 - 2009,390.0,510.0,1.31,,,2.01,,,,,,,,,,,,
,,2009 - 2010,,,1.71,,,1.98,,,,,,,,,,,,
,,2010 - 2011,590.0,,2.08,,,1.97,,,,,,,,,,,,
,,2011 - 2012,680.0,,2.13,,,1.87,,,,,,,,,,,,
,,2012 - 2013,920.0,,2.74,,,2.06,,,,,,,,,,,,
,,2013 - 2014,850.0,,2.35,,,2.16,,,,,,,,,,,,
,,2014 - 2015,880.0,,2.3,,,2.17,,,,,,,,,,,,
,,2015 - 2016,910.0,,2.36,,,2.2,,,,,,,,,,,,
,,2016 - 2017,920.0,,2.34,,,2.11,,,,,,,,,,,,
,,2017 - 2018,920.0,,2.35,,,2.25,,,,,,,,,,,,
,,2018 - 2019,920.0,,2.39,,,2.25,,,,,,,,,,,,
,,2021 - 2022,920.0,,2.13,,,1.97,,,,,,,,,,,,
,,2022 - 2023,920.0,,2.13,,,1.97,,,,,,,,,,,,
,Tamenglong,2008 - 2009,380.0,450.0,1.18,,,1.13,,,,,,,,,,,,
,,2009 - 2010,,,2.07,,,1.86,,,,,,,,,,,,
,,2010 - 2011,580.0,,2.12,,,1.79,,,,,,,,,,,,
,,2011 - 2012,690.0,,2.26,,,1.74,,,,,,,,,,,,
,,2012 - 2013,910.0,,2.86,,,2.05,,,,,,,,,,,,
,,2013 - 2014,820.0,,2.41,,,2.18,,,,,,,,,,,,
,,2014 - 2015,850.0,,2.35,,,2.24,,,,,,,,,,,,
,,2015 - 2016,900.0,,2.39,,,2.33,,,,,,,,,,,,
,,2016 - 2017,900.0,,2.33,,,2.14,,,,,,,,,,,,
,,2017 - 2018,910.0,,2.36,,,2.36,,,,,,,,,,,,
,,2018 - 2019,920.0,,2.42,,,2.7,,,,,,,,,,,,
,,2021 - 2022,970.0,,2.39,,,2.39,,,,,,,,,,,,
,,2022 - 2023,920.0,,2.38,,,1.97,,,,,,,,,,,,
,Thoubal,2008 - 2009,150.0,270.0,1.8,,,1.6,,,,,,,,,,,,
,,2009 - 2010,450.0,720.0,1.6,,,1.45,,,,,,,,,,,,
,,2010 - 2011,300.0,550.0,1.83,,,1.56,,,,,,,,,,,,
,,2011 - 2012,410.0,890.0,2.17,,,1.7,,,,,,,,,,,,
,,2012 - 2013,620.0,,2.82,,,2.05,,,,,,,,,,,,
,,2013 - 2014,600.0,,2.43,,,2.14,,,,,,,,,,,,
,,2014 - 2015,650.0,,2.23,,,2.17,,,,,,,,,,,,
,,2015 - 2016,660.0,,2.58,,,2.24,,,,,,,,,,,,
,,2016 - 2017,670.0,,2.54,,,2.09,,,,,,,,,,,,
,,2017 - 2018,660.0,,2.56,,,2.18,,,,,,,,,,,,
,,2018 - 2019,660.0,,2.35,,,2.35,,,,,,,,,,,,
,,2021 - 2022,500.0,,2.3,,,2.57,,,,,,,,,,,,
,,2022 - 2023,660.0,,2.88,,,2.58,,,,,,,,,,,,
,Ukhrul,2000 - 2001,,,,680.0,,2.34,,,,,,,,,,,,
,,2001 - 2002,,,,,870.0,0.81,,,,,,,,,,,,
,,2002 - 2003,,,,570.0,640.0,1.12,,,,,,,,,,,,
,,2003 - 2004,,,,420.0,,3.17,,,,,,,,,,,,
,,2004 - 2005,,,,,,2.63,,,,,,,,,,,,
,,2005 - 2006,,,,610.0,,2.87,,,,,,,,,,,,
,,2006 - 2007,,,,,,2.35,,,,,,,,,,,,
,,2007 - 2008,,,,,,2.92,,,,,,,,,,,,
,,2008 - 2009,180.0,290.0,1.61,,,1.75,,,,,,,,,,,,
,,2009 - 2010,,,1.83,,,1.63,,,,,,,,,,,,
,,2010 - 2011,380.0,780.0,2.05,,,1.74,,,,,,,,,,,,
,,2011 - 2012,500.0,,2.3,,,1.74,,,,,,,,,,,,
,,2012 - 2013,710.0,,2.82,,,2.01,,,,,,,,,,,,
,,2013 - 2014,620.0,,2.48,,,2.12,,,,,,,,,,,,
,,2014 - 2015,630.0,,2.46,,,2.14,,,,,,,,,,,,
,,2015 - 2016,720.0,,2.28,,,2.26,,,,,,,,,,,,
,,2016 - 2017,720.0,,2.29,,,2.12,,,,,,,,,,,,
,,2017 - 2018,730.0,,2.3,,,2.5,,,,,,,,,,,,
,,2018 - 2019,750.0,,2.33,,,2.47,,,,,,,,,,,,
,,2019 - 2020,,,,,,1.96,,,,,,,,,,,,
,,2020 - 2021,,,,913.0,,2.35,,,,,,,,,,,,
,,2021 - 2022,750.0,,1.6,,,2.6,,,,,,,,,,,,
,,2022 - 2023,750.0,,1.6,,,2.6,,,,,,,,,,,,
Meghalaya,East garo hills,2000 - 2001,,,,,,1.25,,,,,,,,,,,,
,,2001 - 2002,,,,,,1.24,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.24,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.23,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.22,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.23,,,,,,,,,,,,
,,2006 - 2007,,,,,,1.23,,,,,,,,,,,,
,,2007 - 2008,,,,,,1.23,,,,,,,,,,,,
,,2008 - 2009,,,,,,1.24,,,,,,,,,,,,
,,2009 - 2010,,,,,,1.25,,,,,,,,,,,,
,,2010 - 2011,,,,,,1.24,,,,,,,,,,,,
,,2011 - 2012,,,,,,1.24,,,,,,,,,,,,
,,2012 - 2013,,,,,,,,,,,,,,,,,,1.83
,,2013 - 2014,,,,,,,,,,,,,,,,792.0,,1.88
,,2014 - 2015,,,,,,,,,,,,,,,,793.0,,1.93
,,2015 - 2016,,,,794.0,,1.97,,,,,,,,,,,,
,,2016 - 2017,,,,800.0,,1.97,,,,,,,,,,,,
,,2017 - 2018,,,,801.0,,1.97,,,,,,,,,,,,
,,2018 - 2019,,,,802.0,,1.97,,,,,,,,,,,,
,,2019 - 2020,,,,803.0,,1.98,,,,,,,,,,,,
,,2020 - 2021,,,,804.0,,1.98,,,,,,,,,,,,
,,2021 - 2022,,,,805.0,,1.98,,,,,,,,,,,,
,,2022 - 2023,,,,806.0,,1.99,,,,,,,,,,,,
,East jaintia hills,2000 - 2001,,,,,,1.12,,,,,,,,,,,,
,,2001 - 2002,,,,,,1.13,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.13,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.13,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.18,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.18,,,,,,,,,,,,
,,2006 - 2007,,,,,,1.18,,,,,,,,,,,,
,,2007 - 2008,,,,,,1.18,,,,,,,,,,,,
,,2008 - 2009,,,,,,1.18,,,,,,,,,,,,
,,2009 - 2010,,,,,,1.19,,,,,,,,,,,,
,,2010 - 2011,,,,,,1.19,,,,,,,,,,,,
,,2011 - 2012,,,,,,1.19,,,,,,,,,,,,
,,2012 - 2013,,,,,,,,,,,,,,,,,,1.8
,,2013 - 2014,,,,,,,,,,,,,,,,350.0,755.0,2.16
,,2014 - 2015,,,,,,,,,,,,,,,,350.0,776.0,2.22
,,2015 - 2016,,,,350.0,787.0,2.25,,,,,,,,,,,,
,,2016 - 2017,,,,354.0,796.0,2.25,,,,,,,,,,,,
,,2017 - 2018,,,,355.0,799.0,2.25,,,,,,,,,,,,
,,2018 - 2019,,,,356.0,802.0,2.25,,,,,,,,,,,,
,,2019 - 2020,,,,357.0,806.0,2.26,,,,,,,,,,,,
,,2020 - 2021,,,,358.0,810.0,2.26,,,,,,,,,,,,
,,2021 - 2022,,,,359.0,814.0,2.27,,,,,,,,,,,,
,,2022 - 2023,,,,360.0,818.0,2.27,,,,,,,,,,,,
,East khasi hills,2000 - 2001,,,,,,1.77,,,,,,,,,,,,
,,2001 - 2002,,,,,,1.78,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.76,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.77,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.77,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.76,,,,,,,,,,,,
,,2006 - 2007,,,,,,1.98,,,,,,,,,,,,
,,2007 - 2008,,,,,,2.04,,,,,,,,,,,,
,,2008 - 2009,,,,,,2.34,,,,,,,,,,,,
,,2009 - 2010,,,,,,2.36,,,,,,,,,,,,
,,2010 - 2011,,,,,,2.35,,,,,,,,,,,,
,,2011 - 2012,,,,,,2.36,,,,,,,,,,,,
,,2012 - 2013,,,,,,,,,,,,,,,,,,3.15
,,2013 - 2014,,,,,,,,,,,,,,,,,,3.22
,,2014 - 2015,,,,,,,,,,,,,,,,,,3.31
,,2015 - 2016,,,,,,3.34,,,,,,,,,,,,
,,2016 - 2017,,,,,,3.34,,,,,,,,,,,,
,,2017 - 2018,,,,,,3.34,,,,,,,,,,,,
,,2018 - 2019,,,,,,3.34,,,,,,,,,,,,
,,2019 - 2020,,,,,,3.35,,,,,,,,,,,,
,,2020 - 2021,,,,,,3.35,,,,,,,,,,,,
,,2021 - 2022,,,,,,3.35,,,,,,,,,,,,
,,2022 - 2023,,,,,,3.35,,,,,,,,,,,,
,North garo hills,2013 - 2014,,,,,,,,,,,,,,,,293.0,544.0,1.86
,,2014 - 2015,,,,,,,,,,,,,,,,293.0,554.0,1.89
,,2015 - 2016,,,,294.0,561.0,1.91,,,,,,,,,,,,
,,2016 - 2017,,,,295.0,563.0,1.91,,,,,,,,,,,,
,,2017 - 2018,,,,296.0,566.0,1.91,,,,,,,,,,,,
,,2018 - 2019,,,,297.0,568.0,1.91,,,,,,,,,,,,
,,2019 - 2020,,,,298.0,571.0,1.92,,,,,,,,,,,,
,,2020 - 2021,,,,299.0,574.0,1.92,,,,,,,,,,,,
,,2021 - 2022,,,,300.0,577.0,1.92,,,,,,,,,,,,
,,2022 - 2023,,,,301.0,580.0,1.93,,,,,,,,,,,,
,Ri bhoi,2000 - 2001,,,,,,2.08,,,,,,,,,,,,
,,2001 - 2002,,,,,,2.08,,,,,,,,,,,,
,,2002 - 2003,,,,,,2.5,,,,,,,,,,,,
,,2003 - 2004,,,,,,2.5,,,,,,,,,,,,
,,2004 - 2005,,,,,,2.51,,,,,,,,,,,,
,,2005 - 2006,,,,,,2.5,,,,,,,,,,,,
,,2006 - 2007,,,,,,2.5,,,,,,,,,,,,
,,2007 - 2008,,,,,,2.26,,,,,,,,,,,,
,,2008 - 2009,,,,,,2.26,,,,,,,,,,,,
,,2009 - 2010,,,,,,2.4,,,,,,,,,,,,
,,2010 - 2011,,,,,,2.25,,,,,,,,,,,,
,,2011 - 2012,,,,,,2.26,,,,,,,,,,,,
,,2012 - 2013,,,,,,,,,,,,,,,,,,3.01
,,2013 - 2014,,,,,,,,,,,,,,,,,,3.08
,,2014 - 2015,,,,,,,,,,,,,,,,,,3.16
,,2015 - 2016,,,,,,3.2,,,,,,,,,,,,
,,2016 - 2017,,,,,,3.22,,,,,,,,,,,,
,,2017 - 2018,,,,,,3.22,,,,,,,,,,,,
,,2018 - 2019,,,,,,3.22,,,,,,,,,,,,
,,2019 - 2020,,,,,,3.23,,,,,,,,,,,,
,,2020 - 2021,,,,,,3.23,,,,,,,,,,,,
,,2021 - 2022,,,,,,3.24,,,,,,,,,,,,
,,2022 - 2023,,,,,,3.23,,,,,,,,,,,,
,South garo hills,2000 - 2001,,,,867.0,873.0,1.01,,,,,,,,,,,,
,,2001 - 2002,,,,870.0,877.0,1.01,,,,,,,,,,,,
,,2002 - 2003,,,,874.0,883.0,1.01,,,,,,,,,,,,
,,2003 - 2004,,,,870.0,879.0,1.01,,,,,,,,,,,,
,,2004 - 2005,,,,855.0,846.0,0.99,,,,,,,,,,,,
,,2005 - 2006,,,,842.0,855.0,1.02,,,,,,,,,,,,
,,2006 - 2007,,,,942.0,,1.19,,,,,,,,,,,,
,,2007 - 2008,,,,948.0,,1.07,,,,,,,,,,,,
,,2008 - 2009,,,,946.0,,1.08,,,,,,,,,,,,
,,2009 - 2010,,,,951.0,,1.09,,,,,,,,,,,,
,,2010 - 2011,,,,955.0,,1.06,,,,,,,,,,,,
,,2011 - 2012,,,,956.0,,1.07,,,,,,,,,,,,
,,2012 - 2013,,,,,,,,,,,,,,,,999.0,,1.65
,,2013 - 2014,,,,,,,,,,,,,,,,,,1.69
,,2014 - 2015,,,,,,,,,,,,,,,,,,1.73
,,2015 - 2016,,,,,,1.75,,,,,,,,,,,,
,,2016 - 2017,,,,,,1.75,,,,,,,,,,,,
,,2017 - 2018,,,,,,1.75,,,,,,,,,,,,
,,2018 - 2019,,,,,,1.75,,,,,,,,,,,,
,,2019 - 2020,,,,,,1.76,,,,,,,,,,,,
,,2020 - 2021,,,,,,1.76,,,,,,,,,,,,
,,2021 - 2022,,,,,,1.76,,,,,,,,,,,,
,,2022 - 2023,,,,,,1.82,,,,,,,,,,,,
,South west garo hills,2013 - 2014,,,,,,,,,,,,,,,,,,2.37
,,2014 - 2015,,,,,,,,,,,,,,,,,,2.4
,,2015 - 2016,,,,,,2.42,,,,,,,,,,,,
,,2016 - 2017,,,,,,2.42,,,,,,,,,,,,
,,2017 - 2018,,,,,,2.42,,,,,,,,,,,,
,,2018 - 2019,,,,,,2.42,,,,,,,,,,,,
,,2019 - 2020,,,,,,2.43,,,,,,,,,,,,
,,2020 - 2021,,,,,,2.43,,,,,,,,,,,,
,,2021 - 2022,,,,,,2.43,,,,,,,,,,,,
,,2022 - 2023,,,,,,2.44,,,,,,,,,,,,
,South west khasi hills,2013 - 2014,,,,,,,,,,,,,,,,,,1.62
,,2014 - 2015,,,,,,,,,,,,,,,,,,1.65
,,2015 - 2016,,,,,,1.67,,,,,,,,,,,,
,,2016 - 2017,,,,,,1.68,,,,,,,,,,,,
,,2017 - 2018,,,,,,1.69,,,,,,,,,,,,
,,2018 - 2019,,,,,,1.69,,,,,,,,,,,,
,,2019 - 2020,,,,,,1.69,,,,,,,,,,,,
,,2020 - 2021,,,,,,1.69,,,,,,,,,,,,
,,2021 - 2022,,,,,,1.7,,,,,,,,,,,,
,,2022 - 2023,,,,,,1.7,,,,,,,,,,,,
,West garo hills,2000 - 2001,,,,,,1.46,,,,,,,,,,,,
,,2001 - 2002,,,,,,1.47,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.47,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.52,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.52,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.53,,,,,,,,,,,,
,,2006 - 2007,,,,,,1.55,,,,,,,,,,,,
,,2007 - 2008,,,,,,1.6,,,,,,,,,,,,
,,2008 - 2009,,,,,,1.59,,,,,,,,,,,,
,,2009 - 2010,,,,,,1.58,,,,,,,,,,,,
,,2010 - 2011,,,,,,1.57,,,,,,,,,,,,
,,2011 - 2012,,,,,,1.56,,,,,,,,,,,,
,,2012 - 2013,,,,,,,,,,,,,,,,,,2.23
,,2013 - 2014,,,,,,,,,,,,,,,,,,2.24
,,2014 - 2015,,,,,,,,,,,,,,,,,,2.32
,,2015 - 2016,,,,,,2.34,,,,,,,,,,,,
,,2016 - 2017,,,,,,2.35,,,,,,,,,,,,
,,2017 - 2018,,,,,,2.35,,,,,,,,,,,,
,,2018 - 2019,,,,,,2.35,,,,,,,,,,,,
,,2019 - 2020,,,,,,2.36,,,,,,,,,,,,
,,2020 - 2021,,,,,,2.36,,,,,,,,,,,,
,,2021 - 2022,,,,,,2.36,,,,,,,,,,,,
,,2022 - 2023,,,,,,1.56,,,,,,,,,,,,
,West jaintia hills,2013 - 2014,,,,,,,,,,,,,,,,,,1.8
,,2014 - 2015,,,,,,,,,,,,,,,,,,1.85
,,2015 - 2016,,,,,,1.86,,,,,,,,,,,,
,,2016 - 2017,,,,,,1.87,,,,,,,,,,,,
,,2017 - 2018,,,,,,1.87,,,,,,,,,,,,
,,2018 - 2019,,,,,,1.87,,,,,,,,,,,,
,,2019 - 2020,,,,,,1.88,,,,,,,,,,,,
,,2020 - 2021,,,,,,1.88,,,,,,,,,,,,
,,2021 - 2022,,,,,,1.88,,,,,,,,,,,,
,,2022 - 2023,,,,,,1.89,,,,,,,,,,,,
,West khasi hills,2000 - 2001,,,,,,1.37,,,,,,,,,,,,
,,2001 - 2002,,,,,,1.59,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.58,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.54,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.07,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.15,,,,,,,,,,,,
,,2006 - 2007,,,,,,1.16,,,,,,,,,,,,
,,2007 - 2008,,,,,,1.15,,,,,,,,,,,,
,,2008 - 2009,,,,,,1.13,,,,,,,,,,,,
,,2009 - 2010,,,,,,1.15,,,,,,,,,,,,
,,2010 - 2011,,,,,,1.27,,,,,,,,,,,,
,,2011 - 2012,,,,,,1.38,,,,,,,,,,,,
,,2012 - 2013,,,,,,,,,,,,,,,,,,1.73
,,2013 - 2014,,,,,,,,,,,,,,,,,,1.84
,,2014 - 2015,,,,,,,,,,,,,,,,,,1.9
,,2015 - 2016,,,,,,1.93,,,,,,,,,,,,
,,2016 - 2017,,,,,,1.94,,,,,,,,,,,,
,,2017 - 2018,,,,,,1.94,,,,,,,,,,,,
,,2018 - 2019,,,,,,1.94,,,,,,,,,,,,
,,2019 - 2020,,,,,,1.94,,,,,,,,,,,,
,,2020 - 2021,,,,,,1.94,,,,,,,,,,,,
,,2021 - 2022,,,,,,1.95,,,,,,,,,,,,
,,2022 - 2023,,,,,,1.95,,,,,,,,,,,,
Mizoram,Aizawl,2000 - 2001,152.0,193.0,1.27,,,2.85,,,,,,,,,,,,
,,2001 - 2002,8.0,16.0,2.0,,,2.74,,,,,,,,,,,,
,,2002 - 2003,85.0,181.0,2.13,,,2.28,,,,,,,,,,,,
,,2003 - 2004,46.0,82.0,1.78,,,1.8,,,,,,,,,,,,
,,2004 - 2005,98.0,223.0,2.28,,,2.94,,,,,,,,,,,,
,,2005 - 2006,90.0,252.0,2.8,,,2.9,,,,,,,,,,,,
,,2006 - 2007,16.0,27.0,1.69,,,2.71,,,,,,,,,,,,
,,2007 - 2008,,,,968.0,79.0,0.08,,,,,,,,,,,,
,,2008 - 2009,58.0,13.0,0.22,,936.0,0.52,,,,,,,,,,,,
,,2009 - 2010,62.0,126.0,2.03,,,1.57,,,,,,,,,,,,
,,2010 - 2011,88.0,132.0,1.5,,,1.42,,,,,,,,,,,,
,,2011 - 2012,78.0,111.0,1.42,915.0,,1.39,,,,,,,,,,,,
,,2012 - 2013,14.0,48.0,3.43,571.0,984.0,1.72,,,,,,,,,,,,
,,2013 - 2014,8.0,10.0,1.25,540.0,730.0,1.35,,,,,,,,,,,,
,,2014 - 2015,2.0,5.0,2.5,479.0,756.0,1.58,,,,,,,,,,,,
,,2015 - 2016,20.0,80.0,4.0,489.0,812.0,1.66,,,,,,,,,,,,
,,2016 - 2017,24.0,63.0,2.63,495.0,831.0,1.68,,,,,,,,,,,,
,,2017 - 2018,33.0,51.0,1.55,505.0,890.0,1.76,,,,,,,,,,,,
,,2018 - 2019,19.0,30.0,1.58,658.0,,1.82,,,,,,,,,,,,
,,2019 - 2020,19.0,28.0,1.47,658.0,,1.79,,,,,,,,,,,,
,,2020 - 2021,9.0,14.0,1.56,579.0,971.0,1.68,,,,,,,,,,,,
,,2021 - 2022,28.0,40.0,1.43,618.0,,1.68,,,,,,,,,,,,
,,2022 - 2023,42.0,51.0,1.21,,,1.2,,,,,,,,,,,,
,Champhai,2000 - 2001,,,,,,2.19,,,,,,,,,,,,
,,2001 - 2002,,,1.54,,,,,,,,,,,,,,,
,,2002 - 2003,380.0,684.0,1.8,,,1.8,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.82,,,,,,,,,,,,
,,2004 - 2005,3.0,15.0,5.0,,,1.48,,,,,,,,,,,,
,,2005 - 2006,,,,,,2.1,,,,,,,,,,,,
,,2006 - 2007,2.0,5.0,2.5,,,2.66,,,,,,,,,,,,
,,2007 - 2008,15.0,18.0,1.2,,91.0,0.04,,,,,,,,,,,,
,,2008 - 2009,3.0,15.0,5.0,,,1.49,,,,,,,,,,,,
,,2009 - 2010,,,,,,1.48,,,,,,,,,,,,
,,2010 - 2011,,,,,,1.41,,,,,,,,,,,,
,,2011 - 2012,,,,,,1.4,,,,,,,,,,,,
,,2012 - 2013,,,,,,1.4,,,,,,,,,,,,
,,2013 - 2014,,,,753.0,,1.44,,,,,,,,,,,,
,,2014 - 2015,,,,770.0,,1.44,,,,,,,,,,,,
,,2015 - 2016,,,,579.0,759.0,1.31,,,,,,,,,,,,
,,2016 - 2017,,,,448.0,635.0,1.42,,,,,,,,,,,,
,,2017 - 2018,1.0,1.0,1.0,425.8,585.0,1.37,,,,,,,,,,,,
,,2018 - 2019,,,,420.0,726.0,1.73,,,,,,,,,,,,
,,2019 - 2020,,,,468.0,768.0,1.64,,,,,,,,,,,,
,,2020 - 2021,,,,480.0,768.0,1.6,,,,,,,,,,,,
,,2021 - 2022,1.0,1.0,1.0,748.0,,1.55,,,,,,,,,,,,
,,2022 - 2023,,,,,,1.5,,,,,,,,,,,,
,Hnahthial,2020 - 2021,,,,145.0,250.0,1.72,,,,,,,,,,,,
,,2021 - 2022,,,,165.0,330.0,2.0,,,,,,,,,,,,
,,2022 - 2023,,,,165.0,275.0,1.67,,,,,,,,,,,,
,Khawzawl,2020 - 2021,,,,102.0,127.0,1.25,,,,,,,,,,,,
,,2021 - 2022,,,,144.0,216.0,1.5,,,,,,,,,,,,
,,2022 - 2023,,,,904.0,,1.2,,,,,,,,,,,,
,Kolasib,2000 - 2001,47.0,70.0,1.49,493.0,740.0,1.5,,,,,,,,,,,,
,,2001 - 2002,50.0,76.0,1.52,495.0,748.0,1.51,,,,,,,,,,,,
,,2002 - 2003,80.0,120.0,1.5,990.0,,1.5,,,,,,,,,,,,
,,2003 - 2004,57.0,111.0,1.95,850.0,,2.0,,,,,,,,,,,,
,,2004 - 2005,75.0,172.0,2.29,845.0,,2.02,,,,,,,,,,,,
,,2005 - 2006,73.0,159.0,2.18,658.0,,1.98,,,,,,,,,,,,
,,2006 - 2007,110.0,214.0,1.95,700.0,,2.43,,,,,,,,,,,,
,,2007 - 2008,50.0,95.0,1.9,620.0,50.0,0.08,,,,,,,,,,,,
,,2008 - 2009,84.0,145.0,1.73,775.0,,1.35,,,,,,,,,,,,
,,2009 - 2010,96.0,117.0,1.22,618.0,858.0,1.39,,,,,,,,,,,,
,,2010 - 2011,113.0,135.0,1.19,780.0,,1.41,,,,,,,,,,,,
,,2011 - 2012,118.0,139.0,1.18,915.0,988.0,1.08,,,,,,,,,,,,
,,2012 - 2013,119.0,175.0,1.47,766.2,952.0,1.24,,,,,,,,,,,,
,,2013 - 2014,135.0,163.0,1.21,791.0,983.0,1.24,,,,,,,,,,,,
,,2014 - 2015,135.0,160.0,1.19,794.0,992.0,1.25,,,,,,,,,,,,
,,2015 - 2016,126.0,152.0,1.21,798.0,,1.27,,,,,,,,,,,,
,,2016 - 2017,138.0,168.0,1.22,755.0,973.0,1.29,,,,,,,,,,,,
,,2017 - 2018,143.0,188.0,1.31,731.0,946.0,1.29,,,,,,,,,,,,
,,2018 - 2019,143.0,193.0,1.35,731.0,973.0,1.33,,,,,,,,,,,,
,,2019 - 2020,155.0,238.0,1.54,716.0,,1.79,,,,,,,,,,,,
,,2020 - 2021,215.0,346.0,1.61,657.0,,1.83,,,,,,,,,,,,
,,2021 - 2022,251.0,405.0,1.61,642.0,,1.8,,,,,,,,,,,,
,,2022 - 2023,199.0,318.0,1.6,664.0,999.0,1.5,,,,,,,,,,,,
,Lawngtlai,2004 - 2005,291.0,512.0,1.76,762.0,,1.92,,,,,,,,,,,,
