state,district,year,rice_kharif_yield_tonne_per_hectare
,Amethi,2010 - 2011,2.09
,,2011 - 2012,2.23
,,2012 - 2013,2.61
,,2013 - 2014,2.27
,,2014 - 2015,1.52
,,2015 - 2016,1.97
,,2016 - 2017,2.33
,,2017 - 2018,2.43
,,2018 - 2019,2.76
,,2019 - 2020,2.74
,,2020 - 2021,2.67
,,2021 - 2022,2.41
,,2022 - 2023,2.69
,Amroha,2000 - 2001,2.33
,,2001 - 2002,2.23
,,2002 - 2003,2.25
,,2003 - 2004,2.19
,,2004 - 2005,2.29
,,2005 - 2006,2.12
,,2006 - 2007,2.06
,,2007 - 2008,2.21
,,2008 - 2009,1.97
,,2009 - 2010,2.03
,,2010 - 2011,1.94
,,2011 - 2012,2.02
,,2012 - 2013,1.82
,,2013 - 2014,2.1
,,2014 - 2015,2.66
,,2015 - 2016,2.26
,,2016 - 2017,2.06
,,2017 - 2018,2.14
,,2018 - 2019,2.51
,,2019 - 2020,2.55
,,2020 - 2021,2.81
,,2021 - 2022,2.76
,,2022 - 2023,2.47
,Auraiya,2000 - 2001,1.83
,,2001 - 2002,2.43
,,2002 - 2003,2.21
,,2003 - 2004,2.27
,,2004 - 2005,2.82
,,2005 - 2006,2.52
,,2006 - 2007,2.77
,,2007 - 2008,2.74
,,2008 - 2009,3.07
,,2009 - 2010,2.82
,,2010 - 2011,2.68
,,2011 - 2012,2.9
,,2012 - 2013,3.13
,,2013 - 2014,3.29
,,2014 - 2015,3.16
,,2015 - 2016,2.82
,,2016 - 2017,3.06
,,2017 - 2018,2.97
,,2018 - 2019,3.09
,,2019 - 2020,3.5
,,2020 - 2021,3.62
,,2021 - 2022,3.4
,,2022 - 2023,3.7
,Azamgarh,2000 - 2001,1.85
,,2001 - 2002,2.07
,,2002 - 2003,1.68
,,2003 - 2004,2.03
,,2004 - 2005,0.88
,,2005 - 2006,1.75
,,2006 - 2007,1.47
,,2007 - 2008,1.93
,,2008 - 2009,1.97
,,2009 - 2010,1.75
,,2010 - 2011,2.05
,,2011 - 2012,2.22
,,2012 - 2013,2.15
,,2013 - 2014,2.2
,,2014 - 2015,1.98
,,2015 - 2016,1.97
,,2016 - 2017,2.25
,,2017 - 2018,2.37
,,2018 - 2019,2.46
,,2019 - 2020,2.48
,,2020 - 2021,2.41
,,2021 - 2022,2.39
,,2022 - 2023,2.45
,Baghpat,2000 - 2001,2.69
,,2001 - 2002,2.28
,,2002 - 2003,2.23
,,2003 - 2004,2.71
,,2004 - 2005,2.62
,,2005 - 2006,2.47
,,2006 - 2007,2.6
,,2007 - 2008,3.02
,,2008 - 2009,2.32
,,2009 - 2010,2.72
,,2010 - 2011,2.35
,,2011 - 2012,2.8
,,2012 - 2013,3.04
,,2013 - 2014,3.04
,,2014 - 2015,2.51
,,2015 - 2016,2.75
,,2016 - 2017,2.59
,,2017 - 2018,2.79
,,2018 - 2019,2.85
,,2019 - 2020,3.08
,,2020 - 2021,2.98
,,2021 - 2022,2.89
,,2022 - 2023,2.79
,Bahraich,2000 - 2001,1.84
,,2001 - 2002,1.97
,,2002 - 2003,1.43
,,2003 - 2004,1.87
,,2004 - 2005,1.83
,,2005 - 2006,1.88
,,2006 - 2007,1.66
,,2007 - 2008,1.85
,,2008 - 2009,1.96
,,2009 - 2010,2.01
,,2010 - 2011,2.07
,,2011 - 2012,2.21
,,2012 - 2013,2.39
,,2013 - 2014,2.36
,,2014 - 2015,2.22
,,2015 - 2016,1.89
,,2016 - 2017,2.26
,,2017 - 2018,2.54
,,2018 - 2019,2.61
,,2019 - 2020,2.67
,,2020 - 2021,2.7
,,2021 - 2022,2.33
,,2022 - 2023,2.33
,Ballia,2000 - 2001,1.73
,,2001 - 2002,1.94
,,2002 - 2003,1.44
,,2003 - 2004,1.79
,,2004 - 2005,0.54
,,2005 - 2006,1.46
,,2006 - 2007,1.34
,,2007 - 2008,1.85
,,2008 - 2009,1.96
,,2009 - 2010,1.09
,,2010 - 2011,1.91
,,2011 - 2012,2.54
,,2012 - 2013,2.18
,,2013 - 2014,2.22
,,2014 - 2015,2.06
,,2015 - 2016,1.69
,,2016 - 2017,2.39
,,2017 - 2018,2.5
,,2018 - 2019,2.49
,,2019 - 2020,2.84
,,2020 - 2021,2.55
,,2021 - 2022,2.56
,,2022 - 2023,2.46
,Balrampur,2000 - 2001,1.62
,,2001 - 2002,1.9
,,2002 - 2003,0.79
,,2003 - 2004,1.75
,,2004 - 2005,1.57
,,2005 - 2006,1.96
,,2006 - 2007,1.82
,,2007 - 2008,2.04
,,2008 - 2009,2.63
,,2009 - 2010,1.77
,,2010 - 2011,2.18
,,2011 - 2012,2.2
,,2012 - 2013,2.32
,,2013 - 2014,2.21
,,2014 - 2015,1.83
,,2015 - 2016,1.8
,,2016 - 2017,2.15
,,2017 - 2018,2.45
,,2018 - 2019,2.71
,,2019 - 2020,2.77
,,2020 - 2021,2.87
,,2021 - 2022,2.54
,,2022 - 2023,2.13
,Banda,2000 - 2001,1.01
,,2001 - 2002,1.4
,,2002 - 2003,0.81
,,2003 - 2004,1.17
,,2004 - 2005,1.18
,,2005 - 2006,0.82
,,2006 - 2007,0.88
,,2007 - 2008,0.63
,,2008 - 2009,1.44
,,2009 - 2010,1.06
,,2010 - 2011,1.15
,,2011 - 2012,1.48
,,2012 - 2013,1.75
,,2013 - 2014,1.81
,,2014 - 2015,1.79
,,2015 - 2016,1.3
,,2016 - 2017,1.72
,,2017 - 2018,1.97
,,2018 - 2019,2.11
,,2019 - 2020,2.63
,,2020 - 2021,2.4
,,2021 - 2022,2.39
,,2022 - 2023,2.32
,Barabanki,2000 - 2001,1.78
,,2001 - 2002,2.12
,,2002 - 2003,2.12
,,2003 - 2004,2.35
,,2004 - 2005,2.47
,,2005 - 2006,2.32
,,2006 - 2007,2.06
,,2007 - 2008,1.51
,,2008 - 2009,2.06
,,2009 - 2010,2.31
,,2010 - 2011,2.38
,,2011 - 2012,2.73
,,2012 - 2013,3.06
,,2013 - 2014,2.86
,,2014 - 2015,2.76
,,2015 - 2016,2.75
,,2016 - 2017,2.73
,,2017 - 2018,2.87
,,2018 - 2019,2.89
,,2019 - 2020,3.4
,,2020 - 2021,3.27
,,2021 - 2022,2.43
,,2022 - 2023,2.44
,Bareilly,2000 - 2001,1.94
,,2001 - 2002,2.07
,,2002 - 2003,1.87
,,2003 - 2004,2.12
,,2004 - 2005,1.92
,,2005 - 2006,1.89
,,2006 - 2007,1.79
,,2007 - 2008,1.93
,,2008 - 2009,1.75
,,2009 - 2010,1.79
,,2010 - 2011,1.66
,,2011 - 2012,2.52
,,2012 - 2013,2.23
,,2013 - 2014,2.25
,,2014 - 2015,2.06
,,2015 - 2016,2.06
,,2016 - 2017,2.24
,,2017 - 2018,2.46
,,2018 - 2019,2.67
,,2019 - 2020,2.39
,,2020 - 2021,3.12
,,2021 - 2022,2.5
,,2022 - 2023,3.0
,Basti,2000 - 2001,2.15
,,2001 - 2002,2.13
,,2002 - 2003,1.13
,,2003 - 2004,2.22
,,2004 - 2005,1.49
,,2005 - 2006,1.66
,,2006 - 2007,1.51
,,2007 - 2008,1.85
,,2008 - 2009,2.0
,,2009 - 2010,2.13
,,2010 - 2011,2.11
,,2011 - 2012,2.59
,,2012 - 2013,2.46
,,2013 - 2014,2.52
,,2014 - 2015,1.94
,,2015 - 2016,1.88
,,2016 - 2017,2.06
,,2017 - 2018,2.97
,,2018 - 2019,2.82
,,2019 - 2020,2.71
,,2020 - 2021,2.61
,,2021 - 2022,2.54
,,2022 - 2023,2.72
,Bijnor,2000 - 2001,2.79
,,2001 - 2002,3.01
,,2002 - 2003,2.68
,,2003 - 2004,2.57
,,2004 - 2005,2.85
,,2005 - 2006,2.61
,,2006 - 2007,2.59
,,2007 - 2008,2.61
,,2008 - 2009,2.51
,,2009 - 2010,2.39
,,2010 - 2011,2.35
,,2011 - 2012,2.4
,,2012 - 2013,2.52
,,2013 - 2014,2.33
,,2014 - 2015,2.62
,,2015 - 2016,2.59
,,2016 - 2017,2.53
,,2017 - 2018,2.51
,,2018 - 2019,2.42
,,2019 - 2020,2.65
,,2020 - 2021,2.98
,,2021 - 2022,2.79
,,2022 - 2023,2.53
,Budaun,2000 - 2001,1.54
,,2001 - 2002,1.56
,,2002 - 2003,1.34
,,2003 - 2004,1.99
,,2004 - 2005,1.57
,,2005 - 2006,1.76
,,2006 - 2007,1.84
,,2007 - 2008,1.85
,,2008 - 2009,1.78
,,2009 - 2010,2.01
,,2010 - 2011,1.88
,,2011 - 2012,2.13
,,2012 - 2013,2.28
,,2013 - 2014,2.2
,,2014 - 2015,2.05
,,2015 - 2016,1.85
,,2016 - 2017,2.12
,,2017 - 2018,2.05
,,2018 - 2019,2.52
,,2019 - 2020,2.64
,,2020 - 2021,2.65
,,2021 - 2022,2.54
,,2022 - 2023,2.55
,Bulandshahr,2000 - 2001,2.04
,,2001 - 2002,2.25
,,2002 - 2003,2.3
,,2003 - 2004,2.28
,,2004 - 2005,2.42
,,2005 - 2006,2.27
,,2006 - 2007,2.18
,,2007 - 2008,2.34
,,2008 - 2009,2.31
,,2009 - 2010,2.25
,,2010 - 2011,2.26
,,2011 - 2012,2.37
,,2012 - 2013,2.58
,,2013 - 2014,2.63
,,2014 - 2015,2.56
,,2015 - 2016,2.69
,,2016 - 2017,2.53
,,2017 - 2018,3.01
,,2018 - 2019,2.83
,,2019 - 2020,2.89
,,2020 - 2021,2.84
,,2021 - 2022,2.81
,,2022 - 2023,2.44
,Chandauli,2000 - 2001,2.18
,,2001 - 2002,2.85
,,2002 - 2003,2.54
,,2003 - 2004,2.98
,,2004 - 2005,1.92
,,2005 - 2006,2.14
,,2006 - 2007,2.56
,,2007 - 2008,2.61
,,2008 - 2009,2.67
,,2009 - 2010,2.01
,,2010 - 2011,2.76
,,2011 - 2012,2.68
,,2012 - 2013,2.79
,,2013 - 2014,2.67
,,2014 - 2015,2.96
,,2015 - 2016,3.08
,,2016 - 2017,2.75
,,2017 - 2018,3.07
,,2018 - 2019,3.18
,,2019 - 2020,3.34
,,2020 - 2021,3.26
,,2021 - 2022,3.36
,,2022 - 2023,3.32
,Chitrakoot,2000 - 2001,0.86
,,2001 - 2002,1.13
,,2002 - 2003,0.72
,,2003 - 2004,1.14
,,2004 - 2005,0.82
,,2005 - 2006,0.75
,,2006 - 2007,0.47
,,2007 - 2008,0.25
,,2008 - 2009,0.75
,,2009 - 2010,0.55
,,2010 - 2011,0.78
,,2011 - 2012,1.01
,,2012 - 2013,1.5
,,2013 - 2014,1.79
,,2014 - 2015,1.01
,,2015 - 2016,0.67
,,2016 - 2017,2.07
,,2017 - 2018,1.88
,,2018 - 2019,1.61
,,2019 - 2020,2.03
,,2020 - 2021,2.76
,,2021 - 2022,2.24
,,2022 - 2023,2.29
,Deoria,2000 - 2001,2.44
,,2001 - 2002,1.95
,,2002 - 2003,1.74
,,2003 - 2004,2.15
,,2004 - 2005,1.63
,,2005 - 2006,1.81
,,2006 - 2007,1.71
,,2007 - 2008,1.97
,,2008 - 2009,2.15
,,2009 - 2010,1.42
,,2010 - 2011,2.0
,,2011 - 2012,2.2
,,2012 - 2013,2.23
,,2013 - 2014,2.46
,,2014 - 2015,2.01
,,2015 - 2016,0.78
,,2016 - 2017,2.09
,,2017 - 2018,2.3
,,2018 - 2019,2.05
,,2019 - 2020,2.67
,,2020 - 2021,2.16
,,2021 - 2022,2.33
,,2022 - 2023,2.39
,Etah,2000 - 2001,1.81
,,2001 - 2002,1.5
,,2002 - 2003,1.54
,,2003 - 2004,1.8
,,2004 - 2005,2.04
,,2005 - 2006,2.21
,,2006 - 2007,2.17
,,2007 - 2008,2.29
,,2008 - 2009,2.22
,,2009 - 2010,2.22
,,2010 - 2011,2.1
,,2011 - 2012,2.56
,,2012 - 2013,2.65
,,2013 - 2014,2.33
,,2014 - 2015,2.21
,,2015 - 2016,1.55
,,2016 - 2017,2.19
,,2017 - 2018,2.58
,,2018 - 2019,2.67
,,2019 - 2020,2.91
,,2020 - 2021,2.88
,,2021 - 2022,2.67
,,2022 - 2023,2.69
,Etawah,2000 - 2001,1.99
,,2001 - 2002,2.21
,,2002 - 2003,2.32
,,2003 - 2004,2.35
,,2004 - 2005,2.74
,,2005 - 2006,2.58
,,2006 - 2007,2.68
,,2007 - 2008,2.57
,,2008 - 2009,2.77
,,2009 - 2010,2.6
,,2010 - 2011,2.47
,,2011 - 2012,2.71
,,2012 - 2013,2.96
,,2013 - 2014,2.91
,,2014 - 2015,2.59
,,2015 - 2016,2.47
,,2016 - 2017,2.73
,,2017 - 2018,2.86
,,2018 - 2019,3.09
,,2019 - 2020,3.11
,,2020 - 2021,3.16
,,2021 - 2022,3.07
,,2022 - 2023,3.02
,Faizabad,2000 - 2001,2.12
,,2001 - 2002,2.4
,,2002 - 2003,2.28
,,2003 - 2004,2.73
,,2004 - 2005,2.36
,,2005 - 2006,2.49
,,2006 - 2007,1.74
,,2007 - 2008,2.12
,,2008 - 2009,2.38
,,2009 - 2010,2.3
,,2010 - 2011,2.21
,,2011 - 2012,2.38
,,2012 - 2013,2.54
,,2013 - 2014,2.62
,,2014 - 2015,2.2
,,2015 - 2016,2.09
,,2016 - 2017,2.55
,,2017 - 2018,2.59
,,2018 - 2019,2.95
,,2019 - 2020,2.96
,,2020 - 2021,2.88
,,2021 - 2022,2.54
,,2022 - 2023,2.58
,Farrukhabad,2000 - 2001,2.04
,,2001 - 2002,2.1
,,2002 - 2003,2.05
,,2003 - 2004,1.69
,,2004 - 2005,2.29
,,2005 - 2006,2.09
,,2006 - 2007,2.28
,,2007 - 2008,2.28
,,2008 - 2009,2.47
,,2009 - 2010,2.24
,,2010 - 2011,1.61
,,2011 - 2012,2.24
,,2012 - 2013,2.78
,,2013 - 2014,2.68
,,2014 - 2015,2.79
,,2015 - 2016,2.25
,,2016 - 2017,2.64
,,2017 - 2018,3.02
,,2018 - 2019,3.02
,,2019 - 2020,3.78
,,2020 - 2021,3.25
,,2021 - 2022,2.93
,,2022 - 2023,3.18
,Fatehpur,2000 - 2001,1.77
,,2001 - 2002,2.04
,,2002 - 2003,1.66
,,2003 - 2004,1.82
,,2004 - 2005,1.86
,,2005 - 2006,1.69
,,2006 - 2007,1.69
,,2007 - 2008,1.88
,,2008 - 2009,2.3
,,2009 - 2010,2.16
,,2010 - 2011,2.11
,,2011 - 2012,2.35
,,2012 - 2013,2.46
,,2013 - 2014,2.61
,,2014 - 2015,1.95
,,2015 - 2016,2.05
,,2016 - 2017,2.49
,,2017 - 2018,2.64
,,2018 - 2019,2.92
,,2019 - 2020,3.0
,,2020 - 2021,2.93
,,2021 - 2022,2.82
,,2022 - 2023,2.85
,Firozabad,2000 - 2001,1.6
,,2001 - 2002,1.76
,,2002 - 2003,1.91
,,2003 - 2004,1.93
,,2004 - 2005,2.8
,,2005 - 2006,3.07
,,2006 - 2007,2.93
,,2007 - 2008,3.04
,,2008 - 2009,3.0
,,2009 - 2010,2.92
,,2010 - 2011,2.76
,,2011 - 2012,2.84
,,2012 - 2013,2.84
,,2013 - 2014,2.75
,,2014 - 2015,2.43
,,2015 - 2016,2.4
,,2016 - 2017,2.54
,,2017 - 2018,2.74
,,2018 - 2019,2.73
,,2019 - 2020,2.84
,,2020 - 2021,2.66
,,2021 - 2022,2.54
,,2022 - 2023,2.94
,Gautam buddha nagar,2000 - 2001,1.95
,,2001 - 2002,2.68
,,2002 - 2003,2.17
,,2003 - 2004,1.97
,,2004 - 2005,2.64
,,2005 - 2006,2.23
,,2006 - 2007,1.99
,,2007 - 2008,2.5
,,2008 - 2009,1.93
,,2009 - 2010,2.41
,,2010 - 2011,2.08
,,2011 - 2012,2.24
,,2012 - 2013,2.12
,,2013 - 2014,2.45
,,2014 - 2015,2.78
,,2015 - 2016,2.62
,,2016 - 2017,2.44
,,2017 - 2018,2.56
,,2018 - 2019,2.86
,,2019 - 2020,2.92
,,2020 - 2021,2.79
,,2021 - 2022,2.33
,,2022 - 2023,2.2
,Ghaziabad,2000 - 2001,1.98
,,2001 - 2002,2.36
,,2002 - 2003,2.39
,,2003 - 2004,2.35
,,2004 - 2005,2.42
,,2005 - 2006,2.32
,,2006 - 2007,2.28
,,2007 - 2008,2.38
,,2008 - 2009,2.52
,,2009 - 2010,2.75
,,2010 - 2011,2.55
,,2011 - 2012,2.73
,,2012 - 2013,2.58
,,2013 - 2014,2.72
,,2014 - 2015,2.74
,,2015 - 2016,2.57
,,2016 - 2017,2.47
,,2017 - 2018,2.6
,,2018 - 2019,2.56
,,2019 - 2020,2.79
,,2020 - 2021,2.91
,,2021 - 2022,2.7
,,2022 - 2023,2.5
,Ghazipur,2000 - 2001,1.9
,,2001 - 2002,2.2
,,2002 - 2003,1.98
,,2003 - 2004,2.21
,,2004 - 2005,1.04
,,2005 - 2006,1.92
,,2006 - 2007,1.93
,,2007 - 2008,2.16
,,2008 - 2009,2.24
,,2009 - 2010,1.85
,,2010 - 2011,2.11
,,2011 - 2012,2.19
,,2012 - 2013,2.34
,,2013 - 2014,2.14
,,2014 - 2015,2.15
,,2015 - 2016,2.17
,,2016 - 2017,2.15
,,2017 - 2018,2.48
,,2018 - 2019,2.64
,,2019 - 2020,2.6
,,2020 - 2021,2.92
,,2021 - 2022,2.7
,,2022 - 2023,3.36
,Gonda,2000 - 2001,1.95
,,2001 - 2002,2.01
,,2002 - 2003,1.28
,,2003 - 2004,1.89
,,2004 - 2005,1.6
,,2005 - 2006,2.01
,,2006 - 2007,1.57
,,2007 - 2008,1.98
,,2008 - 2009,2.13
,,2009 - 2010,2.2
,,2010 - 2011,2.25
,,2011 - 2012,2.3
,,2012 - 2013,2.36
,,2013 - 2014,2.45
,,2014 - 2015,2.07
,,2015 - 2016,2.06
,,2016 - 2017,2.31
,,2017 - 2018,2.35
,,2018 - 2019,2.38
,,2019 - 2020,2.58
,,2020 - 2021,2.43
,,2021 - 2022,2.33
,,2022 - 2023,2.26
,Gorakhpur,2000 - 2001,1.86
,,2001 - 2002,1.69
,,2002 - 2003,1.5
,,2003 - 2004,2.02
,,2004 - 2005,1.52
,,2005 - 2006,1.8
,,2006 - 2007,1.7
,,2007 - 2008,1.89
,,2008 - 2009,1.94
,,2009 - 2010,1.82
,,2010 - 2011,2.03
,,2011 - 2012,2.18
,,2012 - 2013,2.28
,,2013 - 2014,2.4
,,2014 - 2015,2.21
,,2015 - 2016,1.39
,,2016 - 2017,1.85
,,2017 - 2018,2.55
,,2018 - 2019,2.67
,,2019 - 2020,2.8
,,2020 - 2021,2.41
,,2021 - 2022,2.23
,,2022 - 2023,2.39
,Hamirpur,2000 - 2001,0.99
,,2001 - 2002,1.33
,,2002 - 2003,0.82
,,2003 - 2004,1.16
,,2004 - 2005,1.08
,,2005 - 2006,0.78
,,2006 - 2007,0.85
,,2007 - 2008,0.49
,,2008 - 2009,1.29
,,2009 - 2010,0.95
,,2010 - 2011,1.11
,,2011 - 2012,1.57
,,2012 - 2013,1.87
,,2013 - 2014,1.81
,,2014 - 2015,1.61
,,2015 - 2016,1.15
,,2016 - 2017,1.78
,,2017 - 2018,1.95
,,2018 - 2019,2.07
,,2019 - 2020,2.53
,,2020 - 2021,2.46
,,2021 - 2022,2.37
,,2022 - 2023,2.41
,Hapur,2012 - 2013,2.96
,,2013 - 2014,2.92
,,2014 - 2015,2.95
,,2015 - 2016,2.84
,,2016 - 2017,2.6
,,2017 - 2018,2.85
,,2018 - 2019,2.58
,,2019 - 2020,2.87
,,2020 - 2021,2.77
,,2021 - 2022,2.67
,,2022 - 2023,2.4
,Hardoi,2000 - 2001,1.7
,,2001 - 2002,1.71
,,2002 - 2003,1.68
,,2003 - 2004,2.06
,,2004 - 2005,2.35
,,2005 - 2006,2.18
,,2006 - 2007,2.03
,,2007 - 2008,1.95
,,2008 - 2009,2.1
,,2009 - 2010,2.25
,,2010 - 2011,2.04
,,2011 - 2012,2.25
,,2012 - 2013,2.45
,,2013 - 2014,2.52
,,2014 - 2015,1.97
,,2015 - 2016,2.26
,,2016 - 2017,2.4
,,2017 - 2018,2.52
,,2018 - 2019,2.34
,,2019 - 2020,2.97
,,2020 - 2021,2.87
,,2021 - 2022,2.71
,,2022 - 2023,2.68
,Hathras,2000 - 2001,2.15
,,2001 - 2002,1.38
,,2002 - 2003,1.57
,,2003 - 2004,1.93
,,2004 - 2005,2.2
,,2005 - 2006,2.07
,,2006 - 2007,1.9
,,2007 - 2008,2.05
,,2008 - 2009,1.95
,,2009 - 2010,1.76
,,2010 - 2011,1.75
,,2011 - 2012,2.11
,,2012 - 2013,2.26
,,2013 - 2014,2.35
,,2014 - 2015,1.93
,,2015 - 2016,1.97
,,2016 - 2017,2.18
,,2017 - 2018,2.29
,,2018 - 2019,2.34
,,2019 - 2020,2.55
,,2020 - 2021,2.74
,,2021 - 2022,2.41
,,2022 - 2023,2.49
,Jalaun,2000 - 2001,0.98
,,2001 - 2002,0.71
,,2002 - 2003,0.56
,,2003 - 2004,0.89
,,2004 - 2005,0.56
,,2005 - 2006,1.06
,,2006 - 2007,0.82
,,2007 - 2008,0.56
,,2008 - 2009,1.15
,,2009 - 2010,1.01
,,2010 - 2011,1.35
,,2011 - 2012,1.84
,,2012 - 2013,1.08
,,2013 - 2014,1.8
,,2014 - 2015,1.75
,,2015 - 2016,1.79
,,2016 - 2017,1.55
,,2017 - 2018,1.26
,,2018 - 2019,2.16
,,2019 - 2020,2.56
,,2020 - 2021,1.88
,,2021 - 2022,1.85
,,2022 - 2023,1.34
,Jaunpur,2000 - 2001,2.05
,,2001 - 2002,2.07
,,2002 - 2003,1.97
,,2003 - 2004,2.26
,,2004 - 2005,1.18
,,2005 - 2006,1.92
,,2006 - 2007,1.85
,,2007 - 2008,1.92
,,2008 - 2009,2.15
,,2009 - 2010,1.97
,,2010 - 2011,2.09
,,2011 - 2012,2.24
,,2012 - 2013,2.34
,,2013 - 2014,2.29
,,2014 - 2015,2.41
,,2015 - 2016,1.76
,,2016 - 2017,2.34
,,2017 - 2018,2.31
,,2018 - 2019,2.48
,,2019 - 2020,2.8
,,2020 - 2021,2.77
,,2021 - 2022,2.63
,,2022 - 2023,2.81
,Jhansi,2000 - 2001,0.98
,,2001 - 2002,0.71
,,2002 - 2003,0.56
,,2003 - 2004,1.56
,,2004 - 2005,0.84
,,2005 - 2006,1.88
,,2006 - 2007,1.26
,,2007 - 2008,0.76
,,2008 - 2009,1.89
,,2009 - 2010,1.74
,,2010 - 2011,2.29
,,2011 - 2012,2.01
,,2012 - 2013,1.98
,,2013 - 2014,1.95
,,2014 - 2015,1.85
,,2015 - 2016,1.78
,,2016 - 2017,1.37
,,2017 - 2018,1.71
,,2018 - 2019,1.99
,,2019 - 2020,2.37
,,2020 - 2021,2.31
,,2021 - 2022,2.14
,,2022 - 2023,1.99
,Kannauj,2000 - 2001,1.62
,,2001 - 2002,1.97
,,2002 - 2003,2.15
,,2003 - 2004,1.93
,,2004 - 2005,2.41
,,2005 - 2006,2.54
,,2006 - 2007,2.4
,,2007 - 2008,2.64
,,2008 - 2009,2.72
,,2009 - 2010,2.66
,,2010 - 2011,2.79
,,2011 - 2012,2.8
,,2012 - 2013,3.03
,,2013 - 2014,2.95
,,2014 - 2015,2.38
,,2015 - 2016,2.35
,,2016 - 2017,2.67
,,2017 - 2018,3.19
,,2018 - 2019,2.67
,,2019 - 2020,4.0
,,2020 - 2021,3.45
,,2021 - 2022,2.76
,,2022 - 2023,2.98
,Kanpur dehat,2003 - 2004,2.07
,,2004 - 2005,2.39
,,2005 - 2006,2.25
,,2006 - 2007,1.89
,,2007 - 2008,2.03
,,2008 - 2009,2.39
,,2009 - 2010,2.25
,,2010 - 2011,2.3
,,2011 - 2012,2.68
,,2012 - 2013,3.01
,,2013 - 2014,2.71
,,2014 - 2015,2.47
,,2015 - 2016,2.63
,,2016 - 2017,3.17
,,2017 - 2018,2.98
,,2018 - 2019,3.61
,,2019 - 2020,3.48
,,2020 - 2021,3.23
,,2021 - 2022,3.24
,,2022 - 2023,3.29
,Kanpur nagar,2000 - 2001,1.75
,,2001 - 2002,1.94
,,2002 - 2003,1.84
,,2003 - 2004,2.05
,,2004 - 2005,1.93
,,2005 - 2006,2.0
,,2006 - 2007,1.62
,,2007 - 2008,1.89
,,2008 - 2009,2.17
,,2009 - 2010,2.3
,,2010 - 2011,2.25
,,2011 - 2012,2.71
,,2012 - 2013,2.34
,,2013 - 2014,2.56
,,2014 - 2015,2.32
,,2015 - 2016,2.27
,,2016 - 2017,2.94
,,2017 - 2018,3.0
,,2018 - 2019,2.79
,,2019 - 2020,3.43
,,2020 - 2021,3.48
,,2021 - 2022,2.93
,,2022 - 2023,2.99
,Kasganj,2009 - 2010,2.07
,,2010 - 2011,2.08
,,2011 - 2012,2.57
,,2012 - 2013,2.73
,,2013 - 2014,2.23
,,2014 - 2015,2.39
,,2015 - 2016,1.92
,,2016 - 2017,2.56
,,2017 - 2018,2.38
,,2018 - 2019,2.53
,,2019 - 2020,3.23
,,2020 - 2021,3.07
,,2021 - 2022,2.68
,,2022 - 2023,2.58
,Kaushambi,2000 - 2001,2.16
,,2001 - 2002,2.18
,,2002 - 2003,1.57
,,2003 - 2004,1.87
,,2004 - 2005,1.93
,,2005 - 2006,1.66
,,2006 - 2007,1.52
,,2007 - 2008,1.58
,,2008 - 2009,2.11
,,2009 - 2010,1.83
,,2010 - 2011,1.99
,,2011 - 2012,2.43
,,2012 - 2013,2.18
,,2013 - 2014,2.21
,,2014 - 2015,2.16
,,2015 - 2016,2.12
,,2016 - 2017,2.33
,,2017 - 2018,2.41
,,2018 - 2019,2.39
,,2019 - 2020,2.53
,,2020 - 2021,2.8
,,2021 - 2022,2.73
,,2022 - 2023,3.07
,Kheri,2000 - 2001,2.54
,,2001 - 2002,2.58
,,2002 - 2003,2.11
,,2003 - 2004,2.38
,,2004 - 2005,2.08
,,2005 - 2006,2.25
,,2006 - 2007,2.05
,,2007 - 2008,2.07
,,2008 - 2009,1.78
,,2009 - 2010,1.97
,,2010 - 2011,2.17
,,2011 - 2012,2.4
,,2012 - 2013,2.56
,,2013 - 2014,2.7
,,2014 - 2015,2.72
,,2015 - 2016,2.63
,,2016 - 2017,2.77
,,2017 - 2018,3.13
,,2018 - 2019,3.38
,,2019 - 2020,3.24
,,2020 - 2021,3.43
,,2021 - 2022,2.84
,,2022 - 2023,2.81
,Kushi nagar,2000 - 2001,2.89
,,2001 - 2002,2.42
,,2002 - 2003,2.67
,,2003 - 2004,2.64
,,2004 - 2005,2.34
,,2005 - 2006,2.54
,,2006 - 2007,2.21
,,2007 - 2008,2.51
,,2008 - 2009,2.58
,,2009 - 2010,2.16
,,2010 - 2011,2.33
,,2011 - 2012,2.39
,,2012 - 2013,2.47
,,2013 - 2014,2.62
,,2014 - 2015,2.14
,,2015 - 2016,1.58
,,2016 - 2017,2.01
,,2017 - 2018,2.75
,,2018 - 2019,2.52
,,2019 - 2020,2.9
,,2020 - 2021,2.56
,,2021 - 2022,2.61
,,2022 - 2023,2.53
,Lalitpur,2000 - 2001,0.98
,,2001 - 2002,0.7
,,2002 - 2003,0.11
,,2003 - 2004,0.64
,,2004 - 2005,0.39
,,2005 - 2006,0.62
,,2006 - 2007,0.72
,,2007 - 2008,0.3
,,2008 - 2009,0.75
,,2009 - 2010,0.62
,,2010 - 2011,0.66
,,2011 - 2012,0.69
,,2012 - 2013,1.09
,,2013 - 2014,0.71
,,2014 - 2015,0.78
,,2015 - 2016,0.64
,,2016 - 2017,0.65
,,2017 - 2018,0.46
,,2018 - 2019,0.74
,,2019 - 2020,0.55
,,2020 - 2021,1.34
,,2021 - 2022,0.51
,,2022 - 2023,2.58
,Lucknow,2000 - 2001,1.27
,,2001 - 2002,1.72
,,2002 - 2003,1.82
