state,district,year,maize_kharif_yield_tonne_per_hectare
,,2015 - 2016,1.93
,,2016 - 2017,1.94
,,2017 - 2018,1.94
,,2018 - 2019,1.94
,,2019 - 2020,1.94
,,2020 - 2021,1.94
,,2021 - 2022,1.95
,,2022 - 2023,1.95
Mizoram,Aizawl,2000 - 2001,2.85
,,2001 - 2002,2.74
,,2002 - 2003,2.28
,,2003 - 2004,1.8
,,2004 - 2005,2.94
,,2005 - 2006,2.9
,,2006 - 2007,2.71
,,2007 - 2008,0.08
,,2008 - 2009,0.52
,,2009 - 2010,1.57
,,2010 - 2011,1.42
,,2011 - 2012,1.39
,,2012 - 2013,1.72
,,2013 - 2014,1.35
,,2014 - 2015,1.58
,,2015 - 2016,1.66
,,2016 - 2017,1.68
,,2017 - 2018,1.76
,,2018 - 2019,1.82
,,2019 - 2020,1.79
,,2020 - 2021,1.68
,,2021 - 2022,1.68
,,2022 - 2023,1.2
,Champhai,2000 - 2001,2.19
,,2001 - 2002,
,,2002 - 2003,1.8
,,2003 - 2004,1.82
,,2004 - 2005,1.48
,,2005 - 2006,2.1
,,2006 - 2007,2.66
,,2007 - 2008,0.04
,,2008 - 2009,1.49
,,2009 - 2010,1.48
,,2010 - 2011,1.41
,,2011 - 2012,1.4
,,2012 - 2013,1.4
,,2013 - 2014,1.44
,,2014 - 2015,1.44
,,2015 - 2016,1.31
,,2016 - 2017,1.42
,,2017 - 2018,1.37
,,2018 - 2019,1.73
,,2019 - 2020,1.64
,,2020 - 2021,1.6
,,2021 - 2022,1.55
,,2022 - 2023,1.5
,Hnahthial,2020 - 2021,1.72
,,2021 - 2022,2.0
,,2022 - 2023,1.67
,Khawzawl,2020 - 2021,1.25
,,2021 - 2022,1.5
,,2022 - 2023,1.2
,Kolasib,2000 - 2001,1.5
,,2001 - 2002,1.51
,,2002 - 2003,1.5
,,2003 - 2004,2.0
,,2004 - 2005,2.02
,,2005 - 2006,1.98
,,2006 - 2007,2.43
,,2007 - 2008,0.08
,,2008 - 2009,1.35
,,2009 - 2010,1.39
,,2010 - 2011,1.41
,,2011 - 2012,1.08
,,2012 - 2013,1.24
,,2013 - 2014,1.24
,,2014 - 2015,1.25
,,2015 - 2016,1.27
,,2016 - 2017,1.29
,,2017 - 2018,1.29
,,2018 - 2019,1.33
,,2019 - 2020,1.79
,,2020 - 2021,1.83
,,2021 - 2022,1.8
,,2022 - 2023,1.5
,Lawngtlai,2004 - 2005,1.92
,,2005 - 2006,1.92
,,2006 - 2007,1.16
,,2007 - 2008,0.07
,,2008 - 2009,0.3
,,2009 - 2010,1.81
,,2010 - 2011,1.88
,,2011 - 2012,1.41
,,2012 - 2013,1.4
,,2013 - 2014,1.39
,,2014 - 2015,1.39
,,2015 - 2016,2.89
,,2016 - 2017,2.87
,,2017 - 2018,2.87
,,2018 - 2019,2.9
,,2019 - 2020,2.95
,,2020 - 2021,2.92
,,2021 - 2022,1.75
,,2022 - 2023,1.4
,Lunglei,2000 - 2001,2.19
,,2001 - 2002,1.98
,,2002 - 2003,1.98
,,2003 - 2004,2.48
,,2004 - 2005,1.97
,,2005 - 2006,2.79
,,2006 - 2007,1.51
,,2007 - 2008,0.07
,,2008 - 2009,1.3
,,2009 - 2010,1.44
,,2010 - 2011,1.7
,,2011 - 2012,1.73
,,2012 - 2013,2.08
,,2013 - 2014,3.33
,,2014 - 2015,3.18
,,2015 - 2016,4.0
,,2016 - 2017,1.59
,,2017 - 2018,1.47
,,2018 - 2019,1.54
,,2019 - 2020,1.54
,,2020 - 2021,1.46
,,2021 - 2022,1.55
,,2022 - 2023,1.55
,Mamit,2003 - 2004,1.94
,,2004 - 2005,2.23
,,2005 - 2006,1.44
,,2006 - 2007,1.62
,,2007 - 2008,0.06
,,2008 - 2009,0.38
,,2009 - 2010,1.45
,,2010 - 2011,3.33
,,2011 - 2012,1.92
,,2012 - 2013,1.9
,,2013 - 2014,1.49
,,2014 - 2015,1.4
,,2015 - 2016,1.32
,,2016 - 2017,1.32
,,2017 - 2018,1.52
,,2018 - 2019,1.2
,,2019 - 2020,1.2
,,2020 - 2021,1.16
,,2021 - 2022,1.07
,,2022 - 2023,1.6
,Saiha,2003 - 2004,1.85
,,2004 - 2005,3.64
,,2005 - 2006,1.91
,,2006 - 2007,1.67
,,2007 - 2008,0.08
,,2008 - 2009,0.24
,,2009 - 2010,0.98
,,2010 - 2011,1.03
,,2011 - 2012,0.85
,,2012 - 2013,0.51
,,2013 - 2014,2.26
,,2014 - 2015,1.79
,,2015 - 2016,1.82
,,2016 - 2017,1.9
,,2017 - 2018,1.86
,,2018 - 2019,1.86
,,2019 - 2020,1.3
,,2020 - 2021,1.33
,,2021 - 2022,1.36
,,2022 - 2023,1.36
,Saitual,2020 - 2021,1.89
,,2021 - 2022,1.75
,,2022 - 2023,5.3
,Serchhip,2004 - 2005,0.93
,,2005 - 2006,0.95
,,2006 - 2007,1.32
,,2007 - 2008,0.51
,,2008 - 2009,1.72
,,2009 - 2010,0.78
,,2010 - 2011,0.79
,,2011 - 2012,0.78
,,2012 - 2013,0.75
,,2013 - 2014,0.75
,,2014 - 2015,1.24
,,2015 - 2016,1.3
,,2016 - 2017,1.25
,,2017 - 2018,1.25
,,2018 - 2019,1.95
,,2019 - 2020,2.0
,,2020 - 2021,2.0
,,2021 - 2022,2.06
,,2022 - 2023,2.06
Nagaland,Chumoukedima,2022 - 2023,2.01
,Dimapur,2000 - 2001,1.51
,,2001 - 2002,1.81
,,2002 - 2003,1.98
,,2003 - 2004,1.46
,,2004 - 2005,1.77
,,2005 - 2006,1.76
,,2006 - 2007,1.67
,,2007 - 2008,2.36
,,2008 - 2009,1.81
,,2009 - 2010,1.04
,,2010 - 2011,1.96
,,2011 - 2012,1.96
,,2012 - 2013,1.97
,,2013 - 2014,1.97
,,2014 - 2015,1.97
,,2015 - 2016,1.98
,,2016 - 2017,1.98
,,2017 - 2018,1.99
,,2018 - 2019,1.99
,,2019 - 2020,1.99
,,2020 - 2021,1.99
,,2021 - 2022,1.67
,,2022 - 2023,2.01
,Kiphire,2008 - 2009,1.81
,,2009 - 2010,1.04
,,2010 - 2011,1.95
,,2011 - 2012,1.96
,,2012 - 2013,1.96
,,2013 - 2014,1.97
,,2014 - 2015,1.98
,,2015 - 2016,1.98
,,2016 - 2017,1.98
,,2017 - 2018,1.98
,,2018 - 2019,1.98
,,2019 - 2020,1.98
,,2020 - 2021,1.98
,,2021 - 2022,1.55
,,2022 - 2023,2.0
,Kohima,2000 - 2001,1.49
,,2001 - 2002,2.07
,,2002 - 2003,2.16
,,2003 - 2004,1.46
,,2004 - 2005,1.8
,,2005 - 2006,1.82
,,2006 - 2007,1.67
,,2007 - 2008,1.71
,,2008 - 2009,1.6
,,2009 - 2010,1.0
,,2010 - 2011,1.96
,,2011 - 2012,1.96
,,2012 - 2013,1.96
,,2013 - 2014,1.97
,,2014 - 2015,1.97
,,2015 - 2016,1.98
,,2016 - 2017,1.98
,,2017 - 2018,1.98
,,2018 - 2019,1.98
,,2019 - 2020,1.98
,,2020 - 2021,1.99
,,2021 - 2022,1.55
,,2022 - 2023,2.01
,Longleng,2008 - 2009,1.79
,,2009 - 2010,1.03
,,2010 - 2011,1.98
,,2011 - 2012,1.91
,,2012 - 2013,1.91
,,2013 - 2014,1.97
,,2014 - 2015,1.98
,,2015 - 2016,1.98
,,2016 - 2017,1.98
,,2017 - 2018,1.98
,,2018 - 2019,1.98
,,2019 - 2020,1.98
,,2020 - 2021,1.99
,,2021 - 2022,1.55
,,2022 - 2023,2.0
,Mokokchung,2000 - 2001,1.14
,,2001 - 2002,1.96
,,2002 - 2003,1.85
,,2003 - 2004,1.65
,,2004 - 2005,1.82
,,2005 - 2006,1.85
,,2006 - 2007,1.66
,,2007 - 2008,1.84
,,2008 - 2009,2.04
,,2009 - 2010,1.05
,,2010 - 2011,1.95
,,2011 - 2012,1.95
,,2012 - 2013,1.95
,,2013 - 2014,1.97
,,2014 - 2015,1.97
,,2015 - 2016,1.97
,,2016 - 2017,1.98
,,2017 - 2018,1.98
,,2018 - 2019,1.98
,,2019 - 2020,1.99
,,2020 - 2021,1.99
,,2021 - 2022,1.58
,,2022 - 2023,2.01
,Mon,2000 - 2001,1.58
,,2001 - 2002,2.38
,,2002 - 2003,2.31
,,2003 - 2004,1.81
,,2004 - 2005,1.79
,,2005 - 2006,1.79
,,2006 - 2007,1.68
,,2007 - 2008,1.8
,,2008 - 2009,1.75
,,2009 - 2010,1.04
,,2010 - 2011,1.96
,,2011 - 2012,1.96
,,2012 - 2013,1.96
,,2013 - 2014,1.97
,,2014 - 2015,1.97
,,2015 - 2016,1.98
,,2016 - 2017,1.98
,,2017 - 2018,1.98
,,2018 - 2019,1.98
,,2019 - 2020,1.98
,,2020 - 2021,1.98
,,2021 - 2022,1.55
,,2022 - 2023,2.0
,Noklak,2021 - 2022,1.55
,,2022 - 2023,2.0
,Nuiland,2022 - 2023,2.01
,Peren,2008 - 2009,1.82
,,2009 - 2010,1.03
,,2010 - 2011,1.95
,,2011 - 2012,1.95
,,2012 - 2013,1.95
,,2013 - 2014,1.97
,,2014 - 2015,1.97
,,2015 - 2016,1.97
,,2016 - 2017,1.98
,,2017 - 2018,1.98
,,2018 - 2019,1.98
,,2019 - 2020,1.98
,,2020 - 2021,1.99
,,2021 - 2022,1.56
,,2022 - 2023,2.0
,Phek,2000 - 2001,1.48
,,2001 - 2002,1.86
,,2002 - 2003,1.76
,,2003 - 2004,1.84
,,2004 - 2005,1.79
,,2005 - 2006,1.8
,,2006 - 2007,1.67
,,2007 - 2008,1.69
,,2008 - 2009,1.78
,,2009 - 2010,1.05
,,2010 - 2011,1.95
,,2011 - 2012,1.96
,,2012 - 2013,1.96
,,2013 - 2014,1.97
,,2014 - 2015,1.97
,,2015 - 2016,1.98
,,2016 - 2017,1.98
,,2017 - 2018,1.98
,,2018 - 2019,1.98
,,2019 - 2020,1.98
,,2020 - 2021,1.99
,,2021 - 2022,1.56
,,2022 - 2023,2.01
,Shamator,2022 - 2023,2.0
,Tseminyu,2022 - 2023,2.0
,Tuensang,2000 - 2001,1.33
,,2001 - 2002,1.92
,,2002 - 2003,1.87
,,2003 - 2004,1.91
,,2004 - 2005,1.82
,,2005 - 2006,1.87
,,2006 - 2007,1.67
,,2007 - 2008,1.89
,,2008 - 2009,1.82
,,2009 - 2010,1.04
,,2010 - 2011,1.97
,,2011 - 2012,1.97
,,2012 - 2013,1.97
,,2013 - 2014,1.97
,,2014 - 2015,1.98
,,2015 - 2016,1.98
,,2016 - 2017,1.98
,,2017 - 2018,1.98
,,2018 - 2019,1.98
,,2019 - 2020,1.98
,,2020 - 2021,1.99
,,2021 - 2022,1.55
,,2022 - 2023,2.01
,Wokha,2000 - 2001,1.76
,,2001 - 2002,2.11
,,2002 - 2003,2.2
,,2003 - 2004,1.7
,,2004 - 2005,1.8
,,2005 - 2006,1.81
,,2006 - 2007,1.67
,,2007 - 2008,1.82
,,2008 - 2009,1.78
,,2009 - 2010,1.04
,,2010 - 2011,1.96
,,2011 - 2012,1.95
,,2012 - 2013,1.95
,,2013 - 2014,1.97
,,2014 - 2015,1.97
,,2015 - 2016,1.98
,,2016 - 2017,1.98
,,2017 - 2018,1.99
,,2018 - 2019,1.99
,,2019 - 2020,1.99
,,2020 - 2021,1.99
,,2021 - 2022,1.56
,,2022 - 2023,2.01
,Zunheboto,2000 - 2001,1.81
,,2001 - 2002,2.09
,,2002 - 2003,2.1
,,2003 - 2004,1.7
,,2004 - 2005,1.82
,,2005 - 2006,1.72
,,2006 - 2007,1.67
,,2007 - 2008,1.57
,,2008 - 2009,1.83
,,2009 - 2010,1.05
,,2010 - 2011,1.95
,,2011 - 2012,1.97
,,2012 - 2013,1.97
,,2013 - 2014,1.97
,,2014 - 2015,1.98
,,2015 - 2016,1.98
,,2016 - 2017,1.98
,,2017 - 2018,1.98
,,2018 - 2019,1.98
,,2019 - 2020,1.98
,,2020 - 2021,1.99
,,2021 - 2022,1.55
,,2022 - 2023,2.0
Odisha,Anugul,2000 - 2001,0.68
,,2001 - 2002,0.34
,,2002 - 2003,0.64
,,2003 - 2004,0.62
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Balangir,2000 - 2001,0.44
,,2001 - 2002,0.44
,,2002 - 2003,0.36
,,2003 - 2004,0.49
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Baleshwar,2001 - 2002,0.76
,,2003 - 2004,1.3
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2010 - 2011,
,,2011 - 2012,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2019 - 2020,
,,2021 - 2022,
,,2022 - 2023,
,Bargarh,2000 - 2001,1.3
,,2001 - 2002,0.9
,,2002 - 2003,1.27
,,2003 - 2004,1.53
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bhadrak,2004 - 2005,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Boudh,2000 - 2001,0.78
,,2001 - 2002,0.32
,,2002 - 2003,0.71
,,2003 - 2004,0.76
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Cuttack,2000 - 2001,0.83
,,2001 - 2002,0.31
,,2002 - 2003,0.38
,,2003 - 2004,0.69
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Deogarh,2000 - 2001,0.69
,,2001 - 2002,0.47
,,2002 - 2003,0.75
,,2003 - 2004,0.81
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Dhenkanal,2000 - 2001,0.87
,,2001 - 2002,0.49
,,2002 - 2003,0.59
,,2003 - 2004,0.73
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Gajapati,2000 - 2001,1.26
,,2001 - 2002,1.4
,,2002 - 2003,1.26
,,2003 - 2004,1.66
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ganjam,2000 - 2001,1.12
,,2001 - 2002,1.19
,,2002 - 2003,1.06
,,2003 - 2004,1.15
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jagatsinghapur,2011 - 2012,
,,2013 - 2014,
,,2019 - 2020,
,,2020 - 2021,
,Jajapur,2000 - 2001,0.55
,,2001 - 2002,0.79
,,2002 - 2003,0.71
,,2003 - 2004,0.47
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2018 - 2019,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jharsuguda,2000 - 2001,0.83
,,2001 - 2002,1.2
,,2002 - 2003,4.75
,,2003 - 2004,0.8
,,2004 - 2005,
,,2005 - 2006,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kalahandi,2000 - 2001,0.74
,,2001 - 2002,0.58
,,2002 - 2003,0.66
,,2003 - 2004,0.67
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kandhamal,2000 - 2001,1.28
,,2001 - 2002,0.43
,,2002 - 2003,1.17
,,2003 - 2004,1.01
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kendrapara,2022 - 2023,
,Kendujhar,2000 - 2001,0.78
,,2001 - 2002,0.59
,,2002 - 2003,0.64
,,2003 - 2004,0.82
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Khordha,2000 - 2001,0.52
,,2001 - 2002,0.95
,,2002 - 2003,0.66
,,2003 - 2004,0.5
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Koraput,2000 - 2001,1.12
,,2001 - 2002,0.89
,,2002 - 2003,0.99
,,2003 - 2004,0.95
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Malkangiri,2000 - 2001,0.98
,,2001 - 2002,0.87
,,2002 - 2003,0.65
,,2003 - 2004,0.91
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mayurbhanj,2000 - 2001,0.78
,,2001 - 2002,0.58
,,2002 - 2003,0.61
,,2003 - 2004,0.84
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nabarangpur,2000 - 2001,1.81
,,2001 - 2002,1.05
,,2002 - 2003,1.07
,,2003 - 2004,2.0
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nayagarh,2000 - 2001,0.92
,,2001 - 2002,0.47
,,2002 - 2003,0.78
,,2003 - 2004,0.84
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nuapada,2000 - 2001,0.47
,,2001 - 2002,0.46
,,2002 - 2003,0.3
,,2003 - 2004,0.59
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Puri,2009 - 2010,
,,2012 - 2013,
,Rayagada,2000 - 2001,1.09
,,2001 - 2002,0.82
,,2002 - 2003,1.03
,,2003 - 2004,0.86
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sambalpur,2000 - 2001,0.72
,,2001 - 2002,0.65
,,2002 - 2003,0.91
,,2003 - 2004,0.72
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sonepur,2000 - 2001,0.53
,,2001 - 2002,0.9
,,2002 - 2003,0.43
,,2003 - 2004,0.48
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2019 - 2020,
,Sundargarh,2000 - 2001,0.93
,,2001 - 2002,0.73
,,2002 - 2003,0.74
,,2003 - 2004,0.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Punjab,Amritsar,2000 - 2001,2.2
,,2001 - 2002,2.4
,,2002 - 2003,1.75
,,2003 - 2004,3.25
,,2004 - 2005,3.25
,,2005 - 2006,3.67
,,2006 - 2007,4.5
,,2007 - 2008,5.0
,,2008 - 2009,4.0
,,2009 - 2010,4.0
,,2010 - 2011,3.0
,,2011 - 2012,6.0
,,2013 - 2014,4.0
,,2014 - 2015,4.0
,,2016 - 2017,3.0
,,2017 - 2018,2.5
,,2018 - 2019,3.31
,,2019 - 2020,3.18
,,2020 - 2021,3.5
,,2021 - 2022,3.71
,,2022 - 2023,4.06
,Barnala,2019 - 2020,3.0
,,2020 - 2021,4.0
,Bathinda,2000 - 2001,3.0
,,2002 - 2003,2.0
,,2003 - 2004,3.0
,,2014 - 2015,4.0
,,2020 - 2021,4.0
,,2021 - 2022,4.0
,,2022 - 2023,4.5
,Faridkot,2021 - 2022,4.0
,Fatehgarh sahib,2000 - 2001,3.0
,,2001 - 2002,3.0
,,2002 - 2003,3.0
,,2003 - 2004,3.0
,,2004 - 2005,4.0
,,2006 - 2007,4.0
,,2007 - 2008,3.0
,,2008 - 2009,4.0
,,2009 - 2010,3.0
,,2012 - 2013,4.0
,,2013 - 2014,4.0
,,2014 - 2015,4.0
,,2015 - 2016,4.0
,,2018 - 2019,3.67
,,2019 - 2020,3.67
,,2020 - 2021,3.67
,,2022 - 2023,4.5
,Fazilka,2016 - 2017,4.0
,,2017 - 2018,4.0
,,2018 - 2019,2.67
,,2020 - 2021,2.14
,,2021 - 2022,4.0
,,2022 - 2023,6.0
,Firozepur,2019 - 2020,2.83
,,2020 - 2021,4.0
,,2021 - 2022,2.67
,Gurdaspur,2000 - 2001,2.15
,,2001 - 2002,2.07
