state,district,year,maize_summer_yield_tonne_per_hectare
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.46
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,2.88
,Gautam buddha nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ghaziabad,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.43
,,2008 - 2009,1.52
,,2009 - 2010,1.45
,,2010 - 2011,1.46
,,2011 - 2012,1.66
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,1.77
,,2015 - 2016,1.85
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,2.0
,,2019 - 2020,
,,2020 - 2021,3.0
,,2021 - 2022,2.5
,,2022 - 2023,
,Ghazipur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.32
,,2007 - 2008,1.43
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.66
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.09
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.72
,,2022 - 2023,2.88
,Gonda,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.45
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.23
,,2021 - 2022,2.27
,,2022 - 2023,1.83
,Gorakhpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.32
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.46
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,2.88
,Hamirpur,2000 - 2001,
,,2001 - 2002,
,,2003 - 2004,
,,2004 - 2005,
,,2007 - 2008,
,,2010 - 2011,
,,2011 - 2012,1.5
,,2013 - 2014,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,Hapur,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.87
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,0.59
,Hardoi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,2.88
,Hathras,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.45
,,2008 - 2009,1.5
,,2009 - 2010,1.45
,,2010 - 2011,1.46
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,3.48
,,2021 - 2022,3.32
,,2022 - 2023,3.15
,Jalaun,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.0
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,3.0
,Jaunpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,2.87
,Jhansi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.0
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,2.0
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,3.0
,,2021 - 2022,
,,2022 - 2023,
,Kannauj,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.38
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.32
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.98
,,2021 - 2022,2.73
,,2022 - 2023,3.53
,Kanpur dehat,2002 - 2003,
,,2003 - 2004,1.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.49
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.84
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.06
,,2019 - 2020,2.47
,,2020 - 2021,2.98
,,2021 - 2022,2.73
,,2022 - 2023,3.53
,Kanpur nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.32
,,2007 - 2008,1.43
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.98
,,2021 - 2022,2.73
,,2022 - 2023,3.53
,Kasganj,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,3.23
,,2021 - 2022,3.32
,,2022 - 2023,2.94
,Kaushambi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.36
,,2004 - 2005,
,,2006 - 2007,1.32
,,2007 - 2008,1.43
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.66
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,2.88
,Kheri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.45
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,2.88
,Kushi nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,2.88
,Lalitpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Lucknow,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.49
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.83
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.72
,,2022 - 2023,2.88
,Maharajganj,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.45
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,2.88
,Mahoba,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mainpuri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.32
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,2.88
,Mathura,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.38
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.42
,,2008 - 2009,1.5
,,2009 - 2010,1.38
,,2010 - 2011,
,,2011 - 2012,1.69
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.79
,,2015 - 2016,1.86
,,2016 - 2017,1.87
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,
,,2020 - 2021,2.89
,,2021 - 2022,2.74
,,2022 - 2023,2.88
,Mau,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.32
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.72
,,2022 - 2023,2.88
,Meerut,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.43
,,2008 - 2009,1.5
,,2009 - 2010,1.45
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.72
,,2022 - 2023,0.59
,Mirzapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.33
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,1.5
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,1.67
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,1.67
,,2016 - 2017,2.0
,,2017 - 2018,2.0
,,2018 - 2019,2.0
,,2019 - 2020,
,,2020 - 2021,3.0
,,2021 - 2022,2.5
,,2022 - 2023,
,Moradabad,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.45
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.84
,,2013 - 2014,1.85
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.18
,,2018 - 2019,2.05
,,2019 - 2020,2.48
,,2020 - 2021,2.89
,,2021 - 2022,2.71
,,2022 - 2023,2.86
,Muzaffarnagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.32
,,2007 - 2008,1.42
,,2008 - 2009,1.45
,,2009 - 2010,1.47
,,2010 - 2011,1.5
,,2011 - 2012,1.67
,,2012 - 2013,1.8
,,2013 - 2014,2.0
,,2014 - 2015,1.75
,,2015 - 2016,2.0
,,2016 - 2017,2.0
,,2017 - 2018,2.33
,,2018 - 2019,2.0
,,2019 - 2020,2.5
,,2020 - 2021,3.0
,,2021 - 2022,2.67
,,2022 - 2023,3.0
,Pilibhit,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.43
,,2008 - 2009,1.49
,,2009 - 2010,1.46
,,2010 - 2011,1.45
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.22
,,2018 - 2019,2.06
,,2019 - 2020,2.47
,,2020 - 2021,2.88
,,2021 - 2022,2.72
,,2022 - 2023,2.7
,Pratapgarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.49
,,2009 - 2010,1.45
,,2010 - 2011,1.48
,,2011 - 2012,1.65
,,2012 - 2013,1.84
,,2013 - 2014,1.82
,,2014 - 2015,1.77
,,2015 - 2016,1.85
,,2016 - 2017,1.89
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.48
,,2020 - 2021,2.9
,,2021 - 2022,2.73
,,2022 - 2023,2.88
,Rae bareli,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,1.5
,,2009 - 2010,2.0
,,2010 - 2011,1.0
,,2011 - 2012,2.0
,,2012 - 2013,2.0
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Rampur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.38
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.32
,,2007 - 2008,1.46
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.43
,,2011 - 2012,1.64
,,2012 - 2013,1.85
,,2013 - 2014,1.83
,,2014 - 2015,1.79
,,2015 - 2016,1.89
,,2016 - 2017,1.87
,,2017 - 2018,2.18
,,2018 - 2019,2.08
,,2019 - 2020,2.48
,,2020 - 2021,2.9
,,2021 - 2022,2.75
,,2022 - 2023,2.88
,Saharanpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.43
,,2010 - 2011,1.42
,,2011 - 2012,1.64
,,2012 - 2013,1.85
,,2013 - 2014,1.83
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,2.0
,,2017 - 2018,2.2
,,2018 - 2019,2.0
,,2019 - 2020,2.5
,,2020 - 2021,2.8
,,2021 - 2022,2.75
,,2022 - 2023,2.88
,Sambhal,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,2.88
,Sant kabeer nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.36
,,2007 - 2008,1.43
,,2008 - 2009,1.49
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.84
,,2013 - 2014,1.85
,,2014 - 2015,1.77
,,2015 - 2016,
,,2016 - 2017,1.86
,,2017 - 2018,2.21
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.91
,,2021 - 2022,2.74
,,2022 - 2023,2.88
,Sant ravidas nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,2.88
,Shahjahanpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.45
,,2010 - 2011,1.47
,,2011 - 2012,1.66
,,2012 - 2013,1.84
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,
,Shamli,2012 - 2013,1.85
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,3.0
,Shravasti,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.46
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.84
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,1.89
,,2021 - 2022,1.98
,,2022 - 2023,1.69
,Siddharth nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.32
,,2007 - 2008,
,,2008 - 2009,1.5
,,2009 - 2010,1.45
,,2010 - 2011,1.47
,,2011 - 2012,1.66
,,2012 - 2013,1.85
,,2013 - 2014,1.83
,,2014 - 2015,1.83
,,2015 - 2016,
,,2016 - 2017,1.86
,,2017 - 2018,2.17
,,2018 - 2019,2.0
,,2019 - 2020,2.33
,,2020 - 2021,2.83
,,2021 - 2022,2.75
,,2022 - 2023,2.83
,Sitapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.45
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.06
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,2.88
,Sonbhadra,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.4
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,1.4
,,2010 - 2011,2.0
,,2011 - 2012,2.0
,,2012 - 2013,2.0
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,1.88
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,3.0
,,2021 - 2022,
,,2022 - 2023,
,Sultanpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.49
,,2009 - 2010,1.45
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,2.88
,Unnao,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.33
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.45
,,2010 - 2011,1.47
,,2011 - 2012,1.65
,,2012 - 2013,1.85
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.19
,,2018 - 2019,2.07
,,2019 - 2020,2.47
,,2020 - 2021,2.89
,,2021 - 2022,2.73
,,2022 - 2023,2.88
,Varanasi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.35
,,2007 - 2008,1.44
,,2008 - 2009,1.5
,,2009 - 2010,1.44
,,2010 - 2011,1.47
,,2011 - 2012,1.64
,,2012 - 2013,1.84
,,2013 - 2014,1.84
,,2014 - 2015,1.78
,,2015 - 2016,1.85
,,2016 - 2017,1.88
,,2017 - 2018,2.18
,,2018 - 2019,2.05
,,2019 - 2020,
,,2020 - 2021,2.9
,,2021 - 2022,2.73
,,2022 - 2023,2.8
Uttarakhand,Almora,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bageshwar,2000 - 2001,
