state,district,year,groundnut_kharif_yield_tonne_per_hectare
,,2013 - 2014,2.17
,,2014 - 2015,2.4
,,2015 - 2016,2.06
,,2016 - 2017,1.43
,,2017 - 2018,1.6
,,2018 - 2019,2.17
,,2019 - 2020,2.39
,,2020 - 2021,2.09
,,2021 - 2022,1.51
,,2022 - 2023,2.35
,Hanumangarh,2000 - 2001,0.92
,,2001 - 2002,1.23
,,2002 - 2003,0.69
,,2003 - 2004,1.57
,,2004 - 2005,1.55
,,2005 - 2006,1.55
,,2006 - 2007,1.31
,,2007 - 2008,1.72
,,2008 - 2009,1.67
,,2009 - 2010,1.09
,,2010 - 2011,1.97
,,2011 - 2012,2.35
,,2012 - 2013,2.6
,,2013 - 2014,2.17
,,2014 - 2015,1.86
,,2015 - 2016,1.75
,,2016 - 2017,1.59
,,2017 - 2018,2.12
,,2018 - 2019,1.96
,,2019 - 2020,2.21
,,2020 - 2021,1.66
,,2021 - 2022,1.62
,,2022 - 2023,2.05
,Jaipur,2000 - 2001,1.07
,,2001 - 2002,1.29
,,2002 - 2003,0.92
,,2003 - 2004,1.71
,,2004 - 2005,1.92
,,2005 - 2006,1.84
,,2006 - 2007,1.61
,,2007 - 2008,1.99
,,2008 - 2009,1.89
,,2009 - 2010,1.25
,,2010 - 2011,2.03
,,2011 - 2012,1.99
,,2012 - 2013,1.71
,,2013 - 2014,1.97
,,2014 - 2015,1.89
,,2015 - 2016,1.51
,,2016 - 2017,1.82
,,2017 - 2018,1.69
,,2018 - 2019,2.1
,,2019 - 2020,2.25
,,2020 - 2021,2.37
,,2021 - 2022,2.12
,,2022 - 2023,2.14
,Jaisalmer,2000 - 2001,0.92
,,2001 - 2002,1.23
,,2002 - 2003,0.69
,,2003 - 2004,1.57
,,2004 - 2005,1.55
,,2005 - 2006,1.55
,,2006 - 2007,1.26
,,2007 - 2008,1.67
,,2008 - 2009,1.13
,,2009 - 2010,0.93
,,2010 - 2011,1.45
,,2011 - 2012,1.24
,,2012 - 2013,0.82
,,2013 - 2014,1.35
,,2014 - 2015,1.14
,,2015 - 2016,1.81
,,2016 - 2017,1.32
,,2017 - 2018,1.64
,,2018 - 2019,1.6
,,2019 - 2020,1.88
,,2020 - 2021,1.52
,,2021 - 2022,1.42
,,2022 - 2023,1.58
,Jalore,2000 - 2001,0.94
,,2001 - 2002,1.23
,,2002 - 2003,0.68
,,2003 - 2004,1.57
,,2004 - 2005,1.55
,,2005 - 2006,1.55
,,2006 - 2007,1.31
,,2007 - 2008,1.41
,,2008 - 2009,1.12
,,2009 - 2010,1.1
,,2010 - 2011,1.97
,,2011 - 2012,1.52
,,2012 - 2013,1.86
,,2013 - 2014,1.62
,,2014 - 2015,2.27
,,2015 - 2016,1.58
,,2016 - 2017,1.95
,,2017 - 2018,1.41
,,2018 - 2019,1.56
,,2019 - 2020,2.62
,,2020 - 2021,2.68
,,2021 - 2022,1.32
,,2022 - 2023,2.5
,Jhalawar,2000 - 2001,0.66
,,2001 - 2002,1.07
,,2002 - 2003,0.56
,,2003 - 2004,1.0
,,2004 - 2005,1.15
,,2005 - 2006,1.51
,,2006 - 2007,1.13
,,2007 - 2008,1.22
,,2008 - 2009,1.06
,,2009 - 2010,0.96
,,2010 - 2011,1.97
,,2011 - 2012,1.03
,,2012 - 2013,1.63
,,2013 - 2014,1.95
,,2014 - 2015,2.02
,,2015 - 2016,2.03
,,2016 - 2017,2.05
,,2017 - 2018,1.95
,,2018 - 2019,2.05
,,2019 - 2020,2.2
,,2020 - 2021,2.26
,,2021 - 2022,2.13
,,2022 - 2023,2.4
,Jhunjhunu,2000 - 2001,0.92
,,2001 - 2002,1.23
,,2002 - 2003,0.69
,,2003 - 2004,1.56
,,2004 - 2005,1.55
,,2005 - 2006,1.55
,,2006 - 2007,1.31
,,2007 - 2008,1.45
,,2008 - 2009,1.67
,,2009 - 2010,1.47
,,2010 - 2011,1.76
,,2011 - 2012,1.7
,,2012 - 2013,1.9
,,2013 - 2014,1.78
,,2014 - 2015,1.88
,,2015 - 2016,1.91
,,2016 - 2017,1.96
,,2017 - 2018,1.75
,,2018 - 2019,2.3
,,2019 - 2020,2.2
,,2020 - 2021,1.91
,,2021 - 2022,1.93
,,2022 - 2023,2.16
,Jodhpur,2000 - 2001,0.92
,,2001 - 2002,1.23
,,2002 - 2003,1.31
,,2003 - 2004,1.64
,,2004 - 2005,1.89
,,2005 - 2006,1.85
,,2006 - 2007,1.71
,,2007 - 2008,1.64
,,2008 - 2009,1.76
,,2009 - 2010,1.22
,,2010 - 2011,1.53
,,2011 - 2012,1.85
,,2012 - 2013,1.2
,,2013 - 2014,2.18
,,2014 - 2015,2.0
,,2015 - 2016,2.35
,,2016 - 2017,1.72
,,2017 - 2018,1.87
,,2018 - 2019,1.92
,,2019 - 2020,2.66
,,2020 - 2021,2.46
,,2021 - 2022,2.19
,,2022 - 2023,2.27
,Karauli,2000 - 2001,0.92
,,2001 - 2002,0.76
,,2002 - 2003,0.62
,,2003 - 2004,0.89
,,2004 - 2005,1.16
,,2005 - 2006,1.29
,,2006 - 2007,0.74
,,2007 - 2008,1.04
,,2008 - 2009,1.28
,,2009 - 2010,1.16
,,2010 - 2011,1.97
,,2011 - 2012,1.75
,,2012 - 2013,1.01
,,2013 - 2014,1.48
,,2014 - 2015,1.14
,,2015 - 2016,1.32
,,2016 - 2017,1.35
,,2017 - 2018,1.95
,,2018 - 2019,2.05
,,2019 - 2020,2.2
,,2020 - 2021,2.26
,,2021 - 2022,2.13
,,2022 - 2023,2.4
,Kota,2000 - 2001,0.92
,,2001 - 2002,1.23
,,2002 - 2003,0.69
,,2003 - 2004,1.57
,,2004 - 2005,1.55
,,2005 - 2006,1.55
,,2006 - 2007,1.3
,,2007 - 2008,1.72
,,2008 - 2009,1.67
,,2009 - 2010,1.09
,,2010 - 2011,1.97
,,2011 - 2012,1.93
,,2012 - 2013,1.55
,,2013 - 2014,1.95
,,2014 - 2015,2.02
,,2015 - 2016,2.03
,,2016 - 2017,2.05
,,2017 - 2018,1.95
,,2018 - 2019,2.06
,,2019 - 2020,2.2
,,2020 - 2021,2.26
,,2021 - 2022,2.13
,,2022 - 2023,2.41
,Nagaur,2000 - 2001,0.48
,,2001 - 2002,0.92
,,2002 - 2003,0.39
,,2003 - 2004,1.52
,,2004 - 2005,2.39
,,2005 - 2006,1.81
,,2006 - 2007,1.1
,,2007 - 2008,2.16
,,2008 - 2009,2.12
,,2009 - 2010,1.31
,,2010 - 2011,1.98
,,2011 - 2012,1.8
,,2012 - 2013,0.99
,,2013 - 2014,1.97
,,2014 - 2015,1.52
,,2015 - 2016,1.45
,,2016 - 2017,2.1
,,2017 - 2018,1.76
,,2018 - 2019,1.84
,,2019 - 2020,2.23
,,2020 - 2021,2.16
,,2021 - 2022,2.04
,,2022 - 2023,1.87
,Pali,2000 - 2001,0.35
,,2001 - 2002,1.69
,,2002 - 2003,0.04
,,2003 - 2004,1.03
,,2004 - 2005,0.38
,,2005 - 2006,0.75
,,2006 - 2007,0.95
,,2007 - 2008,1.41
,,2008 - 2009,0.64
,,2009 - 2010,0.0
,,2010 - 2011,1.97
,,2011 - 2012,1.52
,,2012 - 2013,1.2
,,2013 - 2014,2.18
,,2014 - 2015,2.02
,,2015 - 2016,2.03
,,2016 - 2017,2.05
,,2017 - 2018,0.95
,,2018 - 2019,1.72
,,2019 - 2020,2.2
,,2020 - 2021,2.26
,,2021 - 2022,2.13
,,2022 - 2023,2.4
,Pratapgarh,2008 - 2009,1.02
,,2009 - 2010,1.45
,,2010 - 2011,1.97
,,2011 - 2012,1.26
,,2012 - 2013,1.05
,,2013 - 2014,0.87
,,2014 - 2015,2.02
,,2015 - 2016,2.02
,,2016 - 2017,2.05
,,2017 - 2018,1.95
,,2018 - 2019,2.05
,,2019 - 2020,0.62
,,2020 - 2021,2.24
,,2021 - 2022,1.57
,,2022 - 2023,2.31
,Rajsamand,2000 - 2001,0.13
,,2001 - 2002,1.58
,,2002 - 2003,0.08
,,2003 - 2004,1.47
,,2004 - 2005,0.53
,,2005 - 2006,1.08
,,2006 - 2007,1.17
,,2007 - 2008,1.64
,,2008 - 2009,0.9
,,2009 - 2010,0.82
,,2010 - 2011,0.99
,,2011 - 2012,0.93
,,2012 - 2013,1.16
,,2013 - 2014,0.8
,,2014 - 2015,0.76
,,2015 - 2016,0.53
,,2016 - 2017,2.05
,,2017 - 2018,1.95
,,2018 - 2019,2.05
,,2019 - 2020,2.2
,,2020 - 2021,2.26
,,2021 - 2022,2.13
,,2022 - 2023,2.4
,Sawai madhopur,2000 - 2001,0.72
,,2001 - 2002,1.07
,,2002 - 2003,0.23
,,2003 - 2004,0.58
,,2004 - 2005,1.26
,,2005 - 2006,1.01
,,2006 - 2007,0.68
,,2007 - 2008,0.84
,,2008 - 2009,1.09
,,2009 - 2010,0.87
,,2010 - 2011,1.53
,,2011 - 2012,1.36
,,2012 - 2013,1.35
,,2013 - 2014,1.54
,,2014 - 2015,1.51
,,2015 - 2016,1.23
,,2016 - 2017,1.33
,,2017 - 2018,1.06
,,2018 - 2019,1.33
,,2019 - 2020,1.49
,,2020 - 2021,1.34
,,2021 - 2022,1.46
,,2022 - 2023,1.56
,Sikar,2000 - 2001,1.13
,,2001 - 2002,1.77
,,2002 - 2003,1.18
,,2003 - 2004,1.87
,,2004 - 2005,1.72
,,2005 - 2006,1.99
,,2006 - 2007,1.72
,,2007 - 2008,1.67
,,2008 - 2009,1.74
,,2009 - 2010,1.36
,,2010 - 2011,2.12
,,2011 - 2012,1.96
,,2012 - 2013,1.66
,,2013 - 2014,1.92
,,2014 - 2015,1.99
,,2015 - 2016,2.0
,,2016 - 2017,2.25
,,2017 - 2018,2.22
,,2018 - 2019,2.29
,,2019 - 2020,2.41
,,2020 - 2021,2.4
,,2021 - 2022,2.35
,,2022 - 2023,2.25
,Sirohi,2000 - 2001,0.92
,,2001 - 2002,1.23
,,2002 - 2003,0.51
,,2003 - 2004,1.55
,,2004 - 2005,1.09
,,2005 - 2006,1.31
,,2006 - 2007,1.22
,,2007 - 2008,1.47
,,2008 - 2009,1.82
,,2009 - 2010,1.13
,,2010 - 2011,1.85
,,2011 - 2012,1.14
,,2012 - 2013,1.86
,,2013 - 2014,1.62
,,2014 - 2015,1.61
,,2015 - 2016,1.57
,,2016 - 2017,1.18
,,2017 - 2018,0.0
,,2018 - 2019,1.7
,,2019 - 2020,2.51
,,2020 - 2021,2.5
,,2021 - 2022,2.46
,,2022 - 2023,2.16
,Tonk,2000 - 2001,0.51
,,2001 - 2002,0.55
,,2002 - 2003,0.03
,,2003 - 2004,0.76
,,2004 - 2005,0.47
,,2005 - 2006,1.11
,,2006 - 2007,0.18
,,2007 - 2008,0.61
,,2008 - 2009,1.11
,,2009 - 2010,0.56
,,2010 - 2011,1.49
,,2011 - 2012,1.19
,,2012 - 2013,1.06
,,2013 - 2014,1.04
,,2014 - 2015,1.12
,,2015 - 2016,0.64
,,2016 - 2017,1.2
,,2017 - 2018,0.97
,,2018 - 2019,1.32
,,2019 - 2020,1.44
,,2020 - 2021,1.3
,,2021 - 2022,1.44
,,2022 - 2023,1.49
,Udaipur,2000 - 2001,0.26
,,2001 - 2002,1.0
,,2002 - 2003,0.93
,,2003 - 2004,1.21
,,2004 - 2005,0.71
,,2005 - 2006,0.78
,,2006 - 2007,0.66
,,2007 - 2008,0.81
,,2008 - 2009,0.85
,,2009 - 2010,0.66
,,2010 - 2011,0.63
,,2011 - 2012,1.14
,,2012 - 2013,0.87
,,2013 - 2014,0.87
,,2014 - 2015,1.01
,,2015 - 2016,0.48
,,2016 - 2017,0.88
,,2017 - 2018,0.77
,,2018 - 2019,0.93
,,2019 - 2020,0.65
,,2020 - 2021,1.52
,,2021 - 2022,1.3
,,2022 - 2023,1.03
Tamil Nadu,Ariyalur,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,3.09
,,2011 - 2012,3.58
,,2012 - 2013,2.53
,,2013 - 2014,3.29
,,2014 - 2015,3.39
,,2015 - 2016,3.37
,,2016 - 2017,3.13
,,2017 - 2018,3.3
,,2018 - 2019,3.19
,,2019 - 2020,2.8
,,2020 - 2021,3.25
,,2021 - 2022,3.33
,,2022 - 2023,3.48
,Chengalpattu,2020 - 2021,1.8
,,2021 - 2022,3.95
,,2022 - 2023,3.59
,Chennai,2022 - 2023,2.0
,Coimbatore,2000 - 2001,1.36
,,2001 - 2002,1.52
,,2002 - 2003,0.94
,,2003 - 2004,0.9
,,2004 - 2005,1.27
,,2005 - 2006,1.35
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,2.03
,,2011 - 2012,2.51
,,2012 - 2013,1.57
,,2013 - 2014,2.49
,,2014 - 2015,2.29
,,2015 - 2016,2.05
,,2016 - 2017,1.66
,,2017 - 2018,1.64
,,2018 - 2019,1.98
,,2019 - 2020,2.53
,,2020 - 2021,2.45
,,2021 - 2022,2.18
,,2022 - 2023,1.91
,Cuddalore,2000 - 2001,1.99
,,2001 - 2002,2.47
,,2002 - 2003,2.23
,,2003 - 2004,2.53
,,2004 - 2005,2.4
,,2005 - 2006,2.5
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,3.09
,,2011 - 2012,2.91
,,2012 - 2013,3.64
,,2013 - 2014,2.71
,,2014 - 2015,2.52
,,2015 - 2016,2.41
,,2016 - 2017,2.94
,,2017 - 2018,3.43
,,2018 - 2019,1.84
,,2019 - 2020,4.06
,,2020 - 2021,3.65
,,2021 - 2022,3.6
,,2022 - 2023,3.65
,Dharmapuri,2000 - 2001,1.75
,,2001 - 2002,1.73
,,2002 - 2003,1.2
,,2003 - 2004,1.35
,,2004 - 2005,1.62
,,2005 - 2006,1.86
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,2.03
,,2011 - 2012,3.32
,,2012 - 2013,2.23
,,2013 - 2014,2.52
,,2014 - 2015,2.37
,,2015 - 2016,2.79
,,2016 - 2017,1.35
,,2017 - 2018,2.44
,,2018 - 2019,1.9
,,2019 - 2020,4.22
,,2020 - 2021,1.91
,,2021 - 2022,3.9
,,2022 - 2023,2.75
,Dindigul,2000 - 2001,2.28
,,2001 - 2002,2.8
,,2002 - 2003,1.83
,,2003 - 2004,1.82
,,2004 - 2005,2.63
,,2005 - 2006,2.33
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,2.86
,,2011 - 2012,1.07
,,2012 - 2013,2.5
,,2013 - 2014,3.18
,,2014 - 2015,3.23
,,2015 - 2016,2.06
,,2016 - 2017,2.69
,,2017 - 2018,2.82
,,2018 - 2019,2.55
,,2019 - 2020,3.07
,,2020 - 2021,1.78
,,2021 - 2022,2.02
,,2022 - 2023,1.97
,Erode,2000 - 2001,1.75
,,2001 - 2002,1.61
,,2002 - 2003,1.28
,,2003 - 2004,1.27
,,2004 - 2005,1.85
,,2005 - 2006,1.68
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.86
,,2011 - 2012,1.12
,,2012 - 2013,1.4
,,2013 - 2014,1.89
,,2014 - 2015,1.81
,,2015 - 2016,1.66
,,2016 - 2017,0.71
,,2017 - 2018,2.07
,,2018 - 2019,2.0
,,2019 - 2020,1.56
,,2020 - 2021,2.02
,,2021 - 2022,2.2
,,2022 - 2023,1.52
,Kallakurichi,2020 - 2021,2.15
,,2021 - 2022,2.19
,,2022 - 2023,2.34
,Kanchipuram,2000 - 2001,2.4
,,2001 - 2002,3.12
,,2002 - 2003,2.54
,,2003 - 2004,2.64
,,2004 - 2005,2.52
,,2005 - 2006,3.16
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,4.47
,,2011 - 2012,1.75
,,2012 - 2013,3.58
,,2013 - 2014,2.54
,,2014 - 2015,3.02
,,2015 - 2016,2.46
,,2016 - 2017,2.21
,,2017 - 2018,2.6
,,2018 - 2019,3.42
,,2019 - 2020,3.48
,,2020 - 2021,2.55
,,2021 - 2022,2.68
,,2022 - 2023,1.85
,Kanniyakumari,2000 - 2001,1.32
,,2001 - 2002,1.61
,,2002 - 2003,1.05
,,2003 - 2004,1.22
,,2004 - 2005,1.21
,,2005 - 2006,1.36
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.8
,,2011 - 2012,2.2
,,2012 - 2013,1.9
,,2013 - 2014,2.2
,,2014 - 2015,2.4
,,2015 - 2016,2.22
,,2016 - 2017,1.5
,,2017 - 2018,2.5
,,2018 - 2019,2.18
,,2019 - 2020,2.5
,,2020 - 2021,2.12
,,2021 - 2022,2.2
,,2022 - 2023,2.2
,Karur,2000 - 2001,1.65
,,2001 - 2002,2.1
,,2002 - 2003,1.58
,,2003 - 2004,1.46
,,2004 - 2005,2.02
,,2005 - 2006,2.11
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.86
,,2011 - 2012,2.61
,,2012 - 2013,2.71
,,2013 - 2014,3.16
,,2014 - 2015,2.28
,,2015 - 2016,2.8
,,2016 - 2017,2.29
,,2017 - 2018,2.46
,,2018 - 2019,2.16
,,2019 - 2020,2.48
,,2020 - 2021,2.13
,,2021 - 2022,2.27
,,2022 - 2023,2.12
,Krishnagiri,2004 - 2005,1.55
,,2005 - 2006,1.23
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,2.37
,,2011 - 2012,3.03
,,2012 - 2013,2.11
,,2013 - 2014,2.57
,,2014 - 2015,2.09
,,2015 - 2016,2.21
,,2016 - 2017,1.8
,,2017 - 2018,3.02
,,2018 - 2019,3.41
,,2019 - 2020,3.33
,,2020 - 2021,3.53
,,2021 - 2022,2.69
,,2022 - 2023,2.76
,Madurai,2000 - 2001,1.58
,,2001 - 2002,1.64
,,2002 - 2003,1.47
,,2003 - 2004,1.47
,,2004 - 2005,1.33
,,2005 - 2006,1.6
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.83
,,2011 - 2012,1.62
,,2012 - 2013,2.0
,,2013 - 2014,2.09
,,2014 - 2015,2.15
,,2015 - 2016,1.48
,,2016 - 2017,1.72
,,2017 - 2018,2.46
,,2018 - 2019,2.17
,,2019 - 2020,2.37
,,2020 - 2021,2.95
,,2021 - 2022,2.46
,,2022 - 2023,2.65
,Mayiladuthurai,2020 - 2021,
,,2021 - 2022,2.3
,,2022 - 2023,2.13
,Nagapattinam,2000 - 2001,1.2
,,2001 - 2002,1.69
,,2002 - 2003,1.56
,,2003 - 2004,1.29
,,2004 - 2005,1.7
,,2005 - 2006,3.35
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,3.16
,,2011 - 2012,2.2
,,2012 - 2013,2.87
,,2013 - 2014,
,,2014 - 2015,2.33
,,2015 - 2016,
,,2016 - 2017,1.6
,,2017 - 2018,2.47
,,2018 - 2019,
,,2019 - 2020,2.47
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Namakkal,2000 - 2001,1.98
,,2001 - 2002,1.99
,,2002 - 2003,1.11
,,2003 - 2004,1.38
,,2004 - 2005,1.06
,,2005 - 2006,1.58
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,2.34
,,2011 - 2012,2.09
,,2012 - 2013,1.36
,,2013 - 2014,1.88
,,2014 - 2015,2.16
,,2015 - 2016,1.68
,,2016 - 2017,0.62
,,2017 - 2018,2.13
,,2018 - 2019,1.42
,,2019 - 2020,2.1
,,2020 - 2021,1.46
,,2021 - 2022,2.06
,,2022 - 2023,1.94
,Perambalur,2000 - 2001,1.34
,,2001 - 2002,1.56
,,2002 - 2003,1.47
,,2003 - 2004,1.43
,,2004 - 2005,1.19
,,2005 - 2006,1.55
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.39
,,2011 - 2012,1.87
,,2012 - 2013,2.49
,,2013 - 2014,2.21
,,2014 - 2015,2.34
,,2015 - 2016,2.18
,,2016 - 2017,1.57
,,2017 - 2018,2.46
,,2018 - 2019,2.17
,,2019 - 2020,2.48
,,2020 - 2021,2.13
,,2021 - 2022,2.27
,,2022 - 2023,2.12
,Pudukkottai,2000 - 2001,1.38
,,2001 - 2002,1.5
,,2002 - 2003,1.07
,,2003 - 2004,1.28
,,2004 - 2005,1.43
,,2005 - 2006,1.96
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.56
,,2011 - 2012,2.19
,,2012 - 2013,1.97
,,2013 - 2014,1.94
,,2014 - 2015,3.1
,,2015 - 2016,2.6
,,2016 - 2017,1.78
,,2017 - 2018,1.75
,,2018 - 2019,1.93
,,2019 - 2020,2.2
,,2020 - 2021,1.71
,,2021 - 2022,1.58
,,2022 - 2023,1.79
,Ramanathapuram,2000 - 2001,0.82
,,2001 - 2002,1.53
,,2002 - 2003,1.15
,,2003 - 2004,0.39
,,2004 - 2005,2.23
,,2005 - 2006,1.0
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.33
,,2011 - 2012,2.2
,,2012 - 2013,1.25
,,2013 - 2014,2.21
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,2.0
,,2020 - 2021,
,,2021 - 2022,3.0
,,2022 - 2023,2.11
,Ranipet,2020 - 2021,2.49
,,2021 - 2022,2.67
,,2022 - 2023,2.92
,Salem,2000 - 2001,1.72
,,2001 - 2002,1.7
,,2002 - 2003,1.06
,,2003 - 2004,1.08
,,2004 - 2005,1.17
,,2005 - 2006,1.36
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,2.19
,,2011 - 2012,2.2
,,2012 - 2013,1.93
,,2013 - 2014,1.76
,,2014 - 2015,2.24
,,2015 - 2016,2.05
,,2016 - 2017,1.76
,,2017 - 2018,2.54
,,2018 - 2019,1.52
,,2019 - 2020,2.49
,,2020 - 2021,1.97
,,2021 - 2022,2.02
,,2022 - 2023,1.7
,Sivaganga,2000 - 2001,1.67
,,2001 - 2002,1.68
,,2002 - 2003,1.61
,,2003 - 2004,1.38
,,2004 - 2005,1.41
,,2005 - 2006,1.81
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.19
,,2011 - 2012,2.24
,,2012 - 2013,2.54
,,2013 - 2014,1.46
,,2014 - 2015,1.21
,,2015 - 2016,1.73
,,2016 - 2017,0.61
,,2017 - 2018,1.19
,,2018 - 2019,0.87
,,2019 - 2020,1.44
,,2020 - 2021,2.26
,,2021 - 2022,1.34
,,2022 - 2023,1.08
,Thanjavur,2000 - 2001,1.95
,,2001 - 2002,1.86
,,2002 - 2003,1.7
,,2003 - 2004,1.79
,,2004 - 2005,2.24
,,2005 - 2006,2.47
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,3.76
,,2011 - 2012,3.67
,,2012 - 2013,3.1
,,2013 - 2014,3.43
,,2014 - 2015,2.88
,,2015 - 2016,3.28
,,2016 - 2017,1.57
,,2017 - 2018,2.46
,,2018 - 2019,2.17
,,2019 - 2020,2.48
,,2020 - 2021,2.13
,,2021 - 2022,4.01
,,2022 - 2023,2.12
,The nilgiris,2000 - 2001,1.31
,,2001 - 2002,1.25
,,2002 - 2003,2.22
,,2003 - 2004,1.33
,,2009 - 2010,
,,2010 - 2011,2.0
,,2013 - 2014,2.25
,,2014 - 2015,1.0
,,2015 - 2016,2.25
,,2016 - 2017,1.5
,,2017 - 2018,2.4
,Theni,2000 - 2001,1.97
,,2001 - 2002,1.23
,,2002 - 2003,0.87
,,2003 - 2004,1.2
,,2004 - 2005,2.39
,,2005 - 2006,1.81
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.91
,,2011 - 2012,2.2
,,2012 - 2013,5.21
,,2013 - 2014,2.05
,,2014 - 2015,3.52
,,2015 - 2016,3.39
,,2016 - 2017,2.55
,,2017 - 2018,2.17
,,2018 - 2019,3.32
,,2019 - 2020,2.93
,,2020 - 2021,2.63
,,2021 - 2022,2.96
,,2022 - 2023,2.69
,Thenkasi,2020 - 2021,2.13
,,2021 - 2022,2.27
,,2022 - 2023,2.12
,Thiruvallur,2000 - 2001,2.87
,,2001 - 2002,3.76
,,2002 - 2003,3.03
,,2003 - 2004,3.12
,,2004 - 2005,3.47
,,2005 - 2006,3.01
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,3.52
,,2011 - 2012,2.33
,,2012 - 2013,4.58
,,2013 - 2014,3.07
,,2014 - 2015,4.08
,,2015 - 2016,4.44
,,2016 - 2017,1.57
,,2017 - 2018,2.46
,,2018 - 2019,2.17
,,2019 - 2020,2.48
,,2020 - 2021,2.13
,,2021 - 2022,2.27
,,2022 - 2023,2.12
,Thiruvarur,2000 - 2001,2.36
,,2001 - 2002,1.72
,,2002 - 2003,2.25
,,2003 - 2004,2.36
,,2004 - 2005,2.49
,,2005 - 2006,2.62
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,5.04
,,2011 - 2012,2.2
,,2012 - 2013,3.22
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,2.46
,,2018 - 2019,2.22
,,2019 - 2020,2.48
,,2020 - 2021,2.13
,,2021 - 2022,2.27
,,2022 - 2023,2.12
,Thoothukudi,2000 - 2001,1.65
,,2001 - 2002,1.83
,,2002 - 2003,1.46
,,2003 - 2004,1.4
,,2004 - 2005,1.43
,,2005 - 2006,1.68
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,2.23
,,2011 - 2012,2.2
,,2012 - 2013,2.6
,,2013 - 2014,2.21
,,2014 - 2015,2.34
,,2015 - 2016,2.18
,,2016 - 2017,1.56
,,2017 - 2018,2.46
,,2018 - 2019,2.16
,,2019 - 2020,2.53
,,2020 - 2021,2.13
,,2021 - 2022,2.28
,,2022 - 2023,2.12
,Tiruchirappalli,2000 - 2001,1.44
,,2001 - 2002,1.84
,,2002 - 2003,1.73
,,2003 - 2004,1.63
,,2004 - 2005,1.74
,,2005 - 2006,1.8
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.81
,,2011 - 2012,1.67
,,2012 - 2013,2.53
,,2013 - 2014,2.29
,,2014 - 2015,2.22
,,2015 - 2016,2.1
,,2016 - 2017,1.1
,,2017 - 2018,2.88
,,2018 - 2019,3.11
,,2019 - 2020,2.22
,,2020 - 2021,2.42
,,2021 - 2022,1.18
,,2022 - 2023,1.38
,Tirunelveli,2000 - 2001,2.07
,,2001 - 2002,1.66
,,2002 - 2003,1.53
,,2003 - 2004,1.77
,,2004 - 2005,2.25
,,2005 - 2006,2.1
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,2.21
,,2011 - 2012,2.6
,,2012 - 2013,2.61
,,2013 - 2014,2.21
,,2014 - 2015,2.34
,,2015 - 2016,2.18
,,2016 - 2017,1.57
,,2017 - 2018,2.46
